Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1201670995435646976,1577506641712324608,laurenboebert,JohnE_Fabb,Premium,13894,2024-08-29 23:59:32,2024-08-28 21:47:05
+,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-08-29 19:01:18,2024-08-28 16:45:29
+,1137701,1609617100175196160,DavidSacks,RealEJAntoni,Premium,72303,2024-08-29 15:23:41,2024-08-28 10:16:31
+,25073877,1816138985342705664,realDonaldTrump,worldlibertyfi,Premium,564897,2024-08-29 13:58:16,2024-08-28 08:56:55
+,47253057,116363549,RogerJStoneJr,SameeraKhan,Premium,235036,2024-08-29 11:17:46,2024-08-28 06:28:54
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-08-29 07:39:18,2024-08-28 02:30:53
+,592730371,21333396,JackPosobiec,susancrabtree,Premium,135768,2024-08-29 07:39:18,2024-08-28 02:30:53
+,1542228578,42142341,JDVance,Wise_Ox,Premium,1114,2024-08-29 06:47:53,2024-08-28 01:39:21
+,1542228578,1813545855028277248,JDVance,SteveWitkoff,Premium,58402,2024-08-29 06:47:53,2024-08-28 01:39:21
+,1625493998,69156861,KingsleyCortes,TheChiefNerd,Premium,813414,2024-08-29 06:43:55,2024-08-28 01:18:37
+,1625493998,1445790373381480455,KingsleyCortes,WatchSalemNews,Premium,8731,2024-08-29 06:43:55,2024-08-28 01:18:37
+,1201670995435646976,18001922,laurenboebert,LiveAction,Business,198669,2024-08-28 21:47:05,2024-08-27 19:58:34
+,1201670995435646976,1427491585646764032,laurenboebert,Hhowell1969,,6408,2024-08-28 21:47:05,2024-08-27 19:58:34
+,1326229737551912960,16906660,libsoftiktok,Grummz,Premium,243146,2024-08-28 20:40:41,2024-08-27 18:53:35
+,1326229737551912960,914815520842616834,libsoftiktok,NancyMace,Premium,498220,2024-08-28 20:40:41,2024-08-27 18:53:35
+,1589986640587640834,615349684,Riley_Gaines_,burtjonesforga,Premium,22146,2024-08-28 16:45:29,2024-08-27 15:05:09
-,47253057,1140451,RogerJStoneJr,Anthony,,100645,2024-08-28 06:28:54,2024-08-27 07:54:54
-,47253057,1439405246518906881,RogerJStoneJr,IamBrookJackson,Premium,296812,2024-08-28 06:28:54,2024-08-27 07:54:54
-,47253057,1754288497974808576,RogerJStoneJr,hazel_hazel100,,15784,2024-08-28 06:28:54,2024-08-27 07:54:54
-,47253057,1777894421314555904,RogerJStoneJr,_Rossella14,,19751,2024-08-28 06:28:54,2024-08-27 07:54:54
+,47253057,2994134896,RogerJStoneJr,CookeLuanne,,326,2024-08-28 06:28:54,2024-08-27 07:54:54
+,47253057,1359249010117156865,RogerJStoneJr,JosephRutland5,Premium,2889,2024-08-28 06:28:54,2024-08-27 07:54:54
+,47253057,1656411239495487490,RogerJStoneJr,jeffb3699,Premium,6910,2024-08-28 06:28:54,2024-08-27 07:54:54
+,47253057,1721575263111389184,RogerJStoneJr,ChristophrMayer,Premium,1490,2024-08-28 06:28:54,2024-08-27 07:54:54
-,592730371,133137456,JackPosobiec,HisLoveEvang,,3138,2024-08-28 02:30:53,2024-08-26 23:07:48
+,592730371,1108472017144201216,JackPosobiec,TrumpWarRoom,Business,2480802,2024-08-28 02:30:53,2024-08-26 23:07:48
+,592730371,1714329704512032768,JackPosobiec,TCNetwork,Business,786198,2024-08-28 02:30:53,2024-08-26 23:07:48
-,1542228578,213682009,JDVance,MikeDury,,2022,2024-08-28 01:39:21,2024-08-26 22:19:57
+,1625493998,19822126,KingsleyCortes,yoalexrapz,Premium,125161,2024-08-28 01:18:37,2024-08-26 22:16:18
+,1625493998,78964894,KingsleyCortes,IvoryHecker,Premium,146815,2024-08-28 01:18:37,2024-08-26 22:16:18
+,1625493998,260026173,KingsleyCortes,lawler4ny,Premium,28813,2024-08-28 01:18:37,2024-08-26 22:16:18
+,1625493998,1254142319646867456,KingsleyCortes,joma_gc,Premium,151102,2024-08-28 01:18:37,2024-08-26 22:16:18
+,878247600096509952,262299947,RealCandaceO,Byoussef,Premium,11744209,2024-08-27 22:12:33,2024-08-26 19:21:32
+,1201670995435646976,337808606,laurenboebert,RobertKennedyJr,Government,5519670,2024-08-27 19:58:34,2024-08-26 17:15:17
-,1589986640587640834,1431444445996670980,Riley_Gaines_,TeeCee032,,1115,2024-08-27 15:05:09,2024-08-26 11:47:33
+,1589986640587640834,209512953,Riley_Gaines_,bindelj,Premium,126758,2024-08-27 15:05:09,2024-08-26 11:47:33
-,26637348,33352787,TulsiGabbard,Mr_Lincoln,,19612,2024-08-27 08:23:14,2024-08-26 05:19:44
+,26637348,1732859420822929408,TulsiGabbard,xx_xyathletics,Business,61995,2024-08-27 08:23:14,2024-08-26 05:19:44
+,47253057,16638965,RogerJStoneJr,calleymeans,Premium,279356,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,30792538,RogerJStoneJr,aldoluvs,Premium,1151,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,42296641,RogerJStoneJr,BlessedMMA,Premium,1022451,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,215885760,RogerJStoneJr,KaelanDorr,Premium,32864,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,360728030,RogerJStoneJr,Vizekonig,,271,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,468442215,RogerJStoneJr,MikeMcGarryReal,Premium,545,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1565826720,RogerJStoneJr,Sully4Assembly,,1600,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,870436176242642944,RogerJStoneJr,CrusherWinston,,13906,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1110195958946639874,RogerJStoneJr,CredibilityW,,125,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1325978325064572928,RogerJStoneJr,ss_scmb,Premium,12031,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1380638623675121665,RogerJStoneJr,Troy_OG_APE,Premium,57638,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1519047505148846085,RogerJStoneJr,justice4dalton,,1050,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1521108307024433152,RogerJStoneJr,Yo5niper,Premium,3487,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1549785954973388800,RogerJStoneJr,JasonLavigneAB,Premium,17845,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1602367595017113615,RogerJStoneJr,joeg7844,Premium,46623,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1621572301505400838,RogerJStoneJr,VanessaMorten16,,863,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1651792023878238209,RogerJStoneJr,ScottZPatriot,Premium,21522,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1711236257312014336,RogerJStoneJr,JakeHoffmanAZ,Premium,11773,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1754288497974808576,RogerJStoneJr,hazel_hazel100,,15784,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1815158343671128064,RogerJStoneJr,SSJ4DigitalGen,Premium,554,2024-08-27 07:54:54,2024-08-26 04:51:23
+,47253057,1827370609904422912,RogerJStoneJr,Gol5235,,198,2024-08-27 07:54:54,2024-08-26 04:51:23
-,216881337,1586235138240749568,RandPaul,RealSteveBanon,,3642,2024-08-27 00:48:33,2024-08-26 00:07:43
+,337808606,25073877,RobertKennedyJr,realDonaldTrump,Government,102445550,2024-08-27 00:11:08,2024-08-25 23:30:06
+,337808606,39344374,RobertKennedyJr,DonaldJTrumpJr,Premium,14730229,2024-08-27 00:11:08,2024-08-25 23:30:06
+,337808606,729676086632656900,RobertKennedyJr,TeamTrump,Business,2654062,2024-08-27 00:11:08,2024-08-25 23:30:06
+,337808606,1676221786524987392,RobertKennedyJr,DougOfSkye,Premium,10104,2024-08-27 00:11:08,2024-08-25 23:30:06
-,592730371,15798091,JackPosobiec,JMCDelingpole,Premium,127357,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,23320448,JackPosobiec,randycrossFB,Premium,30598,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,260009579,JackPosobiec,JadeAube,,235,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,930918122,JackPosobiec,ViKu1111,Premium,43577,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,954124423,JackPosobiec,AmyMek,Premium,464498,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,3315650867,JackPosobiec,TonyLeonardiEsq,,3020,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,4216879030,JackPosobiec,GodfreyElfwick,,48132,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,720843893441306624,JackPosobiec,WomenforTrump,Premium,63157,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,802623208704741376,JackPosobiec,HCDotNet,Premium,27827,2024-08-26 23:07:48,2024-08-25 22:27:08
-,592730371,1646347061581733888,JackPosobiec,CainCadmusCabot,Premium,1635,2024-08-26 23:07:48,2024-08-25 22:27:08
-,1074480192,31170963,SenTedCruz,Twitturriffic,,4998,2024-08-26 22:40:30,2024-08-25 21:59:58
+,1227799690579718144,89112033,VivekGRamaswamy,AndreAgassi,Premium,436770,2024-08-26 16:59:57,2024-08-25 16:05:56
+,1137701,22715825,DavidSacks,atamas,Premium,1254,2024-08-26 08:21:41,2024-08-25 01:18:24
-,47253057,116363549,RogerJStoneJr,SameeraKhan,Premium,235036,2024-08-26 04:51:23,2024-08-24 21:39:14
-,47253057,225010383,RogerJStoneJr,bookXperts,Premium,176495,2024-08-26 04:51:23,2024-08-24 21:39:14
-,47253057,328695608,RogerJStoneJr,promoXperts,Premium,207365,2024-08-26 04:51:23,2024-08-24 21:39:14
-,47253057,1163305413363798016,RogerJStoneJr,huntersmomma7,Premium,5430,2024-08-26 04:51:23,2024-08-24 21:39:14
-,47253057,1479109678839656452,RogerJStoneJr,No1_keanureeves,Premium,2985,2024-08-26 04:51:23,2024-08-24 21:39:14
-,47253057,1721575263111389184,RogerJStoneJr,ChristophrMayer,Premium,1490,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,18523130,RogerJStoneJr,MikeBinderjokes,Premium,15685,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,71302034,RogerJStoneJr,brenda_otto_,,22984,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,80911302,RogerJStoneJr,Okla_OAG,Government,20349,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,553246329,RogerJStoneJr,jeremyfilm,,1988,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,3145498212,RogerJStoneJr,HMX3333,Premium,0,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,1372946484430180352,RogerJStoneJr,SAICindyByrd,,2227,2024-08-26 04:51:23,2024-08-24 21:39:14
+,47253057,1588979360869994497,RogerJStoneJr,Socalfamof5,Premium,2852,2024-08-26 04:51:23,2024-08-24 21:39:14
-,337808606,21212087,RobertKennedyJr,Olivianuzzi,Premium,305312,2024-08-25 23:30:06,2024-08-24 19:16:33
-,1625493998,116363549,KingsleyCortes,SameeraKhan,Premium,235036,2024-08-25 21:35:54,2024-08-24 17:14:53
+,1625493998,885670387,KingsleyCortes,TravelVegan4lif,Premium,527,2024-08-25 21:35:54,2024-08-24 17:14:53
+,1625493998,1481026659063148546,KingsleyCortes,weare_unplugged,Premium,17795,2024-08-25 21:35:54,2024-08-24 17:14:53
+,1201670995435646976,21419025,laurenboebert,elibremer,,2422,2024-08-25 16:22:33,2024-08-24 11:48:50
+,1227799690579718144,1622588070246641666,VivekGRamaswamy,AFpost,Premium,177719,2024-08-25 16:05:56,2024-08-24 11:32:27
-,47253057,1148713676066758656,RogerJStoneJr,twodogtown,,339,2024-08-24 21:39:14,2024-08-24 00:33:05
-,47253057,1521279414512013312,RogerJStoneJr,AC_Black_,Premium,4088,2024-08-24 21:39:14,2024-08-24 00:33:05
-,47253057,1588979360869994497,RogerJStoneJr,Socalfamof5,Premium,2852,2024-08-24 21:39:14,2024-08-24 00:33:05
+,47253057,73502819,RogerJStoneJr,DanielRStreet1,Premium,12507,2024-08-24 21:39:14,2024-08-24 00:33:05
+,47253057,877985300466745344,RogerJStoneJr,JosephJFlynn1,Premium,464562,2024-08-24 21:39:14,2024-08-24 00:33:05
+,337808606,629698642,RobertKennedyJr,BGatesIsaPyscho,Premium,898302,2024-08-24 19:16:33,2024-08-23 22:17:03
+,592730371,877985300466745344,JackPosobiec,JosephJFlynn1,Premium,464562,2024-08-24 18:09:42,2024-08-23 21:13:57
+,1625493998,1273639475340554240,KingsleyCortes,ploughmansfolly,Premium,56796,2024-08-24 17:14:53,2024-08-23 20:22:25
+,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2024-08-24 11:48:50,2024-08-23 15:22:45
+,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2024-08-24 10:43:54,2024-08-23 14:21:55
+,1589986640587640834,1345389590832680963,Riley_Gaines_,i_heart__bikes,Premium,7756,2024-08-24 06:59:48,2024-08-23 09:55:11
-,47253057,21431335,RogerJStoneJr,hgoldman77,,5245,2024-08-24 00:33:05,2024-08-23 02:46:27
-,47253057,1178797653305561088,RogerJStoneJr,Masse4RI,Premium,337,2024-08-24 00:33:05,2024-08-23 02:46:27
+,47253057,21217620,RogerJStoneJr,NicoleShanahan,Premium,553616,2024-08-24 00:33:05,2024-08-23 02:46:27
+,47253057,86983561,RogerJStoneJr,TheWiseGuysTV,,1642,2024-08-24 00:33:05,2024-08-23 02:46:27
+,47253057,181936367,RogerJStoneJr,BreannaMorello,Premium,293568,2024-08-24 00:33:05,2024-08-23 02:46:27
+,47253057,1310746285121703939,RogerJStoneJr,RyanWaltersSupt,Premium,42540,2024-08-24 00:33:05,2024-08-23 02:46:27
-,1625493998,1655550961597952000,KingsleyCortes,curtis_yarvin,,12020,2024-08-23 20:22:25,2024-08-22 22:15:36
+,1326229737551912960,1591834567207522305,libsoftiktok,MAGAIncWarRoom,Business,294435,2024-08-23 14:21:55,2024-08-22 16:12:36
+,1344356576786866176,1794480247213010944,RepMTG,ScottHord74014,Premium,7386,2024-08-23 14:07:33,2024-08-22 15:57:54
-,1589986640587640834,209512953,Riley_Gaines_,bindelj,Premium,126758,2024-08-23 09:55:11,2024-08-22 12:32:57
+,1589986640587640834,1477465758296723456,Riley_Gaines_,smalltownpeddoc,,1484,2024-08-23 09:55:11,2024-08-22 12:32:57
-,1137701,234857514,DavidSacks,NaithanJones,Premium,46234,2024-08-23 06:29:32,2024-08-21 13:12:26
-,1137701,464431854,DavidSacks,DavidCamposSF,,14043,2024-08-23 06:29:32,2024-08-21 13:12:26
-,1137701,1655550961597952000,DavidSacks,curtis_yarvin,,12020,2024-08-23 06:29:32,2024-08-21 13:12:26
+,26637348,1108472017144201216,TulsiGabbard,TrumpWarRoom,Business,2480802,2024-08-23 03:16:37,2024-08-21 10:06:09
-,47253057,266894776,RogerJStoneJr,AJDelgado13,Premium,106026,2024-08-23 02:46:27,2024-08-21 09:37:58
-,47253057,1592170496422035457,RogerJStoneJr,BeatrixG99,Premium,1521,2024-08-23 02:46:27,2024-08-21 09:37:58
-,47253057,1601257700347858944,RogerJStoneJr,Antunes1,Premium,55259,2024-08-23 02:46:27,2024-08-21 09:37:58
-,47253057,1656411239495487490,RogerJStoneJr,jeffb3699,Premium,6910,2024-08-23 02:46:27,2024-08-21 09:37:58
-,47253057,1731127632723312640,RogerJStoneJr,jjpccr,Premium,2578,2024-08-23 02:46:27,2024-08-21 09:37:58
-,47253057,1736461160289841152,RogerJStoneJr,dick_zilla402,,569,2024-08-23 02:46:27,2024-08-21 09:37:58
-,47253057,1762935478007848960,RogerJStoneJr,lennona34,,286,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,17502167,RogerJStoneJr,djSLEEPER,Premium,2856,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1160533267,RogerJStoneJr,eatprotein,,2378,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1163305413363798016,RogerJStoneJr,huntersmomma7,Premium,5430,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1520497828698669063,RogerJStoneJr,GrouchyCrypto,Premium,6259,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1526356764320485377,RogerJStoneJr,Mach_500,Premium,24685,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1549528772856225794,RogerJStoneJr,TateNews_,Premium,526622,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1557752384109121540,RogerJStoneJr,johnnythabull,Premium,15055,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1635332126987132929,RogerJStoneJr,Chris_11865,,5782,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1746315763323957248,RogerJStoneJr,JtFearless1776,Premium,365,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1776766091311693824,RogerJStoneJr,TheonofAntioch,Premium,259,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1784225727069491200,RogerJStoneJr,piedradmatera,,703,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1813665624855597056,RogerJStoneJr,Americanmade555,,4090,2024-08-23 02:46:27,2024-08-21 09:37:58
+,47253057,1823144759386632194,RogerJStoneJr,kohls_nick,,471,2024-08-23 02:46:27,2024-08-21 09:37:58
+,337808606,177645291,RobertKennedyJr,EitanNahmias,,13597,2024-08-23 00:10:35,2024-08-21 07:21:01
+,337808606,1329171068196622337,RobertKennedyJr,leslibless,Premium,579635,2024-08-23 00:10:35,2024-08-21 07:21:01
+,592730371,1584557153813204992,JackPosobiec,MattKaneUSA,Premium,1824,2024-08-22 23:07:19,2024-08-21 06:17:56
+,1074480192,139680498,SenTedCruz,realistic_view,,11449,2024-08-22 22:39:58,2024-08-21 05:50:38
-,1542228578,42142341,JDVance,Wise_Ox,Premium,1114,2024-08-22 22:19:14,2024-08-21 05:30:00
+,1625493998,17955081,KingsleyCortes,TheoVon,Premium,1498954,2024-08-22 22:15:36,2024-08-21 05:26:20
+,1625493998,90773725,KingsleyCortes,Drewbueno,Premium,2341,2024-08-22 22:15:36,2024-08-21 05:26:20
+,1625493998,468646961,KingsleyCortes,TomiLahren,Premium,2839444,2024-08-22 22:15:36,2024-08-21 05:26:20
-,1326229737551912960,1224006621518368768,libsoftiktok,LMECSD,,194,2024-08-22 16:12:36,2024-08-21 20:11:29
+,1344356576786866176,1356434353623093249,RepMTG,greg16676935420,Premium,1180850,2024-08-22 15:57:54,2024-08-21 19:56:08
+,1589986640587640834,15745368,Riley_Gaines_,marcorubio,Government,4775621,2024-08-22 12:32:57,2024-08-21 16:28:40
+,1589986640587640834,1528943647185678336,Riley_Gaines_,LeadingReport,Premium,818993,2024-08-22 12:32:57,2024-08-21 16:28:40
+,1201670995435646976,16032925,laurenboebert,foxnewspolitics,Premium,1880178,2024-08-21 21:11:47,2024-08-20 21:40:26
+,1201670995435646976,18458934,laurenboebert,AbrahamHamadeh,Premium,361909,2024-08-21 21:11:47,2024-08-20 21:40:26
-,1589986640587640834,1345389590832680963,Riley_Gaines_,i_heart__bikes,Premium,7756,2024-08-21 16:28:40,2024-08-20 17:01:46
+,1589986640587640834,1446465174,Riley_Gaines_,akafaceUS,Premium,493621,2024-08-21 16:28:40,2024-08-20 17:01:46
+,1589986640587640834,1471899548331257867,Riley_Gaines_,DaveMcCormickPA,Premium,69389,2024-08-21 16:28:40,2024-08-20 17:01:46
+,1589986640587640834,1551196543344050177,Riley_Gaines_,gatlin_didier,Premium,8055,2024-08-21 16:28:40,2024-08-20 17:01:46
+,1137701,34367582,DavidSacks,TimRunsHisMouth,Premium,1133376,2024-08-21 13:12:26,2024-08-20 00:39:59
+,1137701,793542678377926656,DavidSacks,CynicalPublius,Premium,200276,2024-08-21 13:12:26,2024-08-20 00:39:59
+,26637348,4239551,TulsiGabbard,amuse,Premium,588769,2024-08-21 10:06:09,2024-08-19 21:38:18
+,26637348,17839988,TulsiGabbard,TheFIREorg,Business,207676,2024-08-21 10:06:09,2024-08-19 21:38:18
+,26637348,25073877,TulsiGabbard,realDonaldTrump,Government,102445550,2024-08-21 10:06:09,2024-08-19 21:38:18
+,26637348,281281421,TulsiGabbard,tristanleavitt,Premium,17126,2024-08-21 10:06:09,2024-08-19 21:38:18
-,47253057,1367531,RogerJStoneJr,FoxNews,Premium,25893973,2024-08-21 09:37:58,2024-08-19 21:10:10
-,47253057,14412533,RogerJStoneJr,ChrisCillizza,Premium,588688,2024-08-21 09:37:58,2024-08-19 21:10:10
-,47253057,1510309492319305736,RogerJStoneJr,MichelleRM68,Premium,203491,2024-08-21 09:37:58,2024-08-19 21:10:10
-,47253057,1635332126987132929,RogerJStoneJr,Chris_11865,,5782,2024-08-21 09:37:58,2024-08-19 21:10:10
-,47253057,1658256406556835845,RogerJStoneJr,YugeCletus,,515,2024-08-21 09:37:58,2024-08-19 21:10:10
-,47253057,1774185350304268288,RogerJStoneJr,RealLaurenBoyd,,19816,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,15718716,RogerJStoneJr,__DeFi__,Premium,16940,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,19929512,RogerJStoneJr,jerwesam,Premium,4343,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,22209672,RogerJStoneJr,G_llanes,Premium,241,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,168279881,RogerJStoneJr,diegoalamir,Premium,3886,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,270677119,RogerJStoneJr,flintbedrock,,135864,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,314560827,RogerJStoneJr,DaoKwonDo,Premium,123377,2024-08-21 09:37:58,2024-08-19 21:10:10
+,47253057,538218586,RogerJStoneJr,carkrag,Premium,3826,2024-08-21 09:37:58,2024-08-19 21:10:10
