Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,337808606,24083901,RobertKennedyJr,ZacharyLevi,Premium,652581,2024-09-29 00:29:39,2024-09-28 00:01:26
-,592730371,1468387185330356226,JackPosobiec,cirnosad,Premium,60096,2024-09-28 23:22:32,2024-09-27 22:54:14
-,1074480192,139680498,SenTedCruz,realistic_view,,11449,2024-09-28 22:53:02,2024-09-27 22:24:00
+,1625493998,1105029164,KingsleyCortes,BradWilcoxIFS,Premium,31641,2024-09-28 22:26:18,2024-09-27 21:57:18
-,2352629311,24802374,HawleyMO,BradKCTV5,,7935,2024-09-28 22:03:49,2024-09-27 21:34:44
+,1201670995435646976,162890663,laurenboebert,thefoodbabe,Premium,242619,2024-09-28 16:16:32,2024-09-27 11:55:14
+,1201670995435646976,1613672448544886785,laurenboebert,BrianneDressen,Premium,14950,2024-09-28 16:16:32,2024-09-27 11:55:14
+,1137701,243013409,DavidSacks,SawyerMerritt,Premium,851658,2024-09-28 06:05:36,2024-09-26 21:37:46
-,47253057,1471606036926631936,RogerJStoneJr,felonattorney,Premium,1468,2024-09-28 02:25:37,2024-09-26 14:58:56
-,47253057,1656411239495487490,RogerJStoneJr,jeffb3699,Premium,6910,2024-09-28 02:25:37,2024-09-26 14:58:56
-,47253057,1758533675908472833,RogerJStoneJr,MitchMacholz,,263,2024-09-28 02:25:37,2024-09-26 14:58:56
+,47253057,4276531,RogerJStoneJr,PastorMark,Premium,465704,2024-09-28 02:25:37,2024-09-26 14:58:56
+,47253057,342894187,RogerJStoneJr,AnneBayefsky,Premium,192699,2024-09-28 02:25:37,2024-09-26 14:58:56
+,47253057,1576104206531960832,RogerJStoneJr,SpartaJustice,Premium,526069,2024-09-28 02:25:37,2024-09-26 14:58:56
+,216881337,25296541,RandPaul,consumerpal,Premium,1264,2024-09-28 00:41:20,2024-09-26 12:38:17
+,216881337,104199221,RandPaul,EricBoehm87,Premium,6596,2024-09-28 00:41:20,2024-09-26 12:38:17
+,216881337,2264624702,RandPaul,InsideSourcesDC,Premium,11114,2024-09-28 00:41:20,2024-09-26 12:38:17
+,216881337,1583180020759003136,RandPaul,StevePociask,Premium,549,2024-09-28 00:41:20,2024-09-26 12:38:17
-,1074480192,48082735,SenTedCruz,daniro45,,66,2024-09-27 22:24:00,2024-09-26 10:18:39
+,1625493998,458301345,KingsleyCortes,SkyNewsArabia_B,Premium,5347449,2024-09-27 21:57:18,2024-09-26 09:51:58
+,1625493998,914815520842616834,KingsleyCortes,NancyMace,Premium,498220,2024-09-27 21:57:18,2024-09-26 09:51:58
+,1625493998,1530129316901699585,KingsleyCortes,AFLoyals,Premium,41640,2024-09-27 21:57:18,2024-09-26 09:51:58
+,1625493998,1692516018705334272,KingsleyCortes,ushaskasali,Premium,28,2024-09-27 21:57:18,2024-09-26 09:51:58
+,1201670995435646976,830644209132650496,laurenboebert,wattystrick,,1496,2024-09-27 11:55:14,2024-09-26 04:10:00
+,1326229737551912960,20736511,libsoftiktok,nayibbukele,Government,7392237,2024-09-27 10:40:08,2024-09-26 02:57:04
+,1326229737551912960,49739695,libsoftiktok,Vermeullarmine,Premium,67682,2024-09-27 10:40:08,2024-09-26 02:57:04
+,1326229737551912960,1731773353915039744,libsoftiktok,jackunheard,Premium,115199,2024-09-27 10:40:08,2024-09-26 02:57:04
+,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-09-27 05:26:52,2024-09-25 22:17:07
+,1137701,257010354,DavidSacks,JamesWebb_16,Premium,2756,2024-09-26 21:37:46,2024-09-24 07:30:00
+,1137701,1540038673810350080,DavidSacks,PelosiTracker_,Premium,1163458,2024-09-26 21:37:46,2024-09-24 07:30:00
+,26637348,62513246,TulsiGabbard,jk_rowling,Premium,14335646,2024-09-26 15:59:13,2024-09-24 10:48:08
-,47253057,229767122,RogerJStoneJr,claudiamiles,,5659,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,528999980,RogerJStoneJr,RL9631,Premium,111433,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,613542512,RogerJStoneJr,DrStevenJLawson,Premium,158109,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,1468026515837587457,RogerJStoneJr,YourFluffyBear2,,68,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,1600953004626157574,RogerJStoneJr,RVPiccirillo,,1487,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,1601257700347858944,RogerJStoneJr,Antunes1,Premium,55259,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,1659068068797227009,RogerJStoneJr,SherylW87045,,2897,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,1690188478624194560,RogerJStoneJr,symph0mania,Premium,3085,2024-09-26 14:58:56,2024-09-24 11:16:34
-,47253057,1732456633278648320,RogerJStoneJr,Bigfoot7511,,536,2024-09-26 14:58:56,2024-09-24 11:16:34
+,47253057,1317829793820381185,RogerJStoneJr,KD27587038,,1003,2024-09-26 14:58:56,2024-09-24 11:16:34
+,47253057,1416841321084563462,RogerJStoneJr,TrueTruthToday,Premium,27493,2024-09-26 14:58:56,2024-09-24 11:16:34
+,47253057,1595409408632442880,RogerJStoneJr,afhguru,Premium,2155,2024-09-26 14:58:56,2024-09-24 11:16:34
+,47253057,1633598910928154625,RogerJStoneJr,SijiBuk,,11386,2024-09-26 14:58:56,2024-09-24 11:16:34
+,47253057,1674586695818158081,RogerJStoneJr,c0pypa5te,,163,2024-09-26 14:58:56,2024-09-24 11:16:34
+,47253057,1782706727542050816,RogerJStoneJr,thedementedview,Premium,474,2024-09-26 14:58:56,2024-09-24 11:16:34
+,216881337,232901331,RandPaul,dbongino,Premium,6756474,2024-09-26 12:38:17,2024-09-24 13:15:04
+,592730371,49739695,JackPosobiec,Vermeullarmine,Premium,67682,2024-09-26 10:48:20,2024-09-24 15:36:20
-,1074480192,568901523,SenTedCruz,DavidRGreen_,,11,2024-09-26 10:18:39,2024-09-24 16:20:19
+,1074480192,108985543,SenTedCruz,alexanderbolton,Premium,14871,2024-09-26 10:18:39,2024-09-24 16:20:19
+,1542228578,49739695,JDVance,Vermeullarmine,Premium,67682,2024-09-26 09:56:10,2024-09-24 16:48:52
+,1625493998,49739695,KingsleyCortes,Vermeullarmine,Premium,67682,2024-09-26 09:51:58,2024-09-24 16:51:21
+,1625493998,843636970538618880,KingsleyCortes,RepClayHiggins,Government,215245,2024-09-26 09:51:58,2024-09-24 16:51:21
+,1625493998,1124076133534793731,KingsleyCortes,CancillerAleHT,Premium,110245,2024-09-26 09:51:58,2024-09-24 16:51:21
-,2352629311,788016282,HawleyMO,jksbrunner,,847,2024-09-26 09:29:27,2024-09-24 17:28:41
+,1201670995435646976,1164637931279126528,laurenboebert,reallouiehuey,Premium,20859,2024-09-26 04:10:00,2024-09-25 00:42:41
+,1201670995435646976,1198468995541880834,laurenboebert,Holden_Culotta,Premium,96944,2024-09-26 04:10:00,2024-09-25 00:42:41
+,1201670995435646976,1200616796295847936,laurenboebert,unusual_whales,Premium,2170244,2024-09-26 04:10:00,2024-09-25 00:42:41
-,1326229737551912960,1364266603332968449,libsoftiktok,RealAnitaM,,32687,2024-09-26 02:57:04,2024-09-25 02:07:52
+,1344356576786866176,14505245,RepMTG,infowars,Premium,674133,2024-09-26 02:41:19,2024-09-25 02:24:04
+,1344356576786866176,34793128,RepMTG,RCamposDuffy,Premium,272275,2024-09-26 02:41:19,2024-09-25 02:24:04
+,1589986640587640834,19091173,Riley_Gaines_,scrowder,Premium,2403700,2024-09-25 22:17:07,2024-09-25 06:18:08
-,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-09-25 06:18:08,2024-09-23 04:17:14
+,1589986640587640834,1467931973616386052,Riley_Gaines_,ThisIsKyleR,Premium,1473439,2024-09-25 06:18:08,2024-09-23 04:17:14
+,1344356576786866176,21426423,RepMTG,mboyle1,Premium,52012,2024-09-25 02:24:04,2024-09-23 08:13:39
+,1344356576786866176,3496929734,RepMTG,bradleyajaye,Premium,4600,2024-09-25 02:24:04,2024-09-23 08:13:39
+,1326229737551912960,36749572,libsoftiktok,Alphafox78,Premium,701188,2024-09-25 02:07:52,2024-09-23 08:29:28
+,1326229737551912960,1120076765240733703,libsoftiktok,sfmcguire79,Premium,33736,2024-09-25 02:07:52,2024-09-23 08:29:28
+,1326229737551912960,1560341081576939524,libsoftiktok,DefiyantlyFree,Premium,973710,2024-09-25 02:07:52,2024-09-23 08:29:28
+,1201670995435646976,55348094,laurenboebert,Tommy_USA,Premium,16849,2024-09-25 00:42:41,2024-09-23 09:36:59
+,1201670995435646976,101852818,laurenboebert,Eric_Schmitt,Government,199294,2024-09-25 00:42:41,2024-09-23 09:36:59
+,1201670995435646976,1828447212126289920,laurenboebert,RightforAmerica,Premium,14403,2024-09-25 00:42:41,2024-09-23 09:36:59
-,1625493998,116363549,KingsleyCortes,SameeraKhan,Premium,235036,2024-09-24 16:51:21,2024-09-23 15:33:09
+,1625493998,117157927,KingsleyCortes,PNCSV,Premium,1320759,2024-09-24 16:51:21,2024-09-23 15:33:09
+,1625493998,136018247,KingsleyCortes,culturasv,Premium,136191,2024-09-24 16:51:21,2024-09-23 15:33:09
+,1625493998,1525163077439586304,KingsleyCortes,PassagePress,Premium,25552,2024-09-24 16:51:21,2024-09-23 15:33:09
+,1625493998,1577047350089961473,KingsleyCortes,FrontlinesTPUSA,Premium,30599,2024-09-24 16:51:21,2024-09-23 15:33:09
-,1542228578,591947114,JDVance,kev_jg,,3808,2024-09-24 16:48:52,2024-09-23 15:38:42
-,47253057,116363549,RogerJStoneJr,SameeraKhan,Premium,235036,2024-09-24 11:16:34,2024-09-23 21:22:29
-,47253057,152311372,RogerJStoneJr,TheNatlInterest,Premium,121081,2024-09-24 11:16:34,2024-09-23 21:22:29
+,47253057,21255118,RogerJStoneJr,DanicaPatrick,Premium,1862064,2024-09-24 11:16:34,2024-09-23 21:22:29
+,47253057,27260086,RogerJStoneJr,justinbieber,Premium,109468583,2024-09-24 11:16:34,2024-09-23 21:22:29
+,47253057,1048044452873478145,RogerJStoneJr,girlpatriot1,Premium,1894,2024-09-24 11:16:34,2024-09-23 21:22:29
+,47253057,1439405246518906881,RogerJStoneJr,IamBrookJackson,Premium,296812,2024-09-24 11:16:34,2024-09-23 21:22:29
+,47253057,1823405238750957568,RogerJStoneJr,Argyle935967,,36,2024-09-24 11:16:34,2024-09-23 21:22:29
+,1137701,1541478277864337409,DavidSacks,Real_Politik101,Premium,33600,2024-09-24 07:30:00,2024-09-24 01:03:14
-,47253057,1769806041472995329,RogerJStoneJr,JoeEdwardsDX,Premium,189,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,21530493,RogerJStoneJr,bFanek,Premium,3011,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,570078138,RogerJStoneJr,Williams57Cj,,3175,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,1368235068871700482,RogerJStoneJr,wwwMAGA_,Premium,99088,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,1668601534437793793,RogerJStoneJr,MerryIsBack,Premium,16359,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,1723565030577217536,RogerJStoneJr,MarieOlivia321,,84,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,1817193937464922113,RogerJStoneJr,Butch_britton1,Premium,28869,2024-09-23 21:22:29,2024-09-22 20:06:14
+,47253057,1830014141668491264,RogerJStoneJr,RaulLynSolis,,108,2024-09-23 21:22:29,2024-09-22 20:06:14
+,1625493998,21255118,KingsleyCortes,DanicaPatrick,Premium,1862064,2024-09-23 15:33:09,2024-09-22 06:03:04
+,1625493998,1606342594765590528,KingsleyCortes,RepEricBurlison,Government,45355,2024-09-23 15:33:09,2024-09-22 06:03:04
-,1201670995435646976,55348094,laurenboebert,Tommy_USA,Premium,16849,2024-09-23 09:36:59,2024-09-22 00:17:17
-,1589986640587640834,848455188,Riley_Gaines_,KyleEmanuel51,,9276,2024-09-23 04:17:14,2024-09-21 18:51:19
+,1589986640587640834,1338885776323600385,Riley_Gaines_,Judy_Charl,,2584,2024-09-23 04:17:14,2024-09-21 18:51:19
+,25073877,1807844428322856963,realDonaldTrump,realtrumpcoins1,Premium,29435,2024-09-22 22:29:28,2024-09-21 12:28:46
+,26637348,112895857,TulsiGabbard,whitleyjyates,Premium,21821,2024-09-22 20:37:59,2024-09-21 10:19:53
-,47253057,1368235068871700482,RogerJStoneJr,wwwMAGA_,Premium,99088,2024-09-22 20:06:14,2024-09-21 09:48:34
-,47253057,1823405238750957568,RogerJStoneJr,Argyle935967,,36,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,2865958996,RogerJStoneJr,BowlingDarrell,Premium,3649,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,733339372968239104,RogerJStoneJr,BrianNMazzola,Premium,34726,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,1022568773641887744,RogerJStoneJr,aburk203,Premium,8417,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,1149725902626009089,RogerJStoneJr,LaboscoSonya,Premium,8814,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,1453433768425914372,RogerJStoneJr,RavenCongressFL,Premium,6763,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,1486969633634766854,RogerJStoneJr,AngelaORegan7,,954,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,1588978231629193220,RogerJStoneJr,ReliableHearsay,Premium,1473,2024-09-22 20:06:14,2024-09-21 09:48:34
+,47253057,1819042288477089792,RogerJStoneJr,Alienhunti50782,,745,2024-09-22 20:06:14,2024-09-21 09:48:34
+,592730371,22960774,JackPosobiec,LiaS814,Premium,3850,2024-09-22 06:58:26,2024-09-21 06:14:40
-,47253057,1047319182,RogerJStoneJr,michellehasit,,8876,2024-09-21 09:48:34,2024-09-19 18:35:27
-,47253057,1556043853920100352,RogerJStoneJr,ThePsyopCop,,6549,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,18604926,RogerJStoneJr,hurontrader,Premium,1423,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,24160780,RogerJStoneJr,TheMILESMAN,Premium,2618,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,67751233,RogerJStoneJr,drrondahampton,,303,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,73494751,RogerJStoneJr,r0tt,Premium,1904,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,116363549,RogerJStoneJr,SameeraKhan,Premium,235036,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,221514083,RogerJStoneJr,PlanetTyrus,Premium,877548,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,950068861092720642,RogerJStoneJr,Mitch_Aguiar,Premium,32830,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,1371356737131970560,RogerJStoneJr,RayReddingtton,Premium,47894,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,1606390324955254784,RogerJStoneJr,tpbreaking,Business,27504,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,1728534780415811584,RogerJStoneJr,V_Lady2024,Premium,67182,2024-09-21 09:48:34,2024-09-19 18:35:27
+,47253057,1745512259206733824,RogerJStoneJr,ThePAChase,,3595,2024-09-21 09:48:34,2024-09-19 18:35:27
+,592730371,1588985053308239872,JackPosobiec,WarlordDilley,Premium,194594,2024-09-21 06:14:40,2024-09-19 14:07:34
+,592730371,1835168841401286656,JackPosobiec,Trumpvember2024,,431,2024-09-21 06:14:40,2024-09-19 14:07:34
-,1074480192,90964095,SenTedCruz,53mdr,,3237,2024-09-21 05:45:20,2024-09-19 13:36:59
+,1625493998,116363549,KingsleyCortes,SameeraKhan,Premium,235036,2024-09-21 05:18:21,2024-09-19 13:10:07
+,1625493998,795085387,KingsleyCortes,admolon,Premium,720,2024-09-21 05:18:21,2024-09-19 13:10:07
+,1625493998,3605594008,KingsleyCortes,leonardaisfunE,Premium,188559,2024-09-21 05:18:21,2024-09-19 13:10:07
+,2352629311,2490138270,HawleyMO,DawnChapmanSTL,,2439,2024-09-21 04:55:44,2024-09-19 12:47:16
+,1201670995435646976,271432134,laurenboebert,KristanHawkins,Premium,85928,2024-09-20 14:28:31,2024-09-19 07:35:26
+,1326229737551912960,1344104506489856000,libsoftiktok,WaywardGreg,Premium,78948,2024-09-20 13:13:57,2024-09-19 06:27:20
+,1589986640587640834,477442394,Riley_Gaines_,tootgail,,102625,2024-09-20 08:57:58,2024-09-19 00:02:12
+,26637348,21255118,TulsiGabbard,DanicaPatrick,Premium,1862064,2024-09-19 19:28:08,2024-09-18 15:02:00
+,26637348,71036272,TulsiGabbard,IWV,Premium,189796,2024-09-19 19:28:08,2024-09-18 15:02:00
+,26637348,156523002,TulsiGabbard,EVerastegui,Premium,419072,2024-09-19 19:28:08,2024-09-18 15:02:00
-,47253057,1728534780415811584,RogerJStoneJr,V_Lady2024,Premium,67182,2024-09-19 18:35:27,2024-09-18 14:28:07
+,47253057,770949865169883136,RogerJStoneJr,lilpump,Premium,1013126,2024-09-19 18:35:27,2024-09-18 14:28:07
+,47253057,1666501360068579328,RogerJStoneJr,forrest1079522,Premium,918,2024-09-19 18:35:27,2024-09-18 14:28:07
+,337808606,1624237360216178688,RobertKennedyJr,MADDOGMANIAC8,,156,2024-09-19 15:25:13,2024-09-18 12:03:13
+,1625493998,389778359,KingsleyCortes,MarkEglinton,Premium,20711,2024-09-19 13:10:07,2024-09-18 09:58:15
+,1625493998,4165642155,KingsleyCortes,CRRJA5,Premium,366406,2024-09-19 13:10:07,2024-09-18 09:58:15
+,878247600096509952,2832500723,RealCandaceO,EricRSammons,Premium,43164,2024-09-19 09:56:42,2024-09-18 06:48:12
-,1326229737551912960,1344104506489856000,libsoftiktok,WaywardGreg,Premium,78948,2024-09-19 06:27:20,2024-09-18 03:21:55
+,1326229737551912960,56749157,libsoftiktok,pdoocy,Premium,439625,2024-09-19 06:27:20,2024-09-18 03:21:55
+,1326229737551912960,1144774139896565760,libsoftiktok,njhochman,Premium,68951,2024-09-19 06:27:20,2024-09-18 03:21:55
+,1326229737551912960,1504113983028174854,libsoftiktok,CourageHabit,Business,36836,2024-09-19 06:27:20,2024-09-18 03:21:55
+,1326229737551912960,1667175458801065987,libsoftiktok,America_2100,Business,40584,2024-09-19 06:27:20,2024-09-18 03:21:55
+,1329891389430243330,16638965,StephenM,calleymeans,Premium,279356,2024-09-19 06:19:24,2024-09-17 21:23:19
+,1344356576786866176,31439580,RepMTG,JoelWBerry,,129552,2024-09-19 06:11:44,2024-09-17 21:15:50
+,1344356576786866176,2651190312,RepMTG,BrendanCarrFCC,Government,163030,2024-09-19 06:11:44,2024-09-17 21:15:50
+,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-09-19 00:02:12,2024-09-17 16:10:42
+,1589986640587640834,1379511880285323265,Riley_Gaines_,CaptainSamBrown,Premium,158045,2024-09-19 00:02:12,2024-09-17 16:10:42
-,47253057,1163305413363798016,RogerJStoneJr,huntersmomma7,Premium,5430,2024-09-18 14:28:07,2024-09-17 01:10:45
-,47253057,1666501360068579328,RogerJStoneJr,forrest1079522,Premium,918,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,86096628,RogerJStoneJr,NewAmericanMag,Premium,26792,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,382629216,RogerJStoneJr,thealexjordan,Premium,1066,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,472146367,RogerJStoneJr,rblairbrown,Premium,413,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1428260714,RogerJStoneJr,TimDSheets,,20185,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,2612740964,RogerJStoneJr,dicarus4America,Premium,1115,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,922848012023447552,RogerJStoneJr,AnthonyDeWitt7,Premium,5658,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1250536998936420353,RogerJStoneJr,AncestralOrder,Premium,3928,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1435810249404043267,RogerJStoneJr,wilderpatriot,Premium,62473,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1520109401264336896,RogerJStoneJr,MaryJ_MAGA,Premium,1453,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1530129316901699585,RogerJStoneJr,AFLoyals,Premium,41640,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1756743913505992704,RogerJStoneJr,onpointpolitics,Premium,14189,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1762935478007848960,RogerJStoneJr,lennona34,,286,2024-09-18 14:28:07,2024-09-17 01:10:45
+,47253057,1821252585598414848,RogerJStoneJr,BarronXSpaces,Premium,193451,2024-09-18 14:28:07,2024-09-17 01:10:45
-,592730371,16740433,JackPosobiec,DeAnna4Congress,Premium,307567,2024-09-18 10:55:49,2024-09-16 21:39:54
-,592730371,22960774,JackPosobiec,LiaS814,Premium,3850,2024-09-18 10:55:49,2024-09-16 21:39:54
+,592730371,1478764379613061120,JackPosobiec,AlinaHabba,Premium,539417,2024-09-18 10:55:49,2024-09-16 21:39:54
+,1542228578,19125732,JDVance,esullivannyt,,5467,2024-09-18 10:02:25,2024-09-16 20:48:19
-,1625493998,389778359,KingsleyCortes,MarkEglinton,Premium,20711,2024-09-18 09:58:15,2024-09-16 20:44:13
+,1625493998,16638965,KingsleyCortes,calleymeans,Premium,279356,2024-09-18 09:58:15,2024-09-16 20:44:13
+,1625493998,1484667379607085059,KingsleyCortes,raymondgstanley,Premium,17796,2024-09-18 09:58:15,2024-09-16 20:44:13
+,1625493998,1514600983535529987,KingsleyCortes,The_Gus_Show,Premium,677,2024-09-18 09:58:15,2024-09-16 20:44:13
+,1625493998,1519041477384585218,KingsleyCortes,SaveUSAKitty,Premium,58984,2024-09-18 09:58:15,2024-09-16 20:44:13
-,878247600096509952,1679537587256451090,RealCandaceO,wars4gays,,375,2024-09-18 06:48:12,2024-09-16 15:25:10
+,1326229737551912960,4765364386,libsoftiktok,ChuckCallesto,Premium,917656,2024-09-18 03:21:55,2024-09-16 11:19:54
+,1589986640587640834,810635767135354880,Riley_Gaines_,babybeginner,Premium,43038,2024-09-17 16:10:42,2024-09-16 00:56:40
+,1137701,1393335583834091521,DavidSacks,howardlutnick,Government,173747,2024-09-17 11:24:52,2024-09-15 20:57:42
+,26637348,1384515038443155456,TulsiGabbard,EMPOWR_us,Premium,24494,2024-09-17 01:41:23,2024-09-15 12:39:52
+,26637348,1393335583834091521,TulsiGabbard,howardlutnick,Government,173747,2024-09-17 01:41:23,2024-09-15 12:39:52
-,47253057,272767342,RogerJStoneJr,kinshadajohnson,,4043,2024-09-17 01:10:45,2024-09-15 11:26:25
-,47253057,2845438823,RogerJStoneJr,LocalHeights1,,194,2024-09-17 01:10:45,2024-09-15 11:26:25
-,47253057,1597757464409264128,RogerJStoneJr,acaddie2,,1182,2024-09-17 01:10:45,2024-09-15 11:26:25
-,47253057,1604062181989007361,RogerJStoneJr,KubrickTimes,Premium,497,2024-09-17 01:10:45,2024-09-15 11:26:25
+,47253057,72973691,RogerJStoneJr,HOD_online,,32892,2024-09-17 01:10:45,2024-09-15 11:26:25
+,47253057,72992377,RogerJStoneJr,JanesCorner,,7356,2024-09-17 01:10:45,2024-09-15 11:26:25
