Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1344356576786866176,1602525307012976641,RepMTG,SenatorAntic,Premium,55128,2023-09-23 10:57:35,2023-09-22 20:22:21
-,1326229737551912960,19359212,libsoftiktok,PhoenixCollege,,3157,2023-09-23 10:50:27,2023-09-22 20:15:37
-,1326229737551912960,74334566,libsoftiktok,AHSchools,,6835,2023-09-23 10:50:27,2023-09-22 20:15:37
-,1326229737551912960,82408154,libsoftiktok,OKCPS,,13256,2023-09-23 10:50:27,2023-09-22 20:15:37
-,1326229737551912960,83487731,libsoftiktok,lgbtqnation,,253525,2023-09-23 10:50:27,2023-09-22 20:15:37
-,1326229737551912960,3008214386,libsoftiktok,CentralKitsap,,1952,2023-09-23 10:50:27,2023-09-22 20:15:37
+,1326229737551912960,161010822,libsoftiktok,DanversLibrary,,1275,2023-09-23 10:50:27,2023-09-22 20:15:37
+,1074480192,34301875,SenTedCruz,sagesteele,Premium,492131,2023-09-23 07:51:57,2023-09-22 17:04:35
+,337808606,895854672400883713,RobertKennedyJr,JackCarrUSA,Premium,248191,2023-09-23 06:46:50,2023-09-22 15:55:21
+,1542228578,261869602,JDVance,Kevin_Ratliff,,59,2023-09-22 17:11:21,2023-09-22 08:13:18
+,592730371,2852096265,JackPosobiec,EoinLenihan,Premium,22434,2023-09-22 16:45:43,2023-09-22 07:47:54
+,1589986640587640834,598209003,Riley_Gaines_,KaeleyT,Premium,29760,2023-09-22 12:24:16,2023-09-21 22:51:13
+,592730371,1366565625401909249,JackPosobiec,WallStreetMav,Business,1621142,2023-09-22 07:47:54,2023-09-21 18:06:42
+,337808606,17625100,RobertKennedyJr,GabbyReece,,29197,2023-09-22 06:59:23,2023-09-21 17:15:13
+,216881337,130596565,RandPaul,bsideuforlife,,341,2023-09-22 06:37:19,2023-09-21 16:47:51
+,1326229737551912960,17443560,libsoftiktok,CCSDK12,,10462,2023-09-21 21:35:45,2023-09-21 12:05:36
+,1326229737551912960,33665720,libsoftiktok,RyLiberty,Premium,272283,2023-09-21 21:35:45,2023-09-21 12:05:36
+,1326229737551912960,3008214386,libsoftiktok,CentralKitsap,,1952,2023-09-21 21:35:45,2023-09-21 12:05:36
+,1074480192,423823340,SenTedCruz,DicksTrash,Premium,5494,2023-09-21 18:26:39,2023-09-21 09:03:23
+,337808606,1559876997429374977,RobertKennedyJr,simmomium,,5,2023-09-21 17:15:13,2023-09-21 07:58:13
+,1326229737551912960,19359212,libsoftiktok,PhoenixCollege,,3157,2023-09-21 12:05:36,2023-09-21 03:24:52
+,1326229737551912960,2410068528,libsoftiktok,aubrey_huff,Premium,229670,2023-09-21 12:05:36,2023-09-21 03:24:52
-,1074480192,439815125,SenTedCruz,KelReigh,,226,2023-09-21 09:03:23,2023-09-21 00:23:01
+,337808606,1318372165528551424,RobertKennedyJr,Stephen__Stills,,36684,2023-09-21 07:58:13,2023-09-20 23:16:35
+,1589986640587640834,1276048330586537985,Riley_Gaines_,GlennYoungkin,Premium,266888,2023-09-21 04:41:41,2023-09-20 09:37:18
+,1589986640587640834,1481701998273650692,Riley_Gaines_,GovernorVA,Government,150062,2023-09-21 04:41:41,2023-09-20 09:37:18
-,1326229737551912960,2410068528,libsoftiktok,aubrey_huff,Premium,229670,2023-09-21 03:24:52,2023-09-20 10:59:12
+,1074480192,1274395152,SenTedCruz,MaconLetisTmato,Premium,3682,2023-09-20 14:20:40,2023-09-20 01:20:27
+,1542228578,216881337,JDVance,RandPaul,Government,5930709,2023-09-20 14:06:39,2023-09-20 01:27:07
+,1589986640587640834,90552683,Riley_Gaines_,RobSchneider,Premium,2128655,2023-09-20 09:37:18,2023-09-20 05:19:19
+,1137701,1699634825626542080,DavidSacks,therealdavidcho,Premium,137,2023-09-20 07:35:06,2023-09-19 21:53:56
+,1326229737551912960,2410068528,libsoftiktok,aubrey_huff,Premium,229670,2023-09-20 04:07:38,2023-09-19 19:06:56
+,1227799690579718144,1591964800216612866,VivekGRamaswamy,ChayaRaichik10,Premium,651906,2023-09-20 03:51:46,2023-09-19 18:46:57
+,592730371,2410068528,JackPosobiec,aubrey_huff,Premium,229670,2023-09-20 01:02:54,2023-09-19 15:47:28
+,1137701,1671452427218763779,DavidSacks,TheDuranReal,Premium,36576,2023-09-19 21:53:56,2023-09-19 12:13:39
+,1589986640587640834,31700619,Riley_Gaines_,SethDillon,Premium,838766,2023-09-19 11:09:34,2023-09-18 23:24:26
+,1589986640587640834,581999965,Riley_Gaines_,RealDeanCain,Premium,851466,2023-09-19 11:09:34,2023-09-18 23:24:26
+,1589986640587640834,1312071102,Riley_Gaines_,burackbobby_,Premium,32601,2023-09-19 11:09:34,2023-09-18 23:24:26
-,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2023-09-18 23:24:26,2023-09-18 13:11:51
+,1589986640587640834,70174349,Riley_Gaines_,JeremyDBoreing,Premium,472940,2023-09-18 23:24:26,2023-09-18 13:11:51
+,1589986640587640834,2853461537,Riley_Gaines_,ScottAdamsSays,Premium,1254140,2023-09-18 23:24:26,2023-09-18 13:11:51
+,1589986640587640834,1612483604071727104,Riley_Gaines_,RepMarkAlford,Government,12927,2023-09-18 23:24:26,2023-09-18 13:11:51
+,1227799690579718144,1104564502220161026,VivekGRamaswamy,ShawnRyan762,Premium,1064280,2023-09-18 21:53:21,2023-09-18 11:34:51
-,1074480192,8126762,SenTedCruz,cstricklin,,872,2023-09-18 19:24:28,2023-09-18 09:01:17
+,216881337,2250521738,RandPaul,AFPKentucky,,1844,2023-09-18 17:53:03,2023-09-18 07:38:24
-,1074480192,1274395152,SenTedCruz,MaconLetisTmato,Premium,3682,2023-09-18 09:01:17,2023-09-18 00:39:54
+,1137701,1599510806680535042,DavidSacks,MikeBenzCyber,Premium,995539,2023-09-18 05:39:48,2023-09-17 21:07:15
-,1542228578,1364663430825865218,JDVance,pruett_collin,,9282,2023-09-18 00:47:47,2023-09-17 15:24:19
+,337808606,937422446323314688,RobertKennedyJr,Elex_Michaelson,Premium,45118,2023-09-17 23:35:50,2023-09-17 14:12:49
+,1227799690579718144,20806647,VivekGRamaswamy,eddieandrews,Premium,1067,2023-09-17 17:55:55,2023-09-17 09:14:20
+,1074480192,249672287,SenTedCruz,mybenxtime,,1052,2023-09-17 15:17:00,2023-09-17 06:42:29
+,1201670995435646976,1350856648391335940,laurenboebert,carolina_bonita,Premium,61851,2023-09-17 09:09:17,2023-09-16 20:24:56
-,1542228578,5694092,JDVance,davetabler,,2163,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,15224867,JDVance,andersoncooper,Premium,9239571,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,23083404,JDVance,KingJames,Premium,53068692,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,55948054,JDVance,matthewamiller,Premium,393571,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,89820928,JDVance,mitchellreports,Premium,1819996,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,99297884,JDVance,haroldpollack,,26681,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,125480328,JDVance,BrianGrazer,Premium,47418,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,130626945,JDVance,khuber10,,30002,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,1558285818,JDVance,MikeforWI,,15636,2023-09-17 06:49:18,2023-09-16 18:06:34
-,1542228578,820378690920058880,JDVance,AmbassadorRice,Premium,570044,2023-09-17 06:49:18,2023-09-16 18:06:34
+,26637348,1508259996169035782,TulsiGabbard,WesternCoSummit,Premium,570,2023-09-17 03:57:52,2023-09-16 15:03:53
+,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2023-09-16 22:00:13,2023-09-16 13:27:44
-,337808606,1518721287249608705,RobertKennedyJr,diane_dlvzoet,,44,2023-09-16 16:57:42,2023-09-16 08:18:26
+,1589986640587640834,1425228787290095625,Riley_Gaines_,clarksonlawson_,Premium,22697,2023-09-16 13:27:44,2023-09-16 05:00:03
+,1589986640587640834,1508595890210156544,Riley_Gaines_,R1882261661639,,475,2023-09-16 13:27:44,2023-09-16 05:00:03
-,337808606,19562228,RobertKennedyJr,rustyrockets,Premium,11346571,2023-09-16 08:18:26,2023-09-16 00:04:24
-,1074480192,31570570,SenTedCruz,48yardline,,12442,2023-09-16 01:03:57,2023-09-15 16:20:28
+,337808606,1518721287249608705,RobertKennedyJr,diane_dlvzoet,,44,2023-09-16 00:04:24,2023-09-15 15:18:33
+,1589986640587640834,2352629311,Riley_Gaines_,HawleyMO,Premium,2250700,2023-09-15 20:20:50,2023-09-15 11:43:43
+,1589986640587640834,1437846520674410497,Riley_Gaines_,sometherapist,Premium,33095,2023-09-15 20:20:50,2023-09-15 11:43:43
-,1227799690579718144,14652182,VivekGRamaswamy,hasanminhaj,,767581,2023-09-15 10:17:31,2023-09-14 20:51:02
-,1589986640587640834,2986295050,Riley_Gaines_,TerryBrennan211,,920,2023-09-14 22:23:17,2023-09-14 13:20:58
+,1589986640587640834,110542860,Riley_Gaines_,robsmithonline,Premium,463204,2023-09-14 22:23:17,2023-09-14 13:20:58
+,1344356576786866176,77486927,RepMTG,MartyMakary,Premium,269959,2023-09-14 21:15:58,2023-09-14 12:12:40
-,1326229737551912960,2410068528,libsoftiktok,aubrey_huff,Premium,229670,2023-09-14 21:07:50,2023-09-14 12:05:05
-,592730371,2410068528,JackPosobiec,aubrey_huff,Premium,229670,2023-09-14 17:53:57,2023-09-14 09:03:27
+,1589986640587640834,3100567397,Riley_Gaines_,AlissaWalsh21,Premium,161495,2023-09-14 13:20:58,2023-09-14 00:26:00
+,1326229737551912960,82408154,libsoftiktok,OKCPS,,13256,2023-09-14 12:05:05,2023-09-13 23:13:58
-,337808606,155787590,RobertKennedyJr,KathyHallgren,,108,2023-09-14 08:19:17,2023-09-13 19:24:42
-,337808606,1596517421233410049,RobertKennedyJr,DinkyCluster,,1,2023-09-14 08:19:17,2023-09-13 19:24:42
+,1227799690579718144,581301629,VivekGRamaswamy,jakepaul,Premium,4749724,2023-09-13 22:58:39,2023-09-13 14:23:31
+,878247600096509952,19562228,RealCandaceO,rustyrockets,Premium,11346571,2023-09-13 22:06:31,2023-09-13 13:20:36
+,1074480192,514734706,SenTedCruz,vlb55jr,,7902,2023-09-13 20:29:48,2023-09-13 11:43:16
-,592730371,2853461537,JackPosobiec,ScottAdamsSays,Premium,1254140,2023-09-13 20:12:15,2023-09-13 11:24:06
+,592730371,1010901148008681478,JackPosobiec,default_friend,Premium,50445,2023-09-13 20:12:15,2023-09-13 11:24:06
+,1326229737551912960,74334566,libsoftiktok,AHSchools,,6835,2023-09-13 14:41:54,2023-09-13 05:41:39
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2023-09-13 11:51:27,2023-09-13 03:06:46
+,337808606,155787590,RobertKennedyJr,KathyHallgren,,108,2023-09-13 10:38:57,2023-09-13 01:52:37
+,1137701,2241150253,DavidSacks,RationalEtienne,Premium,50336,2023-09-13 08:21:53,2023-09-12 23:25:18
-,1326229737551912960,103893570,libsoftiktok,UAZNursing,,3427,2023-09-13 05:41:39,2023-09-12 20:35:58
+,1326229737551912960,67321785,libsoftiktok,CraigChamberlin,Premium,30786,2023-09-13 05:41:39,2023-09-12 20:35:58
+,1326229737551912960,2246299058,libsoftiktok,PaulHook_em,Premium,141913,2023-09-13 05:41:39,2023-09-12 20:35:58
-,1201670995435646976,1350856648391335940,laurenboebert,carolina_bonita,Premium,61851,2023-09-13 05:22:10,2023-09-12 20:15:37
-,592730371,1010901148008681478,JackPosobiec,default_friend,Premium,50445,2023-09-13 02:42:10,2023-09-12 17:33:34
+,26637348,1421181866,TulsiGabbard,ChrisLaCivita,Premium,74207,2023-09-13 00:01:57,2023-09-12 14:54:42
-,1201670995435646976,3309509312,laurenboebert,ScreamngEagle,,9043,2023-09-12 20:15:37,2023-09-12 11:22:51
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2023-09-12 18:01:38,2023-09-12 09:09:11
+,592730371,1646911652149723136,JackPosobiec,HabitualLinest,Premium,3353,2023-09-12 17:33:34,2023-09-12 08:43:58
-,1074480192,14365627,SenTedCruz,Strathbogie,,1189,2023-09-12 09:02:03,2023-09-12 00:50:39
+,1074480192,211221146,SenTedCruz,redacted411,,3425,2023-09-12 09:02:03,2023-09-12 00:50:39
+,337808606,1596517421233410049,RobertKennedyJr,DinkyCluster,,1,2023-09-12 08:01:11,2023-09-11 23:46:15
+,1326229737551912960,18491863,libsoftiktok,MMSDschools,,5501,2023-09-12 03:37:10,2023-09-11 19:22:37
+,1326229737551912960,1310746285121703939,libsoftiktok,RyanWaltersSupt,Premium,42540,2023-09-12 03:37:10,2023-09-11 19:22:37
+,1227799690579718144,46233559,VivekGRamaswamy,rosemcgowan,Premium,929305,2023-09-12 03:21:36,2023-09-11 19:07:19
+,592730371,1090287502475317248,JackPosobiec,TABYTCHI,Premium,41332,2023-09-12 00:31:50,2023-09-11 16:20:08
+,216881337,2464808161,RandPaul,FoF_Liberty,Premium,450,2023-09-11 23:23:40,2023-09-11 15:15:52
+,1227799690579718144,78523300,VivekGRamaswamy,RealJamesWoods,Premium,4771798,2023-09-11 19:07:19,2023-09-11 10:19:49
+,1137701,2285419243,DavidSacks,battleforeurope,Premium,41725,2023-09-11 13:04:53,2023-09-11 04:35:04
+,1227799690579718144,3291691,VivekGRamaswamy,chamath,Premium,1850751,2023-09-11 10:19:49,2023-09-10 20:00:44
+,1227799690579718144,16228398,VivekGRamaswamy,mcuban,Premium,9105945,2023-09-11 10:19:49,2023-09-10 20:00:44
+,1227799690579718144,105211981,VivekGRamaswamy,TonyDungy,Premium,945905,2023-09-11 10:19:49,2023-09-10 20:00:44
-,1074480192,211221146,SenTedCruz,redacted411,,3425,2023-09-11 07:53:54,2023-09-10 17:30:57
+,1326229737551912960,950023356,libsoftiktok,umnmedschool,Premium,9642,2023-09-10 20:17:38,2023-09-10 11:01:26
+,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2023-09-10 20:17:38,2023-09-10 11:01:26
+,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2023-09-10 19:56:20,2023-09-10 10:41:45
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2023-09-10 17:38:10,2023-09-10 08:26:18
+,592730371,877985300466745344,JackPosobiec,JosephJFlynn1,Premium,464562,2023-09-10 17:12:31,2023-09-10 08:01:49
+,26637348,826557130916380673,TulsiGabbard,GrahamTAllison,Premium,33962,2023-09-10 05:36:32,2023-09-09 15:47:44
-,1137701,2241150253,DavidSacks,RationalEtienne,Premium,50336,2023-09-10 05:03:03,2023-09-09 15:11:31
+,1589986640587640834,809558047,Riley_Gaines_,libbyemmons,Premium,181186,2023-09-09 22:33:17,2023-09-09 13:44:33
-,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2023-09-09 21:22:06,2023-09-09 12:30:30
-,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2023-09-09 21:02:50,2023-09-09 12:09:13
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2023-09-09 18:48:33,2023-09-09 09:57:21
-,592730371,877985300466745344,JackPosobiec,JosephJFlynn1,Premium,464562,2023-09-09 18:23:56,2023-09-09 09:34:05
+,1344356576786866176,2953494478,RepMTG,RepRyanZinke,Government,14952,2023-09-09 04:41:57,2023-09-08 19:56:39
+,1344356576786866176,1601030771124408325,RepMTG,RepMikeCollins,Government,118295,2023-09-09 04:41:57,2023-09-08 19:56:39
+,1227799690579718144,17955081,VivekGRamaswamy,TheoVon,Premium,1498954,2023-09-09 04:18:32,2023-09-08 19:33:47
+,1074480192,1641126277011718169,SenTedCruz,USCapitalAccess,Premium,2785,2023-09-09 01:53:36,2023-09-08 17:06:59
+,337808606,19834403,RobertKennedyJr,NYCMayor,Premium,1567391,2023-09-09 00:53:37,2023-09-08 16:03:08
+,216881337,1210903046,RandPaul,bradleydevlin,Premium,14563,2023-09-08 15:40:35,2023-09-08 07:14:31
+,1137701,1392018271898116096,DavidSacks,AXChristoforou,Premium,45449,2023-09-08 13:25:41,2023-09-08 05:17:32
+,878247600096509952,17585653,RealCandaceO,dillondanis,Premium,922075,2023-09-08 10:08:05,2023-09-07 20:20:17
-,1074480192,308791726,SenTedCruz,michaeljames86,Premium,3635,2023-09-08 08:38:22,2023-09-07 18:33:29
+,1589986640587640834,1650259862553604096,Riley_Gaines_,MSmyers17325,Premium,637,2023-09-07 22:53:25,2023-09-07 12:39:12
+,1326229737551912960,3257368988,libsoftiktok,HollyBriden,Premium,104782,2023-09-07 21:37:04,2023-09-07 11:25:00
+,1201670995435646976,936785413,laurenboebert,RepAndrewFarmer,,3907,2023-09-07 21:15:32,2023-09-07 11:03:12
-,1074480192,69215257,SenTedCruz,TotallyHenley,,9131,2023-09-07 18:33:29,2023-09-07 08:41:15
+,592730371,70451344,JackPosobiec,libertysafeinc,,10923,2023-09-07 18:13:17,2023-09-07 08:24:29
-,1137701,2730791,DavidSacks,mkapor,Premium,111893,2023-09-07 14:46:40,2023-09-07 05:26:38
-,1227799690579718144,16936211,VivekGRamaswamy,MrMosis,Premium,2187,2023-09-07 11:08:05,2023-09-06 20:42:32
+,878247600096509952,333357345,RealCandaceO,Cobratate,Premium,10803618,2023-09-07 10:16:50,2023-09-06 19:46:05
+,1137701,1482121516443586561,DavidSacks,saasgrid_hq,,2756,2023-09-07 05:26:38,2023-09-06 14:34:14
+,1137701,1622826542119124994,DavidSacks,AGON_Mag,,975,2023-09-07 05:26:38,2023-09-06 14:34:14
+,1326229737551912960,103893570,libsoftiktok,UAZNursing,,3427,2023-09-06 20:58:06,2023-09-06 11:18:00
-,1344356576786866176,1549346005832945664,RepMTG,IBA_Ministries,,8030,2023-09-06 11:24:28,2023-09-06 01:37:53
-,1074480192,1109661295,SenTedCruz,BunnysDaughter,,4814,2023-09-06 08:34:40,2023-09-05 22:49:10
+,1344356576786866176,1549346005832945664,RepMTG,IBA_Ministries,,8030,2023-09-06 01:37:53,2023-09-05 17:09:59
-,1326229737551912960,18086178,libsoftiktok,kusd,,6454,2023-09-06 01:31:09,2023-09-05 17:02:50
-,1326229737551912960,2729838270,libsoftiktok,wh_isd,,298,2023-09-06 01:31:09,2023-09-05 17:02:50
+,592730371,1109250095134834690,JackPosobiec,Rabbi_Barclay,Premium,5483,2023-09-05 22:32:25,2023-09-05 13:22:47
-,1326229737551912960,50728264,libsoftiktok,DaveandBusters,Business,44099,2023-09-05 17:02:50,2023-09-04 19:50:55
-,1326229737551912960,1191030450187362304,libsoftiktok,17AmericanTruth,Premium,5138,2023-09-05 17:02:50,2023-09-04 19:50:55
+,1326229737551912960,65146567,libsoftiktok,HumanEvents,Business,129263,2023-09-05 17:02:50,2023-09-04 19:50:55
+,878247600096509952,69699341,RealCandaceO,aimykmai_,,619,2023-09-05 15:53:01,2023-09-05 09:02:02
