Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1589986640587640834,510322989,Riley_Gaines_,BrettFavre,Premium,454447,2024-05-31 09:10:26,2024-05-29 19:14:04
+,1137701,47368876,DavidSacks,Doug_Bandow,,7677,2024-05-30 17:11:38,2024-05-28 20:15:43
+,26637348,366304362,TulsiGabbard,MarkwayneMullin,Premium,39347,2024-05-30 13:02:01,2024-05-28 15:08:27
+,337808606,3387821728,RobertKennedyJr,GLAN_LAW,,10747,2024-05-30 10:38:49,2024-05-28 12:48:53
+,592730371,1638671258,JackPosobiec,MattPalumbo12,,26525,2024-05-30 05:10:59,2024-05-28 11:46:34
+,1542228578,94784682,JDVance,JonathanTurley,Premium,930884,2024-05-30 04:26:55,2024-05-28 11:02:58
+,2352629311,20975060,HawleyMO,johnrobertsFox,Premium,298610,2024-05-30 04:04:26,2024-05-28 10:40:38
+,1201670995435646976,22099513,laurenboebert,TonyBrunoShow,Premium,84824,2024-05-29 23:27:58,2024-05-28 06:20:50
+,1326229737551912960,22099513,libsoftiktok,TonyBrunoShow,Premium,84824,2024-05-29 22:32:31,2024-05-28 05:24:15
-,1589986640587640834,34241616,Riley_Gaines_,MrsLouiseWS,,19263,2024-05-29 19:14:04,2024-05-27 07:26:13
+,1589986640587640834,1104564502220161026,Riley_Gaines_,ShawnRyan762,Premium,1064280,2024-05-29 19:14:04,2024-05-27 07:26:13
+,1589986640587640834,1451574039542210569,Riley_Gaines_,CV_Dalcher,Premium,16235,2024-05-29 19:14:04,2024-05-27 07:26:13
+,1137701,3115134108,DavidSacks,Rahul_J_Mathur,Premium,96101,2024-05-28 20:15:43,2024-05-27 05:07:12
+,216881337,596790010,RandPaul,NWSPaducah,Government,37020,2024-05-28 13:22:14,2024-05-27 01:18:10
-,592730371,1638671258,JackPosobiec,MattPalumbo12,,26525,2024-05-28 11:46:34,2024-05-26 23:43:02
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-05-28 11:02:58,2024-05-26 22:58:58
+,2352629311,523313805,HawleyMO,davidadamcone,Premium,16995,2024-05-28 10:40:38,2024-05-26 22:36:39
+,216881337,734096443561148416,RandPaul,GlennJacobsTN,Premium,218465,2024-05-27 01:18:10,2024-05-22 14:26:31
+,337808606,20874829,RobertKennedyJr,ReformParty,Premium,5693,2024-05-27 00:44:46,2024-05-22 14:57:04
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-05-26 23:43:02,2024-05-22 15:58:47
+,592730371,1737113566745108480,JackPosobiec,realErikDPrince,Premium,547136,2024-05-26 23:43:02,2024-05-22 15:58:47
-,1074480192,829143163,SenTedCruz,DallasMacKing,,356,2024-05-26 23:18:01,2024-05-22 16:25:25
-,1542228578,20689236,JDVance,emma_sandoe,,10782,2024-05-26 22:58:58,2024-05-22 16:39:59
+,1542228578,1421181866,JDVance,ChrisLaCivita,Premium,74207,2024-05-26 22:58:58,2024-05-22 16:39:59
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-05-26 22:58:58,2024-05-22 16:39:59
+,878247600096509952,1559650033686953990,RealCandaceO,CatchUpFeed,Premium,134805,2024-05-26 20:07:49,2024-05-23 05:39:05
-,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2024-05-26 18:14:55,2024-05-24 07:28:23
+,1201670995435646976,29748327,laurenboebert,pjraser,,25,2024-05-26 18:14:55,2024-05-24 07:28:23
+,1201670995435646976,1193764615047413760,laurenboebert,Conserv41007508,,725,2024-05-26 18:14:55,2024-05-24 07:28:23
+,1201670995435646976,1682161993896300544,laurenboebert,federalfarmers,Premium,206,2024-05-26 18:14:55,2024-05-24 07:28:23
-,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2024-05-26 17:18:30,2024-05-24 08:25:35
+,1326229737551912960,214677606,libsoftiktok,margomartin,Premium,220357,2024-05-26 17:18:30,2024-05-24 08:25:35
+,1326229737551912960,1508867469447864324,libsoftiktok,TheKevinDalton,Premium,82874,2024-05-26 17:18:30,2024-05-24 08:25:35
+,1344356576786866176,16282520,RepMTG,thomasbsauer,Premium,36524,2024-05-26 17:05:31,2024-05-24 08:38:43
+,1344356576786866176,793963034,RepMTG,BenBakerMO,Premium,13483,2024-05-26 17:05:31,2024-05-24 08:38:43
+,1344356576786866176,1592975103645581315,RepMTG,defense_civil25,Premium,334673,2024-05-26 17:05:31,2024-05-24 08:38:43
+,1589986640587640834,793963034,Riley_Gaines_,BenBakerMO,Premium,13483,2024-05-26 10:14:41,2024-05-24 11:43:31
-,26637348,758859209614041088,TulsiGabbard,shawna_a_vet,Premium,10555,2024-05-26 06:28:00,2024-05-22 06:39:56
+,26637348,17411918,TulsiGabbard,ChairmanAlex,Premium,13085,2024-05-26 06:28:00,2024-05-22 06:39:56
+,26637348,793542678377926656,TulsiGabbard,CynicalPublius,Premium,200276,2024-05-26 06:28:00,2024-05-22 06:39:56
+,1137701,18809624,DavidSacks,jennifer,,31792,2024-05-26 05:25:42,2024-05-22 05:38:58
+,1137701,198931413,DavidSacks,GBousis,Premium,26244,2024-05-26 05:25:42,2024-05-22 05:38:58
-,1589986640587640834,1451574039542210569,Riley_Gaines_,CV_Dalcher,Premium,16235,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1589986640587640834,28021635,Riley_Gaines_,The_Kyle_Mann,Premium,154447,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1589986640587640834,46671731,Riley_Gaines_,ginacarano,Premium,1406773,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1589986640587640834,78523300,Riley_Gaines_,RealJamesWoods,Premium,4771798,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1589986640587640834,109065990,Riley_Gaines_,RealAlexJones,Premium,4419469,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1589986640587640834,875856268056969216,Riley_Gaines_,DC_Draino,Premium,2162873,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1589986640587640834,1552847799498285056,Riley_Gaines_,FemalesUniteUSA,Premium,2222,2024-05-24 11:43:31,2024-05-21 10:47:32
+,1344356576786866176,15843059,RepMTG,HealthRanger,Premium,283387,2024-05-24 08:38:43,2024-05-20 18:39:40
+,1344356576786866176,622310854,RepMTG,PaulIngrassia,Premium,53647,2024-05-24 08:38:43,2024-05-20 18:39:40
+,1326229737551912960,20326085,libsoftiktok,sdschools,,20581,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1326229737551912960,83148331,libsoftiktok,littlemissjacob,Premium,43664,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1326229737551912960,101852818,libsoftiktok,Eric_Schmitt,Government,199294,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1326229737551912960,1525976077,libsoftiktok,AGAndrewBailey,Premium,273414,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1326229737551912960,804122446794211332,libsoftiktok,josephbharding,Premium,3401,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1326229737551912960,1224006621518368768,libsoftiktok,LMECSD,,194,2024-05-24 08:25:35,2024-05-20 18:26:31
+,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2024-05-24 07:28:23,2024-05-20 17:31:34
+,1201670995435646976,1452039115218710528,laurenboebert,LopezforCO,,913,2024-05-24 07:28:23,2024-05-20 17:31:34
-,827279765287559171,2649753055,SpeakerJohnson,RitaKonaev,,27247,2024-05-22 19:16:42,2024-05-20 15:23:38
+,1542228578,1361989862090489864,JDVance,ONTHEBLOK_io,,30436,2024-05-22 16:39:59,2024-05-20 12:52:23
