Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,47253057,1659722947114979329,RogerJStoneJr,AmericaShaman,Premium,158707,2025-07-16 20:00:10,2025-07-16 19:00:27
+,47253057,1910742306820378624,RogerJStoneJr,DAGToddBlanche,,797,2025-07-16 19:00:27,2025-07-16 18:00:22
-,14171401,1808932198961283072,mayemusk,alessandrajokes,Premium,6641,2025-07-16 19:00:22,2025-07-16 18:00:16
+,1904142400554995714,1879585122175082496,mkratsios47,SecretaryBurgum,Government,70047,2025-07-16 18:00:57,2025-07-16 17:01:06
+,153149305,921024421128736774,SBAgov,mjoyce317,Premium,3423,2025-07-16 18:00:26,2025-07-16 17:00:35
+,14171401,1808932198961283072,mayemusk,alessandrajokes,Premium,6641,2025-07-16 18:00:16,2025-07-16 17:00:25
-,1500867239674843143,1276860627718373377,JeffClarkUS,QuedBri,Premium,27389,2025-07-16 17:00:46,2025-07-16 16:00:47
+,1500867239674843143,1186636182953836545,JeffClarkUS,Ayomitidipo,,2101,2025-07-16 17:00:46,2025-07-16 16:00:47
+,1900607381358387200,43122230,LizHuston47,,,,2025-07-16 16:01:06,2025-07-16 15:01:05
-,1201670995435646976,1157277186988171264,laurenboebert,TeddyDanielsTV,Premium,49008,2025-07-16 16:00:45,2025-07-16 15:00:44
-,832978972602429440,1157277186988171264,GrahamAllen_1,TeddyDanielsTV,Premium,49008,2025-07-16 16:00:44,2025-07-16 15:00:43
-,844732519966801921,1157277186988171264,karolineleavitt,TeddyDanielsTV,Premium,49008,2025-07-16 16:00:44,2025-07-16 15:00:43
-,826065164504006657,1157277186988171264,mtgreenee,TeddyDanielsTV,Premium,49008,2025-07-16 16:00:43,2025-07-16 15:00:42
-,701825647,1157277186988171264,SeanParnellUSA,TeddyDanielsTV,Premium,49008,2025-07-16 16:00:38,2025-07-16 15:00:38
+,121147627,1881453001656709120,russvought,AnnaKelly47,Government,34064,2025-07-16 16:00:35,2025-07-16 15:00:34
+,65522706,1080870981877534720,Linda_McMahon,GovBraun,Premium,59610,2025-07-16 16:00:32,2025-07-16 15:00:32
+,65522706,1351188366797254659,Linda_McMahon,,,,2025-07-16 16:00:32,2025-07-16 15:00:32
+,39344374,1397193602330251265,DonaldJTrumpJr,marinasmigielsk,Premium,34949,2025-07-16 16:00:29,2025-07-16 15:00:29
-,25101996,1157277186988171264,kimguilfoyle,TeddyDanielsTV,Premium,49008,2025-07-16 16:00:28,2025-07-16 15:00:28
+,25101996,426281310,kimguilfoyle,,,,2025-07-16 16:00:28,2025-07-16 15:00:28
+,1500867239674843143,1443659831173435398,JeffClarkUS,MichaelologyJr,,1840,2025-07-16 15:00:46,2025-07-16 14:00:49
-,2352629311,93524518,HawleyMO,proudmomom,,1986,2025-07-16 15:00:40,2025-07-16 14:00:42
+,1625493998,1273639475340554240,KingsleyCortes,ploughmansfolly,Premium,56796,2025-07-16 15:00:39,2025-07-16 14:00:41
+,523276626,1610323831809363971,BoHines,ZachNunn,Government,5877,2025-07-16 15:00:37,2025-07-16 14:00:38
+,58579942,132254964,mattgaetz,alana_austin,Premium,4388,2025-07-16 15:00:31,2025-07-16 14:00:32
-,14171401,1808932198961283072,mayemusk,alessandrajokes,Premium,6641,2025-07-16 15:00:25,2025-07-16 14:00:25
+,1911884791911231489,393716967,AAGDhillon,_charlotteperez,Premium,4726,2025-07-16 14:01:12,2025-07-16 13:01:12
-,1500867239674843143,1186636182953836545,JeffClarkUS,Ayomitidipo,,2101,2025-07-16 14:00:49,2025-07-16 13:00:49
-,523276626,234057152,BoHines,RepMGriffith,Government,36947,2025-07-16 14:00:38,2025-07-16 13:00:38
-,523276626,234797704,BoHines,AustinScottGA08,Government,34223,2025-07-16 14:00:38,2025-07-16 13:00:38
-,523276626,880480631108644864,BoHines,RepRalphNorman,Government,56812,2025-07-16 14:00:38,2025-07-16 13:00:38
-,58579942,132254964,mattgaetz,alana_austin,Premium,4388,2025-07-16 14:00:32,2025-07-16 13:00:32
+,47253057,1767583132499537920,RogerJStoneJr,Jinetgh,Premium,1057,2025-07-16 14:00:31,2025-07-16 13:00:31
+,1900557217129975808,1945283230086709249,SeanParnellATSD,,,,2025-07-16 13:01:10,2025-07-16 12:01:10
+,701825647,279724573,SeanParnellUSA,yinonw,Premium,16147,2025-07-16 13:00:39,2025-07-16 12:00:40
-,39344374,1397193602330251265,DonaldJTrumpJr,marinasmigielsk,Premium,34949,2025-07-16 13:00:30,2025-07-16 12:00:30
+,2847221717,17469289,JohnRatcliffe,nypost,Business,3386463,2025-07-16 12:00:43,2025-07-16 11:00:40
+,2847221717,913308968809672705,JohnRatcliffe,realannapaulina,Premium,804812,2025-07-16 12:00:43,2025-07-16 11:00:40
+,1500867239674843143,1875891453638971392,JeffClarkUS,,,,2025-07-16 11:00:46,2025-07-16 10:00:48
+,1500867239674843143,1814134380815900672,JeffClarkUS,GraziellaPastor,,168,2025-07-16 09:00:40,2025-07-16 08:00:49
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2025-07-16 06:00:39,2025-07-16 05:00:39
-,47253057,1767583132499537920,RogerJStoneJr,Jinetgh,Premium,1057,2025-07-16 06:00:30,2025-07-16 05:00:30
-,1500867239674843143,782235072950890496,JeffClarkUS,RealRobSeal,Premium,927,2025-07-16 05:00:46,2025-07-16 04:00:45
+,26637348,1528558014,TulsiGabbard,patrick_oshag,Premium,279226,2025-07-16 05:00:28,2025-07-16 04:00:28
+,39344374,58518243,DonaldJTrumpJr,annmarie,,39491,2025-07-16 04:00:29,2025-07-16 03:00:30
+,39344374,1397193602330251265,DonaldJTrumpJr,marinasmigielsk,Premium,34949,2025-07-16 04:00:29,2025-07-16 03:00:30
+,1500867239674843143,364544394,JeffClarkUS,ZGrouev,Premium,516,2025-07-16 03:00:48,2025-07-16 02:00:48
+,523276626,1875249747809710080,BoHines,RepRileyMoore,Government,4946,2025-07-16 03:00:38,2025-07-16 02:00:38
+,1894121144967430144,1914436977065385986,DepPressSecDOD,JointTFSB,,137,2025-07-16 02:01:07,2025-07-16 01:01:07
+,1894121144967430144,1945283230086709249,DepPressSecDOD,,,,2025-07-16 02:01:07,2025-07-16 01:01:07
+,2914515430,44209472,GOPMajorityWhip,AFPhq,Business,94987,2025-07-16 02:00:42,2025-07-16 01:00:41
+,2914515430,362594918,GOPMajorityWhip,,,,2025-07-16 02:00:42,2025-07-16 01:00:41
+,1625493998,1875891453638971392,KingsleyCortes,,,,2025-07-16 02:00:40,2025-07-16 01:00:40
+,1625493998,1945283230086709249,KingsleyCortes,,,,2025-07-16 02:00:40,2025-07-16 01:00:40
+,818948638890217473,1931331174128922624,FmrRepMattGaetz,AmericaPartyX,,312132,2025-07-16 01:00:43,2025-07-16 00:00:43
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2025-07-16 01:00:40,2025-07-16 00:00:40
+,90480218,1689597727095599104,RichardGrenell,,,,2025-07-16 01:00:33,2025-07-16 00:00:33
+,90480218,1828542359614914560,RichardGrenell,Shilohmarx,Premium,8575,2025-07-16 01:00:33,2025-07-16 00:00:33
+,58579942,1931331174128922624,mattgaetz,AmericaPartyX,,312132,2025-07-16 01:00:32,2025-07-16 00:00:32
+,23022687,15484417,tedcruz,Gary_Hunt,,1025,2025-07-16 01:00:28,2025-07-16 00:00:28
+,826155076280545280,269375709,America1stWorks,jimantle,Premium,13561,2025-07-15 23:00:44,2025-07-15 22:00:45
-,1137701,887748030304329728,DavidSacks,TheCryptoDog,Premium,864603,2025-07-15 23:00:24,2025-07-15 22:00:24
+,1924809676446670848,2161051908,LeoTerrellDOJ,AvivaKlompas,Premium,314453,2025-07-15 22:01:13,2025-07-15 21:01:12
+,1879670389057474560,827279765287559171,PressSec,SpeakerJohnson,Government,996794,2025-07-15 20:00:51,2025-07-15 19:00:53
+,1074480192,139680498,SenTedCruz,realistic_view,,11449,2025-07-15 20:00:39,2025-07-15 19:00:40
-,1137701,783101082,DavidSacks,HotelElGanzo,,3695,2025-07-15 20:00:24,2025-07-15 19:00:24
-,58579942,1768703911085350912,mattgaetz,kristi_from_tx,Premium,6352,2025-07-15 19:00:32,2025-07-15 18:00:19
+,1367531,1313167973847314433,FoxNews,RuthlessPodcast,Premium,61517,2025-07-15 19:00:24,2025-07-15 18:00:11
+,1894121144967430144,919764665663672320,DepPressSecDOD,realJoelValdez,Premium,42526,2025-07-15 18:00:55,2025-07-15 17:01:09
+,1894121144967430144,1875891453638971392,DepPressSecDOD,,,,2025-07-15 18:00:55,2025-07-15 17:01:09
-,1074480192,139680498,SenTedCruz,realistic_view,,11449,2025-07-15 18:00:27,2025-07-15 17:00:40
+,844732519966801921,2512671896,karolineleavitt,KevinTober94,,7647,2025-07-15 17:00:46,2025-07-15 16:00:44
+,818948638890217473,3474685637,FmrRepMattGaetz,shayne_coplan,Premium,86580,2025-07-15 17:00:44,2025-07-15 16:00:42
+,1625493998,22006244,KingsleyCortes,,,,2025-07-15 17:00:41,2025-07-15 16:00:39
+,1625493998,2512671896,KingsleyCortes,KevinTober94,,7647,2025-07-15 17:00:41,2025-07-15 16:00:39
+,232901331,2512671896,dbongino,KevinTober94,,7647,2025-07-15 17:00:38,2025-07-15 16:00:36
+,166990746,2512671896,MonicaCrowley,KevinTober94,,7647,2025-07-15 17:00:37,2025-07-15 16:00:35
+,47253057,1594069674962067459,RogerJStoneJr,Michi_fornia,Premium,81096,2025-07-15 17:00:31,2025-07-15 16:00:30
+,1889069367394193408,491719838,SBA_Kelly,TPUSA,Business,736726,2025-07-15 16:00:57,2025-07-15 15:00:57
-,1500867239674843143,728115745792528384,JeffClarkUS,YourBrainstem,,2608,2025-07-15 16:00:47,2025-07-15 15:00:47
+,880412538625810432,1613057942508412928,BillAckman,azealiaslacewig,Premium,266254,2025-07-15 16:00:44,2025-07-15 15:00:44
+,2914515430,15356407,GOPMajorityWhip,RobWittman,Government,34403,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,16256269,GOPMajorityWhip,virginiafoxx,Government,44664,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,18030431,GOPMajorityWhip,JudgeCarter,Government,22305,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,18773159,GOPMajorityWhip,RepScottPerry,Government,139634,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,20467163,GOPMajorityWhip,VernBuchanan,Government,35142,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,22545491,GOPMajorityWhip,KenCalvert,Government,26023,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,24735461,GOPMajorityWhip,PeteSessions,Government,39859,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,26051676,GOPMajorityWhip,RepGusBilirakis,Government,39729,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,51228911,GOPMajorityWhip,RepMikeTurner,Government,53334,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,63650107,GOPMajorityWhip,repdarrellissa,Government,215456,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,76132891,GOPMajorityWhip,CongMikeSimpson,Government,27090,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,235190657,GOPMajorityWhip,RepChuck,Government,29350,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,235312723,GOPMajorityWhip,DesJarlaisTN04,Government,25315,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,281540744,GOPMajorityWhip,RepWebster,Government,31121,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,282219422,GOPMajorityWhip,RepTimMooreNC,Government,24670,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,402719755,GOPMajorityWhip,MarkAmodeiNV2,Government,18103,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,550401754,GOPMajorityWhip,RepHalRogers,Government,23603,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,575398878,GOPMajorityWhip,,,,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,960962340,GOPMajorityWhip,RepAndyHarrisMD,Government,36511,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,976969338,GOPMajorityWhip,RepDaveJoyce,Government,27615,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1004891731,GOPMajorityWhip,RepFitzgerald,Government,13113,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1058051748,GOPMajorityWhip,TXRandy14,Government,34044,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,3026622545,GOPMajorityWhip,,,,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,825191196775546883,GOPMajorityWhip,RepDaleStrong,Government,7810,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,828977216595849216,GOPMajorityWhip,RepRutherfordFL,Government,20905,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,843636970538618880,GOPMajorityWhip,RepClayHiggins,Government,215245,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1029094268542099457,GOPMajorityWhip,Lancegooden,Government,255648,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1067818539179024386,GOPMajorityWhip,repkevinhern,Government,27235,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1072158357237174272,GOPMajorityWhip,RepBenCline,Government,45746,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1078741899572240384,GOPMajorityWhip,RepRussFulcher,Government,18209,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1081243468327018496,GOPMajorityWhip,RepMichaelGuest,Government,15598,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1082790600292925440,GOPMajorityWhip,RepChipRoy,Government,264900,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1086316494450032640,GOPMajorityWhip,RepJimBaird,Government,11863,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1173978070535024642,GOPMajorityWhip,RepGregMurphy,Government,24496,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1343664721384398849,GOPMajorityWhip,RepFranklin,Government,11301,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1344349650447433729,GOPMajorityWhip,RepGarbarino,Government,10771,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1344481217685692416,GOPMajorityWhip,RepBurgessOwens,Government,38625,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1345788865911656454,GOPMajorityWhip,RepBentz,Government,9185,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1345825008887721986,GOPMajorityWhip,RepMann,Government,6146,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1347318288850825217,GOPMajorityWhip,RepTroyNehls,Government,219195,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1366523868253458437,GOPMajorityWhip,RepEllzey,Government,4509,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1457745193197780993,GOPMajorityWhip,RepMikeCarey,Government,5084,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1468677099594698757,GOPMajorityWhip,Congressman_JVD,Government,27303,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1547025742529167360,GOPMajorityWhip,USRepMikeFlood,Government,11413,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1578455747263766528,GOPMajorityWhip,RepHageman,Government,63562,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1588581125177442305,GOPMajorityWhip,RepLaLota,Government,7351,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1590396129094647814,GOPMajorityWhip,RepMonicaDLC,Government,6227,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1598778014401269760,GOPMajorityWhip,RepVanOrden,Government,6159,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1601030771124408325,GOPMajorityWhip,RepMikeCollins,Government,118295,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1602748099792879616,GOPMajorityWhip,RepChuckEdwards,Government,4946,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1602751001756311556,GOPMajorityWhip,RepWPH,Government,55370,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603032402942730248,GOPMajorityWhip,RepBrecheen,Government,15361,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603050607367028736,GOPMajorityWhip,,,,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603110823014141952,GOPMajorityWhip,RepOgles,Government,49101,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603470469608374272,GOPMajorityWhip,RepNateMoran,Government,7079,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603514304354983941,GOPMajorityWhip,RepRussellFry,Government,14490,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603530970593775616,GOPMajorityWhip,RepCiscomani,Government,9967,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1603694348725526528,GOPMajorityWhip,RepHouchin,Government,5451,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1604927550081359875,GOPMajorityWhip,RepAaronBean,Government,6480,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1605275643523891201,GOPMajorityWhip,RepJenKiggans,Government,9574,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1605665632858607617,GOPMajorityWhip,RepRudyYakym,Government,6869,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1606342594765590528,GOPMajorityWhip,RepEricBurlison,Government,45355,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1607422757670641665,GOPMajorityWhip,CongressmanKean,Government,7143,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1608230657796227072,GOPMajorityWhip,RepLaurelLee,Government,10575,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1608891205902794753,GOPMajorityWhip,RepEliCrane,Government,133557,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1609056891547668480,GOPMajorityWhip,RepJames,Government,24859,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1610230835289923584,GOPMajorityWhip,RepLuna,Government,347616,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1610323831809363971,GOPMajorityWhip,ZachNunn,Government,5877,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1610383926446489600,GOPMajorityWhip,RepMaxMiller,Government,6628,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1611138873496637440,GOPMajorityWhip,RepMillsPress,Government,51406,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1611396007111057408,GOPMajorityWhip,RepLangworthy,Government,8711,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1612430165585416192,GOPMajorityWhip,RepKeithSelf,Government,31918,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1612483604071727104,GOPMajorityWhip,RepMarkAlford,Government,12927,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1620505546913894401,GOPMajorityWhip,repgabeevans,Government,5972,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1746930615654449160,GOPMajorityWhip,RepMaloyUtah,Government,1985,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1762595748238213120,GOPMajorityWhip,Rep_Davidson,Government,6386,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1849952301290504193,GOPMajorityWhip,RepAbeHamadeh,Government,7897,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1857837273603256320,GOPMajorityWhip,RepNickBegich,Government,7578,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1861318683475251201,GOPMajorityWhip,RepHaridopolos,Government,1734,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1868781678954450944,GOPMajorityWhip,RepShreve,Government,810,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1869462860499501056,GOPMajorityWhip,RepFedorchak,Government,2580,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1869814916430888960,GOPMajorityWhip,RepBaumgartner,Government,1858,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1870164247419736064,GOPMajorityWhip,RepJeffHurd,Government,1291,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1872324445055987712,GOPMajorityWhip,RepBobOnder,Government,1856,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1872398693837484032,GOPMajorityWhip,RepBresnahan,Government,1461,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1872431129011130368,GOPMajorityWhip,RepBrianJack,Government,8350,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1874178374664323072,GOPMajorityWhip,RepMarkHarrisNC,Government,2242,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1874221699253616640,GOPMajorityWhip,RepSheriBiggs,Government,1080,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1874925648449355776,GOPMajorityWhip,RepDaveTaylor,Government,783,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1874964140105863168,GOPMajorityWhip,RepKnott,Government,1246,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1875249747809710080,GOPMajorityWhip,RepRileyMoore,Government,4946,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1875271096364331008,GOPMajorityWhip,RepJeffCrank,Government,2166,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1875298824387760128,GOPMajorityWhip,RepMessmer,Government,653,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1875302141440749573,GOPMajorityWhip,RepMikeKennedy,Government,621,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1875994749443645440,GOPMajorityWhip,RepDerekSchmidt,Government,976,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1876313243049754624,GOPMajorityWhip,RepKimKingHinds,Government,459,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1912210253841580032,GOPMajorityWhip,PatronisFL,Government,2204,2025-07-15 16:00:41,2025-07-15 15:00:41
+,2914515430,1917684236557115396,GOPMajorityWhip,,,,2025-07-15 16:00:41,2025-07-15 15:00:41
+,65522706,357162119,Linda_McMahon,AlexGangitano,,9800,2025-07-15 16:00:32,2025-07-15 15:00:32
