Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1137701,26651370,DavidSacks,FrancescoLugli,Premium,4761,2023-10-31 06:02:22,2023-10-30 05:26:42
+,1137701,1012401963693232128,DavidSacks,real_bill_gross,Premium,70191,2023-10-31 06:02:22,2023-10-30 05:26:42
-,1542228578,22454414,JDVance,ZacMabry,Premium,12174,2023-10-30 09:23:32,2023-10-29 10:05:48
+,1542228578,288205258,JDVance,quartocracks,,15771,2023-10-30 09:23:32,2023-10-29 10:05:48
-,592730371,1010901148008681478,JackPosobiec,default_friend,Premium,50445,2023-10-30 08:55:54,2023-10-29 09:39:47
+,1137701,106204123,DavidSacks,JonHaidt,Premium,437139,2023-10-30 05:26:42,2023-10-29 06:08:38
+,1137701,240454812,DavidSacks,GenFlynn,Premium,2032676,2023-10-30 05:26:42,2023-10-29 06:08:38
-,1589986640587640834,805532293951606785,Riley_Gaines_,MattWallace888,Premium,2296740,2023-10-29 14:16:40,2023-10-28 14:11:51
+,1326229737551912960,112280016,libsoftiktok,yesnicksearcy,Premium,179427,2023-10-29 13:00:26,2023-10-28 12:55:53
+,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2023-10-29 13:00:26,2023-10-28 12:55:53
+,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2023-10-29 12:39:17,2023-10-28 12:34:08
+,878247600096509952,2835451658,RealCandaceO,MrAndyNgo,Premium,1661306,2023-10-29 11:48:08,2023-10-28 11:42:53
+,2352629311,19040598,HawleyMO,MikeIsaac,Premium,186519,2023-10-29 10:18:32,2023-10-28 10:13:22
+,1074480192,299416026,SenTedCruz,BenWeinthal,Premium,18938,2023-10-29 09:58:51,2023-10-28 09:53:26
-,592730371,22960774,JackPosobiec,LiaS814,Premium,3850,2023-10-29 09:39:47,2023-10-28 09:34:28
+,592730371,877985300466745344,JackPosobiec,JosephJFlynn1,Premium,464562,2023-10-29 09:39:47,2023-10-28 09:34:28
-,337808606,181760814,RobertKennedyJr,kjasav,Premium,197,2023-10-29 08:52:46,2023-10-28 08:48:51
-,337808606,2323495641,RobertKennedyJr,IsaacBahat,,6,2023-10-29 08:52:46,2023-10-28 08:48:51
-,337808606,1522592956997382146,RobertKennedyJr,stinkocat,,2,2023-10-29 08:52:46,2023-10-28 08:48:51
-,337808606,1523905369562443781,RobertKennedyJr,Gillian80602951,,1,2023-10-29 08:52:46,2023-10-28 08:48:51
-,337808606,1559876997429374977,RobertKennedyJr,simmomium,,5,2023-10-29 08:52:46,2023-10-28 08:48:51
+,1137701,76143865,DavidSacks,AshleyRindsberg,Premium,23237,2023-10-29 06:08:38,2023-10-28 06:10:22
+,1137701,1155845777039810560,DavidSacks,richimedhurst,Premium,488062,2023-10-29 06:08:38,2023-10-28 06:10:22
+,1137701,1291033788340813825,DavidSacks,JeremySternLA,Premium,3974,2023-10-29 06:08:38,2023-10-28 06:10:22
+,1589986640587640834,1300229807620452357,Riley_Gaines_,Audjuice9989,Premium,14796,2023-10-28 14:11:51,2023-10-27 14:51:22
+,1589986640587640834,1714636684128645121,Riley_Gaines_,Ansleigh_mma,,4719,2023-10-28 14:11:51,2023-10-27 14:51:22
-,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2023-10-28 12:55:53,2023-10-27 13:33:54
+,1326229737551912960,1197975884117893120,libsoftiktok,borderitepride,,156,2023-10-28 12:55:53,2023-10-27 13:33:54
-,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2023-10-28 12:34:08,2023-10-27 13:11:32
-,2352629311,19040598,HawleyMO,MikeIsaac,Premium,186519,2023-10-28 10:13:22,2023-10-27 10:48:31
+,1074480192,106711386,SenTedCruz,NoahPollak,Premium,60108,2023-10-28 09:53:26,2023-10-27 10:28:21
+,1074480192,1080475808,SenTedCruz,WitchyWoman722,,1078,2023-10-28 09:53:26,2023-10-27 10:28:21
-,592730371,877985300466745344,JackPosobiec,JosephJFlynn1,Premium,464562,2023-10-28 09:34:28,2023-10-27 10:09:21
+,337808606,332188446,RobertKennedyJr,milinddeora,Premium,1667348,2023-10-28 08:48:51,2023-10-27 09:23:22
+,1589986640587640834,15962190,Riley_Gaines_,kevinhartz,Premium,17878,2023-10-27 14:51:22,2023-10-26 12:43:37
+,1589986640587640834,23022687,Riley_Gaines_,tedcruz,Government,6942319,2023-10-27 14:51:22,2023-10-26 12:43:37
