Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1326229737551912960,1337217263515078662,libsoftiktok,Slatzism,Premium,136659,2024-03-31 07:44:13,2024-03-26 07:36:04
+,1589986640587640834,75541946,Riley_Gaines_,LaraLeaTrump,Premium,2150756,2024-03-30 19:17:33,2024-03-26 16:20:07
+,1589986640587640834,2693406407,Riley_Gaines_,AlvedaCKing,Premium,142923,2024-03-30 19:17:33,2024-03-26 16:20:07
+,1589986640587640834,1630649273191743488,Riley_Gaines_,TimSheehyMT,Government,103035,2024-03-30 19:17:33,2024-03-26 16:20:07
+,1589986640587640834,1732859420822929408,Riley_Gaines_,xx_xyathletics,Business,61995,2024-03-30 19:17:33,2024-03-26 16:20:07
+,1589986640587640834,1752921559646507010,Riley_Gaines_,ValhallaTears,Premium,2074,2024-03-30 19:17:33,2024-03-26 16:20:07
+,878247600096509952,18208354,RealCandaceO,joerogan,Premium,15166670,2024-03-29 19:40:30,2024-03-26 03:27:00
-,2352629311,39569217,HawleyMO,TS357,,299,2024-03-28 20:05:22,2024-03-26 00:47:05
+,2352629311,917683048782503937,HawleyMO,michaelxpettis,Premium,169252,2024-03-28 20:05:22,2024-03-26 00:47:05
+,1542228578,3291691,JDVance,chamath,Premium,1850751,2024-03-28 19:41:53,2024-03-26 00:23:24
-,592730371,4041824789,JackPosobiec,RSBNetwork,Business,1154350,2024-03-28 19:02:45,2024-03-25 23:44:33
-,592730371,793851304980389888,JackPosobiec,MorganZegers,Premium,62798,2024-03-28 19:02:45,2024-03-25 23:44:33
+,592730371,20008037,JackPosobiec,ShaneCashman,Premium,32607,2024-03-28 19:02:45,2024-03-25 23:44:33
+,592730371,1006993392,JackPosobiec,GlennPStory,Premium,2274,2024-03-28 19:02:45,2024-03-25 23:44:33
+,592730371,1496784278595723264,JackPosobiec,Politikurd,Premium,7972,2024-03-28 19:02:45,2024-03-25 23:44:33
-,337808606,50372013,RobertKennedyJr,datiedt,,52,2024-03-28 18:03:22,2024-03-25 22:43:38
-,337808606,836949798,RobertKennedyJr,lmoradi637,,30,2024-03-28 18:03:22,2024-03-25 22:43:38
-,337808606,958434702406320128,RobertKennedyJr,megacropper,,11,2024-03-28 18:03:22,2024-03-25 22:43:38
+,216881337,2916305152,RandPaul,Snowden,Premium,5816019,2024-03-28 17:34:08,2024-03-25 22:13:35
-,1589986640587640834,1451574039542210569,Riley_Gaines_,CV_Dalcher,Premium,16235,2024-03-26 16:20:07,2024-03-04 12:40:52
+,1589986640587640834,14836282,Riley_Gaines_,Jim_Banks,Premium,71238,2024-03-26 16:20:07,2024-03-04 12:40:52
+,1589986640587640834,57441414,Riley_Gaines_,ZubyMusic,Premium,1284789,2024-03-26 16:20:07,2024-03-04 12:40:52
+,1589986640587640834,96015533,Riley_Gaines_,ByronDonalds,Premium,1072791,2024-03-26 16:20:07,2024-03-04 12:40:52
+,1589986640587640834,410053879,Riley_Gaines_,berniemoreno,Government,73279,2024-03-26 16:20:07,2024-03-04 12:40:52
