Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1589986640587640834,913308968809672705,Riley_Gaines_,realannapaulina,Premium,804812,2025-01-30 20:06:51,2025-01-29 19:43:47
+,1137701,60179996,DavidSacks,adisidapara,Premium,1661,2025-01-30 17:34:37,2025-01-29 17:19:43
+,1137701,985281530070265862,DavidSacks,dylan522p,Premium,81366,2025-01-30 17:34:37,2025-01-29 17:19:43
+,26637348,968650362,TulsiGabbard,SenTomCotton,Government,779688,2025-01-30 13:54:15,2025-01-29 13:56:19
+,26637348,1879670389057474560,TulsiGabbard,PressSec,Government,1040170,2025-01-30 13:54:15,2025-01-29 13:56:19
-,47253057,1415097927878561793,RogerJStoneJr,PatriotPepe33,Premium,32096,2025-01-30 13:24:20,2025-01-29 13:27:23
+,47253057,1268724616350089218,RogerJStoneJr,earthing5000,Premium,80713,2025-01-30 13:24:20,2025-01-29 13:27:23
+,47253057,1420888428795809794,RogerJStoneJr,15poundstogo,Premium,40347,2025-01-30 13:24:20,2025-01-29 13:27:23
+,47253057,1863326742066180096,RogerJStoneJr,NobleOne,Premium,33162,2025-01-30 13:24:20,2025-01-29 13:27:23
+,216881337,19400611,RandPaul,cvpayne,Premium,994567,2025-01-30 11:43:23,2025-01-29 11:50:53
+,216881337,250497146,RandPaul,Tyler2ONeil,Premium,17495,2025-01-30 11:43:23,2025-01-29 11:50:53
-,337808606,14401098,RobertKennedyJr,kiwifoto,Premium,1738,2025-01-30 11:03:54,2025-01-29 11:13:41
-,337808606,4380736152,RobertKennedyJr,innigmusic,,4,2025-01-30 11:03:54,2025-01-29 11:13:41
-,337808606,1511098061090611203,RobertKennedyJr,MixasTheodoros,,71,2025-01-30 11:03:54,2025-01-29 11:13:41
+,337808606,1881451105454002176,RobertKennedyJr,RapidResponse47,Government,838180,2025-01-30 11:03:54,2025-01-29 11:13:41
+,1625493998,704389982614642688,KingsleyCortes,Logan_Ratick,Premium,15304,2025-01-30 08:07:14,2025-01-29 07:19:19
+,1625493998,1836689288727080960,KingsleyCortes,SecGenNATO,Premium,71275,2025-01-30 08:07:14,2025-01-29 07:19:19
+,1625493998,1883257372740591616,KingsleyCortes,SecDef,Government,547764,2025-01-30 08:07:14,2025-01-29 07:19:19
+,1625493998,1883611532338016256,KingsleyCortes,ExposeWoke1776,Premium,39,2025-01-30 08:07:14,2025-01-29 07:19:19
+,1201670995435646976,351092582,laurenboebert,alexferreiraski,,1600,2025-01-29 23:06:11,2025-01-28 15:54:13
+,1201670995435646976,1320917783597625349,laurenboebert,DataRepublican,Premium,703170,2025-01-29 23:06:11,2025-01-28 15:54:13
+,1201670995435646976,1691828244540989440,laurenboebert,GabeforColorado,Premium,4018,2025-01-29 23:06:11,2025-01-28 15:54:13
+,1326229737551912960,1060487274,libsoftiktok,RepDougCollins,Government,603308,2025-01-29 22:18:30,2025-01-28 15:07:45
+,1344356576786866176,1281998654723612677,RepMTG,merissahansen17,Premium,179317,2025-01-29 22:04:42,2025-01-28 14:54:12
+,1344356576786866176,1879644163769335808,RepMTG,WhiteHouse,Government,1340071,2025-01-29 22:04:42,2025-01-28 14:54:12
+,1344356576786866176,1883283813276770304,RepMTG,Sec_Noem,Government,545074,2025-01-29 22:04:42,2025-01-28 14:54:12
-,1137701,23402579,DavidSacks,CristineDeBerry,,1291,2025-01-29 17:19:43,2025-01-26 16:23:50
+,1137701,8280592,DavidSacks,carlosdomingo,Premium,38107,2025-01-29 17:19:43,2025-01-26 16:23:50
+,1137701,29601010,DavidSacks,shiringhaffary,Premium,12301,2025-01-29 17:19:43,2025-01-26 16:23:50
+,1137701,844732519966801921,DavidSacks,karolineleavitt,Government,833962,2025-01-29 17:19:43,2025-01-26 16:23:50
+,1137701,1011695094691442688,DavidSacks,sonnyjoynelson,Premium,29621,2025-01-29 17:19:43,2025-01-26 16:23:50
+,1137701,1273327266957688832,DavidSacks,markchen90,Premium,53846,2025-01-29 17:19:43,2025-01-26 16:23:50
+,1137701,1813545855028277248,DavidSacks,SteveWitkoff,Premium,58402,2025-01-29 17:19:43,2025-01-26 16:23:50
-,26637348,212853504,TulsiGabbard,milkqu33n,,50053,2025-01-29 13:56:19,2025-01-26 10:39:19
+,26637348,88784440,TulsiGabbard,SenMikeLee,Government,792309,2025-01-29 13:56:19,2025-01-26 10:39:19
+,26637348,343041182,TulsiGabbard,TomCottonAR,Government,689033,2025-01-29 13:56:19,2025-01-26 10:39:19
+,26637348,1098615836,TulsiGabbard,BrookeSingman,Premium,45450,2025-01-29 13:56:19,2025-01-26 10:39:19
+,26637348,1408003598,TulsiGabbard,FDRLST,Business,493106,2025-01-29 13:56:19,2025-01-26 10:39:19
-,47253057,1495181988856164356,RogerJStoneJr,__Liberty______,,53376,2025-01-29 13:27:23,2025-01-26 10:09:48
-,47253057,1519466033911795712,RogerJStoneJr,HarryFKline,,148,2025-01-29 13:27:23,2025-01-26 10:09:48
-,47253057,1650595082641260545,RogerJStoneJr,34rthhasrisen,Premium,14804,2025-01-29 13:27:23,2025-01-26 10:09:48
-,47253057,1653418887457968131,RogerJStoneJr,truth101010101,,2728,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,19107878,RogerJStoneJr,GlennThrush,Premium,281973,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,49849732,RogerJStoneJr,petrogustavo,Government,8128005,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,1415097927878561793,RogerJStoneJr,PatriotPepe33,Premium,32096,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,1458066281043689473,RogerJStoneJr,fjb4587,,6144,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,1465746677961273354,RogerJStoneJr,petersanyaone,,1265,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,1490984132146601984,RogerJStoneJr,FrontLineExHero,,1576,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,1659987684918435847,RogerJStoneJr,DonaldTNews,Premium,1231299,2025-01-29 13:27:23,2025-01-26 10:09:48
+,47253057,1858947201709305856,RogerJStoneJr,SecRubio,Government,824585,2025-01-29 13:27:23,2025-01-26 10:09:48
-,337808606,1121036726791806976,RobertKennedyJr,edkrassan,,811,2025-01-29 11:13:41,2025-01-26 07:51:19
+,337808606,1879670389057474560,RobertKennedyJr,PressSec,Government,1040170,2025-01-29 11:13:41,2025-01-26 07:51:19
-,592730371,89068115,JackPosobiec,ErinMMaguire,Premium,102932,2025-01-29 10:11:02,2025-01-26 01:33:03
-,592730371,195957080,JackPosobiec,DenimRichards,Premium,29345,2025-01-29 10:11:02,2025-01-26 01:33:03
-,592730371,2410068528,JackPosobiec,aubrey_huff,Premium,229670,2025-01-29 10:11:02,2025-01-26 01:33:03
+,592730371,279454590,JackPosobiec,AsaadHannaa,Premium,68267,2025-01-29 10:11:02,2025-01-26 01:33:03
+,592730371,2273650405,JackPosobiec,DanFromDelco,Premium,191,2025-01-29 10:11:02,2025-01-26 01:33:03
-,1074480192,45410444,SenTedCruz,mamccarrell,,272,2025-01-29 07:46:16,2025-01-26 01:06:38
+,1074480192,139680498,SenTedCruz,realistic_view,,11449,2025-01-29 07:46:16,2025-01-26 01:06:38
+,1542228578,769034760,JDVance,MatthewSitman,,31355,2025-01-29 07:24:37,2025-01-26 00:45:50
+,1625493998,301628954,KingsleyCortes,ACapaccio,,8853,2025-01-29 07:19:19,2025-01-26 00:40:53
+,1625493998,3305470938,KingsleyCortes,whoisaddison,Premium,4642024,2025-01-29 07:19:19,2025-01-26 00:40:53
+,1625493998,1325928411689349120,KingsleyCortes,RepMariaSalazar,Government,159658,2025-01-29 07:19:19,2025-01-26 00:40:53
+,1625493998,1881451105454002176,KingsleyCortes,RapidResponse47,Government,838180,2025-01-29 07:19:19,2025-01-26 00:40:53
+,1201670995435646976,1610770822389448706,laurenboebert,SheriffWeekly,Premium,1818,2025-01-28 15:54:13,2025-01-27 17:30:45
+,1201670995435646976,1881451105454002176,laurenboebert,RapidResponse47,Government,838180,2025-01-28 15:54:13,2025-01-27 17:30:45
+,1201670995435646976,1883283813276770304,laurenboebert,Sec_Noem,Government,545074,2025-01-28 15:54:13,2025-01-27 17:30:45
-,1326229737551912960,2410068528,libsoftiktok,aubrey_huff,Premium,229670,2025-01-28 15:07:45,2025-01-27 16:42:57
+,1326229737551912960,1881451105454002176,libsoftiktok,RapidResponse47,Government,838180,2025-01-28 15:07:45,2025-01-27 16:42:57
+,1344356576786866176,2315698776,RepMTG,mchooyah,Premium,681286,2025-01-28 14:54:12,2025-01-27 16:28:49
+,1326229737551912960,9624742,libsoftiktok,StateDept,Government,6499563,2025-01-27 16:42:57,2025-01-27 01:20:22
+,1326229737551912960,39384517,libsoftiktok,ICEgov,Government,843515,2025-01-27 16:42:57,2025-01-27 01:20:22
+,1201670995435646976,39384517,laurenboebert,ICEgov,Government,843515,2025-01-27 02:06:29,2025-01-25 16:14:42
+,1201670995435646976,793994275855958016,laurenboebert,DEAROCKYMTNDiv,,10504,2025-01-27 02:06:29,2025-01-25 16:14:42
+,1201670995435646976,1495910423174037512,laurenboebert,ClubRandom_,Premium,29282,2025-01-27 02:06:29,2025-01-25 16:14:42
+,1326229737551912960,353890966,libsoftiktok,timburchett,Government,258557,2025-01-27 01:20:22,2025-01-25 15:27:26
+,1326229737551912960,1881479405458935808,libsoftiktok,Pfeiffer47,Government,17023,2025-01-27 01:20:22,2025-01-25 15:27:26
-,1137701,17630078,DavidSacks,ebekiel,,2181,2025-01-26 16:23:50,2025-01-23 01:00:08
-,1137701,17793015,DavidSacks,stealthskye,,797,2025-01-26 16:23:50,2025-01-23 01:00:08
-,1137701,21348880,DavidSacks,Timodc,Premium,400229,2025-01-26 16:23:50,2025-01-23 01:00:08
-,1137701,28441895,DavidSacks,igottlieb,,299,2025-01-26 16:23:50,2025-01-23 01:00:08
-,1137701,2439732540,DavidSacks,PasserVR,,4766,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,17862108,DavidSacks,farzyness,Premium,316236,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,18461401,DavidSacks,EdwardLawrence,,21388,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,298274977,DavidSacks,jasondebolt,Premium,226959,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,613649581,DavidSacks,HesterPeirce,Premium,122509,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1421181866,DavidSacks,ChrisLaCivita,Premium,74207,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,2207129125,DavidSacks,Cointelegraph,Business,2643422,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,4182894076,DavidSacks,EleanorTerrett,Premium,211347,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,763094579491008512,DavidSacks,EricLDaugh,Premium,389100,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,937342499093471232,DavidSacks,BankXRP,Premium,242857,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1442238195387678721,DavidSacks,_johnnymaga,Premium,221549,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1591001290846388225,DavidSacks,ElonClipsX,Premium,149768,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1717671858521194496,DavidSacks,signulll,Premium,78524,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1807820819776917510,DavidSacks,AFergusonFTC,Premium,12710,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1879652428490149888,DavidSacks,VP,Government,888502,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1881447582213550080,DavidSacks,Scavino47,Government,248437,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1881455270347546624,DavidSacks,JamesBlair47,Government,6762,2025-01-26 16:23:50,2025-01-23 01:00:08
+,1137701,1881524001412943872,DavidSacks,MargoMartin47,Government,168706,2025-01-26 16:23:50,2025-01-23 01:00:08
-,47253057,986356435691991040,RogerJStoneJr,Thomasdiscerns,,1212,2025-01-26 10:09:48,2025-01-24 22:34:39
-,47253057,1129505805148020736,RogerJStoneJr,glorydivine8,,157,2025-01-26 10:09:48,2025-01-24 22:34:39
-,47253057,1643311696847536129,RogerJStoneJr,conservativeNYr,,214,2025-01-26 10:09:48,2025-01-24 22:34:39
-,47253057,1643581002155999232,RogerJStoneJr,WSpyer,,668,2025-01-26 10:09:48,2025-01-24 22:34:39
-,47253057,1679058047136673795,RogerJStoneJr,Operator0000007,Premium,5596,2025-01-26 10:09:48,2025-01-24 22:34:39
-,47253057,1690188478624194560,RogerJStoneJr,symph0mania,Premium,3085,2025-01-26 10:09:48,2025-01-24 22:34:39
-,47253057,1692202834966528000,RogerJStoneJr,Jerry1839494,,165,2025-01-26 10:09:48,2025-01-24 22:34:39
+,47253057,26757488,RogerJStoneJr,Cart_Kid_72,Premium,867,2025-01-26 10:09:48,2025-01-24 22:34:39
+,47253057,3382866132,RogerJStoneJr,JustinRGoodman,Premium,3458,2025-01-26 10:09:48,2025-01-24 22:34:39
+,47253057,822509856385093632,RogerJStoneJr,HarrisonWFields,Premium,43449,2025-01-26 10:09:48,2025-01-24 22:34:39
+,47253057,1495181988856164356,RogerJStoneJr,__Liberty______,,53376,2025-01-26 10:09:48,2025-01-24 22:34:39
+,47253057,1816207552482320384,RogerJStoneJr,GeraldineB58284,Premium,1423,2025-01-26 10:09:48,2025-01-24 22:34:39
+,47253057,1823063164402937856,RogerJStoneJr,Magalicious4547,Premium,2187,2025-01-26 10:09:48,2025-01-24 22:34:39
+,592730371,21334179,JackPosobiec,tarapalmeri,Premium,98069,2025-01-26 01:33:03,2025-01-24 19:10:44
-,1074480192,139680498,SenTedCruz,realistic_view,,11449,2025-01-26 01:06:38,2025-01-24 18:43:33
+,1625493998,832978972602429440,KingsleyCortes,GrahamAllen_1,Premium,509653,2025-01-26 00:40:53,2025-01-24 18:17:00
+,2352629311,129401455,HawleyMO,JaredKubin,Premium,9210,2025-01-26 00:22:00,2025-01-24 17:57:05
+,1201670995435646976,57338175,laurenboebert,ThomasSowell,Premium,1315562,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1201670995435646976,119003138,laurenboebert,Andrews_JBA,,21500,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1201670995435646976,353190789,laurenboebert,jepersing,,4646,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1201670995435646976,982100930970566656,laurenboebert,BillyMcLaughlin,Premium,17624,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1201670995435646976,1403356678700032003,laurenboebert,smashbaals,Premium,71524,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1201670995435646976,1861390899504390144,laurenboebert,RFKJr_Official,Premium,89278,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1201670995435646976,1879670389057474560,laurenboebert,PressSec,Government,1040170,2025-01-25 16:14:42,2025-01-24 12:22:50
+,1344356576786866176,39384517,RepMTG,ICEgov,Government,843515,2025-01-25 15:13:43,2025-01-24 11:20:11
+,1344356576786866176,296361085,RepMTG,LeaderJohnThune,Government,312297,2025-01-25 15:13:43,2025-01-24 11:20:11
+,1344356576786866176,1268032640042414080,RepMTG,GraduatedBen,Premium,134121,2025-01-25 15:13:43,2025-01-24 11:20:11
+,1344356576786866176,1881524001412943872,RepMTG,MargoMartin47,Government,168706,2025-01-25 15:13:43,2025-01-24 11:20:11
+,26637348,21426423,TulsiGabbard,mboyle1,Premium,52012,2025-01-24 23:04:30,2025-01-24 00:50:46
+,26637348,1737113566745108480,TulsiGabbard,realErikDPrince,Premium,547136,2025-01-24 23:04:30,2025-01-24 00:50:46
-,47253057,1213201225702760448,RogerJStoneJr,TRUMANHUMAN2020,,11687,2025-01-24 22:34:39,2025-01-24 00:22:11
-,47253057,1268724616350089218,RogerJStoneJr,earthing5000,Premium,80713,2025-01-24 22:34:39,2025-01-24 00:22:11
-,47253057,1604667845689868289,RogerJStoneJr,Terry91241531,Premium,10190,2025-01-24 22:34:39,2025-01-24 00:22:11
-,47253057,1605591081889980420,RogerJStoneJr,0megalvl3vent,Premium,1776,2025-01-24 22:34:39,2025-01-24 00:22:11
-,47253057,1659987684918435847,RogerJStoneJr,DonaldTNews,Premium,1231299,2025-01-24 22:34:39,2025-01-24 00:22:11
+,47253057,798564354320842752,RogerJStoneJr,lmc4me,,558,2025-01-24 22:34:39,2025-01-24 00:22:11
+,47253057,1694251774125682688,RogerJStoneJr,ZeldinStan,,1667,2025-01-24 22:34:39,2025-01-24 00:22:11
+,47253057,1822946254659207169,RogerJStoneJr,endlibtyranny,Premium,46645,2025-01-24 22:34:39,2025-01-24 00:22:11
+,47253057,1881447582213550080,RogerJStoneJr,Scavino47,Government,248437,2025-01-24 22:34:39,2025-01-24 00:22:11
+,47253057,1881478226884853760,RogerJStoneJr,Kaelan47,Government,27101,2025-01-24 22:34:39,2025-01-24 00:22:11
-,1625493998,1489266269190770690,KingsleyCortes,noFODfound,,293,2025-01-24 18:17:00,2025-01-23 20:12:14
+,1625493998,1858947201709305856,KingsleyCortes,SecRubio,Government,824585,2025-01-24 18:17:00,2025-01-23 20:12:14
+,1625493998,1881478226884853760,KingsleyCortes,Kaelan47,Government,27101,2025-01-24 18:17:00,2025-01-23 20:12:14
+,1625493998,1881479405458935808,KingsleyCortes,Pfeiffer47,Government,17023,2025-01-24 18:17:00,2025-01-23 20:12:14
+,2352629311,1582466002113249282,HawleyMO,TheFP,Business,340438,2025-01-24 17:57:05,2025-01-23 19:53:30
-,1201670995435646976,57338175,laurenboebert,ThomasSowell,Premium,1315562,2025-01-24 12:22:50,2025-01-23 14:21:29
+,1201670995435646976,1879644163769335808,laurenboebert,WhiteHouse,Government,1340071,2025-01-24 12:22:50,2025-01-23 14:21:29
+,1201670995435646976,1881447582213550080,laurenboebert,Scavino47,Government,248437,2025-01-24 12:22:50,2025-01-23 14:21:29
+,1326229737551912960,215885760,libsoftiktok,KaelanDorr,Premium,32864,2025-01-24 11:34:13,2025-01-23 13:35:25
+,1326229737551912960,1847281436182589440,libsoftiktok,itsJohnRocker,Premium,305249,2025-01-24 11:34:13,2025-01-23 13:35:25
+,1326229737551912960,1881478226884853760,libsoftiktok,Kaelan47,Government,27101,2025-01-24 11:34:13,2025-01-23 13:35:25
+,1326229737551912960,1881524001412943872,libsoftiktok,MargoMartin47,Government,168706,2025-01-24 11:34:13,2025-01-23 13:35:25
+,26637348,56838279,TulsiGabbard,ODNIgov,Government,279391,2025-01-24 00:50:46,2025-01-22 21:37:46
+,26637348,1446432654,TulsiGabbard,KevinRobertsTX,Premium,88577,2025-01-24 00:50:46,2025-01-22 21:37:46
+,26637348,3807079047,TulsiGabbard,rachelbovard,Premium,71749,2025-01-24 00:50:46,2025-01-22 21:37:46
-,47253057,546343664,RogerJStoneJr,zigbs,,20007,2025-01-24 00:22:11,2025-01-22 21:08:59
-,47253057,731417897747238912,RogerJStoneJr,JB100x,,2360,2025-01-24 00:22:11,2025-01-22 21:08:59
+,47253057,1424648986510647297,RogerJStoneJr,Tia4419,Premium,3590,2025-01-24 00:22:11,2025-01-22 21:08:59
+,47253057,1825943223111745536,RogerJStoneJr,Dark_Horse92,Premium,125134,2025-01-24 00:22:11,2025-01-22 21:08:59
+,47253057,1879221201916370944,RogerJStoneJr,ERS_XRP,Premium,30207,2025-01-24 00:22:11,2025-01-22 21:08:59
+,47253057,1879650942410481666,RogerJStoneJr,POTUS,Government,2961759,2025-01-24 00:22:11,2025-01-22 21:08:59
+,216881337,1098091506886471680,RandPaul,laralogan,Premium,1112070,2025-01-23 22:45:10,2025-01-22 19:31:17
-,337808606,409047704,RobertKennedyJr,ConantJ,,580,2025-01-23 22:07:05,2025-01-22 18:54:03
-,592730371,61236989,JackPosobiec,GideonHenry,Premium,7840,2025-01-23 21:04:08,2025-01-22 17:52:14
+,592730371,138648277,JackPosobiec,alexahenning,Premium,17091,2025-01-23 21:04:08,2025-01-22 17:52:14
+,592730371,775339747472400385,JackPosobiec,MonicaPaigeTV,Premium,38271,2025-01-23 21:04:08,2025-01-22 17:52:14
-,1542228578,388416367,JDVance,gravybabypod,,30072,2025-01-23 20:17:12,2025-01-22 17:04:55
+,1625493998,885149478,KingsleyCortes,JenGriffinFNC,Premium,231919,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1878717459148230656,KingsleyCortes,davidsacks47,Government,229354,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1879644163769335808,KingsleyCortes,WhiteHouse,Government,1340071,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1879650942410481666,KingsleyCortes,POTUS,Government,2961759,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1879651867288018944,KingsleyCortes,FLOTUS,Government,449638,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1879652428490149888,KingsleyCortes,VP,Government,888502,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881447582213550080,KingsleyCortes,Scavino47,Government,248437,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881449011368095744,KingsleyCortes,StevenCheung47,Government,80174,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881453001656709120,KingsleyCortes,AnnaKelly47,Government,34064,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881454601041244161,KingsleyCortes,HFields47,Government,28094,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881455270347546624,KingsleyCortes,JamesBlair47,Government,6762,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881456627708280832,KingsleyCortes,StephenMiller47,Government,20210,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1625493998,1881524001412943872,KingsleyCortes,MargoMartin47,Government,168706,2025-01-23 20:12:14,2025-01-22 16:59:57
+,1201670995435646976,80911302,laurenboebert,Okla_OAG,Government,20349,2025-01-23 14:21:29,2025-01-22 11:47:02
+,1201670995435646976,1879221201916370944,laurenboebert,ERS_XRP,Premium,30207,2025-01-23 14:21:29,2025-01-22 11:47:02
+,1344356576786866176,1858947201709305856,RepMTG,SecRubio,Government,824585,2025-01-23 13:22:04,2025-01-22 09:41:25
+,1344356576786866176,1881447582213550080,RepMTG,Scavino47,Government,248437,2025-01-23 13:22:04,2025-01-22 09:41:25
+,1589986640587640834,874904274,Riley_Gaines_,MikhailaFuller,Premium,457449,2025-01-23 10:37:37,2025-01-22 07:22:33
-,1137701,26296893,DavidSacks,pfflynn,,1483,2025-01-23 01:00:08,2025-01-21 15:06:09
-,1137701,114129955,DavidSacks,mbesto,,783,2025-01-23 01:00:08,2025-01-21 15:06:09
-,1137701,819942536919785474,DavidSacks,murchandamus,,20394,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,17274731,DavidSacks,fgthiel,Premium,39822,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,30557408,DavidSacks,deanwball,Premium,7023,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,62230014,DavidSacks,StevenCheung,Premium,95799,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,615818451,DavidSacks,alexandr_wang,Premium,234137,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,1227265416139067393,DavidSacks,VLaCivita,,10220,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,1327266713054941184,DavidSacks,RWApodcast,Premium,365995,2025-01-23 01:00:08,2025-01-21 15:06:09
+,1137701,1879670389057474560,DavidSacks,PressSec,Government,1040170,2025-01-23 01:00:08,2025-01-21 15:06:09
+,26637348,27934053,TulsiGabbard,aishahhasnie,Premium,80082,2025-01-22 21:37:46,2025-01-20 10:25:08
+,26637348,131546062,TulsiGabbard,SenRickScott,Government,696969,2025-01-22 21:37:46,2025-01-20 10:25:08
+,26637348,176491336,TulsiGabbard,keithurbahn,Premium,12282,2025-01-22 21:37:46,2025-01-20 10:25:08
+,26637348,1858882886,TulsiGabbard,JMichaelWaller,Premium,67130,2025-01-22 21:37:46,2025-01-20 10:25:08
-,47253057,170439906,RogerJStoneJr,Philipnokc,,247,2025-01-22 21:08:59,2025-01-20 09:56:28
