Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,337808606,16116288,RobertKennedyJr,rolandsmartin,Premium,717457,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,23176276,RobertKennedyJr,MeghanMcCain,Premium,836647,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,216881337,RobertKennedyJr,RandPaul,Government,5930709,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,1337995998,RobertKennedyJr,KathyMcEntegart,,8,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,1628002328,RobertKennedyJr,54kwilson,,2,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,2216210047,RobertKennedyJr,raymcgovern,Premium,75928,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,1193676034861867012,RobertKennedyJr,TrickleUpSystem,Premium,7538,2024-01-30 20:16:16,2024-01-16 11:59:30
+,337808606,1451571890611376142,RobertKennedyJr,steele_milo,,2,2024-01-30 20:16:16,2024-01-16 11:59:30
-,216881337,9855382,RandPaul,SenateFloor,Premium,524681,2024-01-30 19:44:37,2024-01-19 18:08:36
+,216881337,4808402532,RandPaul,henryrodgersdc,Premium,64770,2024-01-30 19:44:37,2024-01-19 18:08:36
+,216881337,1000390480696356864,RandPaul,Hoffman8Jon,Premium,5869,2024-01-30 19:44:37,2024-01-19 18:08:36
+,26637348,46693677,TulsiGabbard,DeWitt_Chris,Premium,404,2024-01-30 17:43:03,2024-01-19 14:36:51
+,26637348,588569122,TulsiGabbard,wallstreetbets,Business,902232,2024-01-30 17:43:03,2024-01-19 14:36:51
+,26637348,1180533698,TulsiGabbard,fasc1nate,Premium,3258087,2024-01-30 17:43:03,2024-01-19 14:36:51
+,26637348,3530136020,TulsiGabbard,matthewdmarsden,Premium,182073,2024-01-30 17:43:03,2024-01-19 14:36:51
-,1137701,1227002648475271169,DavidSacks,askviable,,1070,2024-01-30 16:34:07,2024-01-29 10:58:47
-,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-01-29 19:20:12,2024-01-23 13:00:50
+,1589986640587640834,2807808502,Riley_Gaines_,Tokmak1776,Premium,455,2024-01-29 19:20:12,2024-01-23 13:00:50
+,1589986640587640834,3167789983,Riley_Gaines_,JimJusticeWV,Premium,27488,2024-01-29 19:20:12,2024-01-23 13:00:50
+,1589986640587640834,1538996509479419905,Riley_Gaines_,AskATranswidow,Premium,19305,2024-01-29 19:20:12,2024-01-23 13:00:50
+,1589986640587640834,1686551250538528769,Riley_Gaines_,ValentinaForUSA,Premium,406658,2024-01-29 19:20:12,2024-01-23 13:00:50
+,1589986640587640834,1749456879699308545,Riley_Gaines_,NTBTakes,Business,7983,2024-01-29 19:20:12,2024-01-23 13:00:50
+,878247600096509952,1559650033686953990,RealCandaceO,CatchUpFeed,Premium,134805,2024-01-27 06:37:05,2024-01-16 16:56:00
-,1201670995435646976,1420919062285201408,laurenboebert,findgg33,,94220,2024-01-25 07:16:14,2024-01-16 19:50:14
+,1201670995435646976,1912799826,laurenboebert,danbishopnc,Premium,28703,2024-01-25 07:16:14,2024-01-16 19:50:14
+,1201670995435646976,1572756147253252097,laurenboebert,ideaordie,Business,14639,2024-01-25 07:16:14,2024-01-16 19:50:14
+,1227799690579718144,244655353,VivekGRamaswamy,davidaxelrod,Premium,1389630,2024-01-24 07:34:32,2024-01-16 20:01:27
+,1326229737551912960,2455740283,libsoftiktok,MrBeast,Premium,32345502,2024-01-23 16:58:20,2024-01-16 20:41:09
+,1344356576786866176,18004872,RepMTG,SusieWiles,Premium,255792,2024-01-23 16:40:40,2024-01-16 20:52:56
+,1344356576786866176,1176026136117166080,RepMTG,rawsalerts,Premium,1206979,2024-01-23 16:40:40,2024-01-16 20:52:56
+,1589986640587640834,818531386877476868,Riley_Gaines_,allie_coghan,Premium,1109,2024-01-21 08:58:57,2024-01-17 08:28:19
+,1589986640587640834,1355721251180961792,Riley_Gaines_,GuntherEagleman,Premium,1358806,2024-01-21 08:58:57,2024-01-17 08:28:19
+,1137701,1446432654,DavidSacks,KevinRobertsTX,Premium,88577,2024-01-20 21:21:24,2024-01-18 15:00:24
+,216881337,19737700,RandPaul,JoeTalkShow,Premium,239679,2024-01-19 18:08:36,2024-01-16 11:29:37
+,26637348,166990746,TulsiGabbard,MonicaCrowley,Premium,1284175,2024-01-19 14:36:51,2024-01-16 09:44:55
+,1589986640587640834,844732519966801921,Riley_Gaines_,karolineleavitt,Government,833962,2024-01-17 08:28:19,2024-01-13 15:06:28
+,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-01-17 08:28:19,2024-01-13 15:06:28
+,1589986640587640834,1504113983028174854,Riley_Gaines_,CourageHabit,Business,36836,2024-01-17 08:28:19,2024-01-13 15:06:28
-,1326229737551912960,468491466,libsoftiktok,SheldonWillColl,,901,2024-01-16 20:41:09,2024-01-13 18:07:39
+,1326229737551912960,16228398,libsoftiktok,mcuban,Premium,9105945,2024-01-16 20:41:09,2024-01-13 18:07:39
+,1227799690579718144,211025537,VivekGRamaswamy,Malcolm_fleX48,Premium,118743,2024-01-16 20:01:27,2024-01-13 18:46:51
+,878247600096509952,2874102076,RealCandaceO,stclairashley,Premium,1119104,2024-01-16 16:56:00,2024-01-14 21:20:03
-,1074480192,553871022,SenTedCruz,TheReaganWay,,6970,2024-01-16 13:26:13,2024-01-15 00:23:46
+,1074480192,200713026,SenTedCruz,TertiusIII,Premium,7210,2024-01-16 13:26:13,2024-01-15 00:23:46
-,592730371,247368688,JackPosobiec,BlueBoxDave,Premium,81939,2024-01-16 13:00:55,2024-01-15 00:48:15
+,26637348,346781925,TulsiGabbard,GriffJenkins,Premium,51557,2024-01-15 08:05:27,2024-01-12 16:12:49
+,26637348,1526228120,TulsiGabbard,XData,Business,781723,2024-01-15 08:05:27,2024-01-12 16:12:49
+,26637348,827279765287559171,TulsiGabbard,SpeakerJohnson,Government,996794,2024-01-15 08:05:27,2024-01-12 16:12:49
+,26637348,890061634181373952,TulsiGabbard,CollinRugg,Premium,1786147,2024-01-15 08:05:27,2024-01-12 16:12:49
+,26637348,1552795969959636992,TulsiGabbard,EndWokeness,Premium,3636715,2024-01-15 08:05:27,2024-01-12 16:12:49
+,216881337,407013776,RandPaul,burgessev,Premium,145039,2024-01-15 02:23:51,2024-01-12 14:30:34
+,216881337,3872346202,RandPaul,beinlibertarian,Premium,285473,2024-01-15 02:23:51,2024-01-12 14:30:34
+,337808606,1493365030565335041,RobertKennedyJr,KnowaDeBaraso,,96590,2024-01-15 01:48:42,2024-01-12 13:58:17
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-01-15 00:05:34,2024-01-12 12:13:19
+,1227799690579718144,991741610718257152,VivekGRamaswamy,martyrmade,Premium,309340,2024-01-13 18:46:51,2024-01-11 15:49:51
-,1326229737551912960,122514150,libsoftiktok,CedarsSinai,,33845,2024-01-13 18:07:39,2024-01-11 15:09:38
-,1326229737551912960,2396104526,libsoftiktok,JMHSBklyn,,719,2024-01-13 18:07:39,2024-01-11 15:09:38
+,1326229737551912960,319139933,libsoftiktok,ben_kew,Premium,118384,2024-01-13 18:07:39,2024-01-11 15:09:38
+,1326229737551912960,468491466,libsoftiktok,SheldonWillColl,,901,2024-01-13 18:07:39,2024-01-11 15:09:38
+,1326229737551912960,993969872315990016,libsoftiktok,lancsd_av,,266,2024-01-13 18:07:39,2024-01-11 15:09:38
+,1344356576786866176,320725132,RepMTG,elleonCEOTK,Premium,163617,2024-01-13 17:54:57,2024-01-11 14:54:14
-,337808606,557280690,RobertKennedyJr,PugetSKeeper,,3626,2024-01-12 13:58:17,2024-01-09 08:59:34
+,337808606,233842454,RobertKennedyJr,justinamash,Premium,484949,2024-01-12 13:58:17,2024-01-09 08:59:34
+,337808606,1727651350505480192,RobertKennedyJr,blacks4kennedy,,784,2024-01-12 13:58:17,2024-01-09 08:59:34
