Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1911884791911231489,17060573,AAGDhillon,ComfortablySmug,Premium,333050,2025-05-20 05:23:02,2025-05-19 19:57:06
+,1911884791911231489,43728481,AAGDhillon,MichaelDuncan,Premium,31054,2025-05-20 05:23:02,2025-05-19 19:57:06
+,1911884791911231489,526513037,AAGDhillon,JohnAshbrook,Premium,23220,2025-05-20 05:23:02,2025-05-19 19:57:06
+,1914737178279862272,1917997182327652352,USAttyEssayli,USAttyHabba,Government,28153,2025-05-20 05:23:02,2025-05-19 19:57:06
+,1904892727612911616,1879651867288018944,AAGSlater,FLOTUS,Government,449638,2025-05-20 05:23:01,2025-05-19 19:57:05
+,1881447582213550080,19936078,Scavino47,kencen,,81420,2025-05-20 05:22:44,2025-05-19 19:56:37
+,1878717459148230656,814367737342328833,davidsacks47,SecArmy,Government,124543,2025-05-20 05:22:43,2025-05-19 19:56:36
+,1500867239674843143,1914737178279862272,JeffClarkUS,USAttyEssayli,Government,7987,2025-05-20 05:22:40,2025-05-19 19:56:33
+,1201670995435646976,510907377,laurenboebert,TrueChadwick,Premium,292410,2025-05-20 05:22:38,2025-05-19 19:56:32
+,880412538625810432,1859904050382118912,BillAckman,,,,2025-05-20 05:22:37,2025-05-19 19:56:31
+,826065164504006657,1917997182327652352,mtgreenee,USAttyHabba,Government,28153,2025-05-20 05:22:36,2025-05-19 19:56:30
+,1542228578,398184852,JDVance,dlongenecker1,Premium,88548,2025-05-20 05:22:32,2025-05-19 19:56:27
+,1625493998,48410093,KingsleyCortes,TomCruise,Premium,7004722,2025-05-20 05:22:32,2025-05-19 19:56:27
+,1060487274,1379511880285323265,RepDougCollins,CaptainSamBrown,Premium,158045,2025-05-20 05:22:31,2025-05-19 19:56:26
+,523276626,410053879,BoHines,berniemoreno,Government,73279,2025-05-20 05:22:30,2025-05-19 19:56:25
+,592730371,1567335714395721731,JackPosobiec,AmyyDangerfield,Premium,3244,2025-05-20 05:22:30,2025-05-19 19:56:25
-,232901331,1022693675250249729,dbongino,DrewHLive,Premium,370041,2025-05-20 05:22:29,2025-05-19 19:56:24
+,47253057,1451219590688690186,RogerJStoneJr,,,,2025-05-20 05:22:23,2025-05-19 19:56:18
+,44196397,1219282049070063617,elonmusk,,,,2025-05-20 05:22:22,2025-05-19 19:56:18
+,29495695,1367642958502244354,KLoeffler,TreasuryDepSec,,8161,2025-05-20 05:22:21,2025-05-19 19:56:17
+,1900580278709477376,519897737,TaylorRogers47,abigailmarone,Premium,76098,2025-05-19 19:57:04,2025-05-19 11:38:07
+,1900580278709477376,1924524488441430016,TaylorRogers47,ATJackson47,Government,229,2025-05-19 19:57:04,2025-05-19 11:38:07
+,1900607381358387200,478180614,LizHuston47,meredithllee,Premium,12332,2025-05-19 19:57:04,2025-05-19 11:38:07
+,1900607381358387200,519897737,LizHuston47,abigailmarone,Premium,76098,2025-05-19 19:57:04,2025-05-19 11:38:07
+,1900607381358387200,1166744560686514177,LizHuston47,MadelineLeesman,,1624,2025-05-19 19:57:04,2025-05-19 11:38:07
+,1881478226884853760,1924524488441430016,Kaelan47,ATJackson47,Government,229,2025-05-19 19:56:44,2025-05-19 11:37:54
+,1881454601041244161,1901635213693784065,HFields47,FBIDDBongino,Government,106241,2025-05-19 19:56:43,2025-05-19 11:37:54
+,1879670389057474560,1924524488441430016,PressSec,ATJackson47,Government,229,2025-05-19 19:56:37,2025-05-19 11:37:52
+,1500867239674843143,1022938687,JeffClarkUS,catholicpat,Premium,51040,2025-05-19 19:56:33,2025-05-19 11:37:49
+,1500867239674843143,1430936885799518212,JeffClarkUS,ash_leyyy32,Premium,10591,2025-05-19 19:56:33,2025-05-19 11:37:49
-,1201670995435646976,510907377,laurenboebert,TrueChadwick,Premium,292410,2025-05-19 19:56:32,2025-05-19 11:37:47
-,232901331,95994080,dbongino,Lukewearechange,Premium,580508,2025-05-19 19:56:24,2025-05-19 11:37:38
-,232901331,191871143,dbongino,VigilantFox,Premium,1611231,2025-05-19 19:56:24,2025-05-19 11:37:38
-,232901331,1692943419776131072,dbongino,realmflynnJR,Premium,65300,2025-05-19 19:56:24,2025-05-19 11:37:38
-,47253057,1638632166522335235,RogerJStoneJr,MAGA__Steve,Premium,23029,2025-05-19 19:56:18,2025-05-19 11:37:32
-,47253057,1723183635551895552,RogerJStoneJr,LordLovaduck,Premium,0,2025-05-19 19:56:18,2025-05-19 11:37:32
