Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
-,592730371,930110969044385793,JackPosobiec,RillaInglewood,Premium,587,2024-07-26 03:23:50,2024-07-25 09:35:27
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-26 03:23:50,2024-07-25 09:35:27
+,592730371,1646347061581733888,JackPosobiec,CainCadmusCabot,Premium,1635,2024-07-26 03:23:50,2024-07-25 09:35:27
+,1074480192,558948307,SenTedCruz,LisaedLisa,,576,2024-07-26 02:55:53,2024-07-25 09:09:01
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-07-26 02:35:30,2024-07-25 08:49:35
-,1625493998,1356101051682701312,KingsleyCortes,rtwngsavages,Premium,31938,2024-07-26 02:31:55,2024-07-24 14:33:30
-,1625493998,1792602653601480705,KingsleyCortes,_paulcupp,,133,2024-07-26 02:31:55,2024-07-24 14:33:30
+,1625493998,483494554,KingsleyCortes,peytondreww,,9029,2024-07-26 02:31:55,2024-07-24 14:33:30
+,1625493998,538021652,KingsleyCortes,TheOliverStone,Premium,250081,2024-07-26 02:31:55,2024-07-24 14:33:30
+,1625493998,984218310,KingsleyCortes,CoreyJMahler,Premium,14658,2024-07-26 02:31:55,2024-07-24 14:33:30
+,1625493998,817138492614524928,KingsleyCortes,SenTedBuddNC,Government,70967,2024-07-26 02:31:55,2024-07-24 14:33:30
+,2352629311,583053924,HawleyMO,RyanConwayMO,,792,2024-07-26 02:10:18,2024-07-25 08:25:27
+,2352629311,1560668763082686465,HawleyMO,TeamsterSOB,,55023,2024-07-26 02:10:18,2024-07-25 08:25:27
+,1344356576786866176,334863697,RepMTG,Jon_Gross,,3067,2024-07-25 19:47:49,2024-07-25 00:28:24
+,1344356576786866176,1716982642858713088,RepMTG,BillBlasterApp,,5460,2024-07-25 19:47:49,2024-07-25 00:28:24
+,216881337,935942321756966912,RandPaul,RealAmVoice,Business,386320,2024-07-25 11:12:23,2024-07-23 23:54:17
+,216881337,1242534200634478593,RandPaul,RealPNavarro,Premium,323736,2024-07-25 11:12:23,2024-07-23 23:54:17
+,216881337,1586235138240749568,RandPaul,RealSteveBanon,,3642,2024-07-25 11:12:23,2024-07-23 23:54:17
-,592730371,4041846647,JackPosobiec,danney_williams,Premium,50136,2024-07-25 09:35:27,2024-07-24 01:29:58
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-25 09:35:27,2024-07-24 01:29:58
+,1074480192,16491845,SenTedCruz,NFT_Futuresx,,22097,2024-07-25 09:09:01,2024-07-23 09:14:33
+,1542228578,18604137,JDVance,RonColeman,Premium,271216,2024-07-25 08:49:35,2024-07-23 08:53:23
-,2352629311,583053924,HawleyMO,RyanConwayMO,,792,2024-07-25 08:25:27,2024-07-23 08:27:44
-,1326229737551912960,1356101051682701312,libsoftiktok,rtwngsavages,Premium,31938,2024-07-25 00:41:12,2024-07-24 10:14:09
-,1326229737551912960,1378532333930774529,libsoftiktok,assliken,Premium,35264,2024-07-25 00:41:12,2024-07-24 10:14:09
+,1589986640587640834,14788764,Riley_Gaines_,GrantCardone,Business,1205925,2024-07-24 06:42:30,2024-07-22 22:30:29
+,1589986640587640834,1617617948138475535,Riley_Gaines_,CovenantRescue,Premium,1030,2024-07-24 06:42:30,2024-07-22 22:30:29
-,592730371,1646347061581733888,JackPosobiec,CainCadmusCabot,Premium,1635,2024-07-24 01:29:58,2024-07-23 09:43:03
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-24 01:29:58,2024-07-23 09:43:03
-,337808606,16002032,RobertKennedyJr,RodSchoonover,,1850,2024-07-24 00:26:40,2024-07-23 10:49:02
+,1137701,18986695,DavidSacks,ScottJenningsKY,Premium,598231,2024-07-23 17:27:01,2024-07-22 05:51:46
+,1137701,334715818,DavidSacks,BuckSexton,Premium,1253366,2024-07-23 17:27:01,2024-07-22 05:51:46
+,337808606,399412477,RobertKennedyJr,el33th4xor,Premium,302130,2024-07-23 10:49:02,2024-07-22 09:20:19
-,592730371,877985300466745344,JackPosobiec,JosephJFlynn1,Premium,464562,2024-07-23 09:43:03,2024-07-22 10:24:00
+,592730371,22960774,JackPosobiec,LiaS814,Premium,3850,2024-07-23 09:43:03,2024-07-22 10:24:00
+,592730371,1631505383742140416,JackPosobiec,DougMackeyCase,Premium,44355,2024-07-23 09:43:03,2024-07-22 10:24:00
-,1074480192,139680498,SenTedCruz,realistic_view,,11449,2024-07-23 09:14:33,2024-07-22 10:52:33
+,1201670995435646976,1343597700542038017,laurenboebert,RepNancyMace,Government,658572,2024-07-23 03:30:35,2024-07-22 16:17:31
+,1201670995435646976,1636760085539045379,laurenboebert,OversightPR,Business,116906,2024-07-23 03:30:35,2024-07-22 16:17:31
-,1589986640587640834,1338885776323600385,Riley_Gaines_,Judy_Charl,,2584,2024-07-22 22:30:29,2024-07-21 19:52:37
+,1589986640587640834,1343597700542038017,Riley_Gaines_,RepNancyMace,Government,658572,2024-07-22 22:30:29,2024-07-21 19:52:37
+,1344356576786866176,21333396,RepMTG,susancrabtree,Premium,135768,2024-07-22 17:32:36,2024-07-21 23:57:34
-,1326229737551912960,877985300466745344,libsoftiktok,JosephJFlynn1,Premium,464562,2024-07-22 17:18:34,2024-07-22 00:15:11
+,1326229737551912960,1199522589573554176,libsoftiktok,KarluskaP,Premium,327561,2024-07-22 17:18:34,2024-07-22 00:15:11
-,1201670995435646976,877985300466745344,laurenboebert,JosephJFlynn1,Premium,464562,2024-07-22 16:17:31,2024-07-22 01:20:38
+,1542228578,213682009,JDVance,MikeDury,,2022,2024-07-22 11:09:49,2024-07-21 10:25:25
-,1074480192,16491845,SenTedCruz,NFT_Futuresx,,22097,2024-07-22 10:52:33,2024-07-21 10:08:04
-,1074480192,19010788,SenTedCruz,cmm14,Premium,6227,2024-07-22 10:52:33,2024-07-21 10:08:04
-,1074480192,325893346,SenTedCruz,4joachim,,4621,2024-07-22 10:52:33,2024-07-21 10:08:04
-,592730371,22960774,JackPosobiec,LiaS814,Premium,3850,2024-07-22 10:24:00,2024-07-21 09:39:08
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-22 10:24:00,2024-07-21 09:39:08
+,592730371,1287866726491672577,JackPosobiec,jlippincott_,Premium,58588,2024-07-22 10:24:00,2024-07-21 09:39:08
-,1137701,398271367,DavidSacks,EdwardGLuce,Premium,128383,2024-07-22 05:51:46,2024-07-21 04:52:02
+,1137701,3474685637,DavidSacks,shayne_coplan,Premium,86580,2024-07-22 05:51:46,2024-07-21 04:52:02
+,1201670995435646976,1594406180876697601,laurenboebert,RepWeinberg,Premium,1385,2024-07-22 01:20:38,2024-07-20 19:19:18
-,1326229737551912960,266894776,libsoftiktok,AJDelgado13,Premium,106026,2024-07-22 00:15:11,2024-07-20 18:17:03
-,1074480192,1901008237,SenTedCruz,brendenslab,Premium,4991,2024-07-21 10:08:04,2024-07-21 00:50:04
+,216881337,303434772,RandPaul,emilyakopp,Premium,32943,2024-07-21 07:58:57,2024-07-18 08:35:53
-,592730371,477002167,JackPosobiec,IAmVerySilky,Premium,3501,2024-07-21 01:17:56,2024-07-18 20:46:47
+,592730371,1554950936715374592,JackPosobiec,PrayingForReign,Premium,821,2024-07-21 01:17:56,2024-07-18 20:46:47
+,1074480192,1901008237,SenTedCruz,brendenslab,Premium,4991,2024-07-21 00:50:04,2024-07-18 20:19:29
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-07-21 00:29:39,2024-07-20 01:27:05
+,1589986640587640834,45840174,Riley_Gaines_,KenPaxtonTX,Premium,448968,2024-07-20 10:17:23,2024-07-19 15:25:10
+,1589986640587640834,343814839,Riley_Gaines_,JondavidRLongo,Premium,24976,2024-07-20 10:17:23,2024-07-19 15:25:10
+,1137701,1737113566745108480,DavidSacks,realErikDPrince,Premium,547136,2024-07-20 06:00:35,2024-07-19 12:00:11
-,1542228578,19668853,JDVance,greghartmann,,3025,2024-07-20 01:27:05,2024-07-18 19:59:49
+,2352629311,2853461537,HawleyMO,ScottAdamsSays,Premium,1254140,2024-07-20 01:01:13,2024-07-18 19:35:58
+,1326229737551912960,1158440629438996481,libsoftiktok,BernardstonMA,,55,2024-07-19 19:10:31,2024-07-18 14:07:00
+,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-07-19 15:25:10,2024-07-18 10:44:13
+,1589986640587640834,971841850695979010,Riley_Gaines_,sav_says_,Premium,637873,2024-07-19 15:25:10,2024-07-18 10:44:13
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-18 20:46:47,2024-07-17 09:51:29
-,1074480192,1901008237,SenTedCruz,brendenslab,Premium,4991,2024-07-18 20:19:29,2024-07-17 10:20:28
+,1074480192,408823105,SenTedCruz,kim_ad_carlisle,,48,2024-07-18 20:19:29,2024-07-17 10:20:28
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-07-18 19:59:49,2024-07-17 10:37:13
-,2352629311,38734989,HawleyMO,ClayMeanderings,,558,2024-07-18 19:35:58,2024-07-17 11:01:49
-,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-07-18 10:44:13,2024-07-17 19:40:07
+,1589986640587640834,306389855,Riley_Gaines_,ScottforFlorida,Premium,310235,2024-07-18 10:44:13,2024-07-17 19:40:07
+,1589986640587640834,1207874097251639296,Riley_Gaines_,CawthornforNC,Premium,558280,2024-07-18 10:44:13,2024-07-17 19:40:07
+,1589986640587640834,1485325987885768706,Riley_Gaines_,cartierfamilyZ,Premium,107429,2024-07-18 10:44:13,2024-07-17 19:40:07
+,26637348,23387115,TulsiGabbard,ANCA_DC,Premium,79440,2024-07-18 06:46:53,2024-07-17 06:33:15
+,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-07-17 19:40:07,2024-07-16 10:40:18
+,1589986640587640834,1097307966213160961,Riley_Gaines_,ZeekArkham,Premium,424743,2024-07-17 19:40:07,2024-07-16 10:40:18
+,1344356576786866176,19562228,RepMTG,rustyrockets,Premium,11346571,2024-07-17 16:41:00,2024-07-16 13:56:11
-,1326229737551912960,11203972,libsoftiktok,jtLOL,Premium,74665,2024-07-17 16:27:45,2024-07-16 14:09:01
-,1326229737551912960,1164487286,libsoftiktok,beyondreasdoubt,Premium,49089,2024-07-17 16:27:45,2024-07-16 14:09:01
+,1326229737551912960,38728458,libsoftiktok,r0hernandez,,4398,2024-07-17 16:27:45,2024-07-16 14:09:01
+,1326229737551912960,1446465174,libsoftiktok,akafaceUS,Premium,493621,2024-07-17 16:27:45,2024-07-16 14:09:01
+,1201670995435646976,1350856648391335940,laurenboebert,carolina_bonita,Premium,61851,2024-07-17 15:32:44,2024-07-16 15:04:31
+,26637348,2926126729,TulsiGabbard,AlanMyron,Premium,7695,2024-07-17 06:33:15,2024-07-16 06:49:33
+,1137701,499154896,DavidSacks,alexbruesewitz,Premium,574653,2024-07-17 05:33:19,2024-07-16 05:46:45
-,592730371,19985444,JackPosobiec,jihadwatchRS,Premium,273802,2024-07-16 20:29:21,2024-07-15 09:59:47
-,592730371,21579466,JackPosobiec,EladRadson,,41126,2024-07-16 20:29:21,2024-07-15 09:59:47
-,592730371,2975091705,JackPosobiec,JodyHiceFRCA,Government,88537,2024-07-16 20:29:21,2024-07-15 09:59:47
-,592730371,1023722780968280069,JackPosobiec,SupportNewMedia,,16431,2024-07-16 20:29:21,2024-07-15 09:59:47
+,1074480192,260567394,SenTedCruz,buttsplc05,,13119,2024-07-16 20:03:27,2024-07-15 09:32:27
-,1542228578,209693451,JDVance,Steve_Sailer,Premium,161973,2024-07-16 19:44:23,2024-07-15 09:12:34
-,1542228578,213682009,JDVance,MikeDury,,2022,2024-07-16 19:44:23,2024-07-15 09:12:34
-,1542228578,1452614308500738052,JDVance,fails0n,,131,2024-07-16 19:44:23,2024-07-15 09:12:34
+,2352629311,259001548,HawleyMO,kayleighmcenany,Premium,3969046,2024-07-16 19:21:26,2024-07-15 08:49:17
+,1326229737551912960,1403784319122907136,libsoftiktok,BehizyTweets,Premium,656416,2024-07-16 14:09:01,2024-07-15 20:37:03
-,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-07-16 10:40:18,2024-07-14 22:16:18
+,1589986640587640834,1201697720936861697,Riley_Gaines_,PGATUOR,Premium,348771,2024-07-16 10:40:18,2024-07-14 22:16:18
-,26637348,2926126729,TulsiGabbard,AlanMyron,Premium,7695,2024-07-16 06:49:33,2024-07-14 19:32:25
+,1137701,1073588049588772864,DavidSacks,TommyHicksGOP,Premium,30495,2024-07-16 05:46:45,2024-07-14 18:27:15
-,1201670995435646976,1350856648391335940,laurenboebert,carolina_bonita,Premium,61851,2024-07-15 21:32:34,2024-07-15 04:30:34
+,1326229737551912960,1261335549215989760,libsoftiktok,Polymarket,Business,575384,2024-07-15 20:37:03,2024-07-15 03:34:01
-,1074480192,16369355,SenTedCruz,JimboIsNumero1,,12,2024-07-15 09:32:27,2024-07-13 20:53:13
-,1074480192,51726004,SenTedCruz,imcnulty82,,1958,2024-07-15 09:32:27,2024-07-13 20:53:13
+,1074480192,24480203,SenTedCruz,abubenahem,,596,2024-07-15 09:32:27,2024-07-13 20:53:13
-,2352629311,1446591064777936897,HawleyMO,William_E_Wolfe,Premium,68764,2024-07-15 08:49:17,2024-07-13 20:10:03
+,1201670995435646976,333357345,laurenboebert,Cobratate,Premium,10803618,2024-07-15 04:30:34,2024-07-13 15:40:41
+,1201670995435646976,949101361,laurenboebert,SoperMatthew,,2486,2024-07-15 04:30:34,2024-07-13 15:40:41
+,1326229737551912960,930212715422998530,libsoftiktok,RealJessica05,Premium,509534,2024-07-15 03:34:01,2024-07-13 14:43:33
+,1326229737551912960,1663701168839872512,libsoftiktok,MAGAVoice,Premium,1048654,2024-07-15 03:34:01,2024-07-13 14:43:33
+,1344356576786866176,18584875,RepMTG,hodgetwins,Premium,3320486,2024-07-15 01:22:05,2024-07-13 14:30:19
+,1344356576786866176,112526560,RepMTG,kenvogel,Premium,109043,2024-07-15 01:22:05,2024-07-13 14:30:19
+,1344356576786866176,1520163103219978240,RepMTG,DorameDeano,Premium,73234,2024-07-15 01:22:05,2024-07-13 14:30:19
+,1589986640587640834,1071585991,Riley_Gaines_,BillMelugin_,Premium,547461,2024-07-14 22:16:18,2024-07-14 10:27:09
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-13 21:20:37,2024-07-12 21:29:43
+,1074480192,139680498,SenTedCruz,realistic_view,,11449,2024-07-13 20:53:13,2024-07-12 21:02:32
+,1326229737551912960,3315264553,libsoftiktok,KamalaHQ,Premium,1195216,2024-07-13 14:43:33,2024-07-12 15:01:34
+,1344356576786866176,18029328,RepMTG,SecretsBedard,Premium,41461,2024-07-13 14:30:19,2024-07-12 14:48:25
+,1589986640587640834,797201048490430465,Riley_Gaines_,RepTenney,Government,54923,2024-07-13 11:23:32,2024-07-12 11:44:20
+,216881337,1623756995281973250,RandPaul,BiosafetyNow,Premium,5936,2024-07-12 23:10:53,2024-07-12 03:38:58
-,337808606,3840,RobertKennedyJr,Jason,Premium,980199,2024-07-12 22:34:43,2024-07-12 01:13:45
-,1074480192,139680498,SenTedCruz,realistic_view,,11449,2024-07-12 21:02:32,2024-07-11 23:42:50
+,216881337,47791337,RandPaul,R_H_Ebright,Premium,79505,2024-07-12 03:38:58,2024-07-10 08:42:15
+,216881337,1446408937,RandPaul,LeonHWolf,,22626,2024-07-12 03:38:58,2024-07-10 08:42:15
-,592730371,755425,JackPosobiec,isamuel,,13211,2024-07-12 00:09:45,2024-07-10 10:14:05
+,592730371,598601483,JackPosobiec,Communism_Kills,,32123,2024-07-12 00:09:45,2024-07-10 10:14:05
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-12 00:09:45,2024-07-10 10:14:05
+,592730371,1692943419776131072,JackPosobiec,realmflynnJR,Premium,65300,2024-07-12 00:09:45,2024-07-10 10:14:05
-,1074480192,24480203,SenTedCruz,abubenahem,,596,2024-07-11 23:42:50,2024-07-10 10:41:42
-,1074480192,192800365,SenTedCruz,BDuhb,,346,2024-07-11 23:42:50,2024-07-10 10:41:42
+,2352629311,14246657,HawleyMO,SteveKrak,Premium,66440,2024-07-11 23:00:27,2024-07-10 11:20:46
+,1201670995435646976,1610230835289923584,laurenboebert,RepLuna,Government,347616,2024-07-11 17:59:56,2024-07-10 18:25:41
+,1344356576786866176,9300262,RepMTG,politico,Premium,4516413,2024-07-11 16:52:49,2024-07-10 17:17:25
+,1344356576786866176,800707492346925056,RepMTG,axios,Business,671133,2024-07-11 16:52:49,2024-07-10 17:17:25
+,827279765287559171,1808142093744852992,SpeakerJohnson,RepMichaelRulli,Government,1957,2024-07-10 20:32:18,2024-07-09 13:04:33
+,878247600096509952,1116345515761909760,RealCandaceO,EMichaelJones1,Premium,107786,2024-07-10 20:16:40,2024-07-09 13:26:03
+,1227799690579718144,1459416842204696577,VivekGRamaswamy,TheTennisLetter,Premium,151032,2024-07-10 18:11:18,2024-07-09 19:24:33
+,1589986640587640834,353884793,Riley_Gaines_,CoachLouHoltz88,Premium,172599,2024-07-10 14:10:10,2024-07-09 15:28:23
+,1589986640587640834,620571475,Riley_Gaines_,DanScavino,,2153704,2024-07-10 14:10:10,2024-07-09 15:28:23
+,1137701,104264713,DavidSacks,snehalantani,Premium,2293,2024-07-10 05:53:02,2024-07-09 05:18:57
+,878247600096509952,262299947,RealCandaceO,Byoussef,Premium,11744209,2024-07-09 13:26:03,2024-07-08 13:20:45
-,592730371,598601483,JackPosobiec,Communism_Kills,,32123,2024-07-09 09:45:05,2024-07-08 09:43:02
+,1137701,657863,DavidSacks,kevinrose,Premium,1572625,2024-07-09 05:18:57,2024-07-08 05:18:15
+,1589986640587640834,1301225793905803264,Riley_Gaines_,realmichaelseif,Premium,89865,2024-07-08 19:23:48,2024-07-07 14:49:13
+,1344356576786866176,302961644,RepMTG,SarahisCensored,Premium,297661,2024-07-08 16:19:34,2024-07-07 17:52:30
+,1344356576786866176,2874102076,RepMTG,stclairashley,Premium,1119104,2024-07-08 16:19:34,2024-07-07 17:52:30
+,592730371,1392018271898116096,JackPosobiec,AXChristoforou,Premium,45449,2024-07-08 09:43:02,2024-07-07 10:30:41
-,337808606,804521838281826304,RobertKennedyJr,RealLoriSpencer,,13230,2024-07-08 08:40:47,2024-07-07 09:27:19
+,1137701,620571475,DavidSacks,DanScavino,,2153704,2024-07-08 05:18:15,2024-07-07 06:00:47
+,1344356576786866176,1511074777708085258,RepMTG,ImMeme0,Premium,733312,2024-07-07 17:52:30,2024-07-06 11:17:55
+,592730371,1686422676661850120,JackPosobiec,jaypennview,Premium,2840,2024-07-07 10:30:41,2024-07-06 21:00:05
+,26637348,810055220,TulsiGabbard,ProudElephantUS,Premium,493303,2024-07-07 00:21:17,2024-07-04 06:56:57
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2024-07-06 21:00:05,2024-07-05 23:09:59
+,1326229737551912960,1588985053308239872,libsoftiktok,WarlordDilley,Premium,194594,2024-07-06 11:30:58,2024-07-05 16:36:07
