Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
-,47253057,1357585388941017089,RogerJStoneJr,America_NeedsUs,,1366,2024-10-31 21:42:06,2024-10-30 19:46:40
-,47253057,1437428808957759488,RogerJStoneJr,FarmerBrown1969,Premium,2526,2024-10-31 21:42:06,2024-10-30 19:46:40
-,47253057,1515134025907642368,RogerJStoneJr,ErmaCha93684190,,675,2024-10-31 21:42:06,2024-10-30 19:46:40
-,47253057,1586445813441601537,RogerJStoneJr,psworldwide2023,,1187,2024-10-31 21:42:06,2024-10-30 19:46:40
+,47253057,1128985740778639360,RogerJStoneJr,squirrellywrat4,,223,2024-10-31 21:42:06,2024-10-30 19:46:40
+,47253057,1539625077465092097,RogerJStoneJr,JackWhi95926970,Premium,7377,2024-10-31 21:42:06,2024-10-30 19:46:40
+,47253057,1694251774125682688,RogerJStoneJr,ZeldinStan,,1667,2024-10-31 21:42:06,2024-10-30 19:46:40
+,337808606,39349894,RobertKennedyJr,EricTrump,Premium,5751006,2024-10-31 19:15:20,2024-10-30 17:33:20
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-10-31 16:55:37,2024-10-30 15:46:05
+,1625493998,1178839081222115328,KingsleyCortes,MysteryGrove,Premium,97559,2024-10-31 16:51:42,2024-10-30 15:42:11
+,2352629311,1675230699396251655,HawleyMO,JamieWhistle,Premium,15260,2024-10-31 16:31:58,2024-10-30 15:22:56
+,1326229737551912960,1196441152486072320,libsoftiktok,C__Herridge,Premium,987030,2024-10-31 11:25:24,2024-10-30 10:18:47
+,1329891389430243330,1061762696,StephenM,JamesBlairUSA,Premium,59564,2024-10-31 11:18:03,2024-10-30 10:11:19
+,1589986640587640834,227707612,Riley_Gaines_,BobVanDillen,,34621,2024-10-31 08:20:32,2024-10-30 07:20:26
+,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-10-31 08:20:32,2024-10-30 07:20:26
+,1137701,1196441152486072320,DavidSacks,C__Herridge,Premium,987030,2024-10-30 23:18:29,2024-10-30 03:49:05
+,26637348,26653478,TulsiGabbard,JasonSmithMO,Premium,16310,2024-10-30 20:14:16,2024-10-30 00:26:43
+,26637348,178072150,TulsiGabbard,TonyHinchcliffe,Premium,459625,2024-10-30 20:14:16,2024-10-30 00:26:43
+,337808606,34793128,RobertKennedyJr,RCamposDuffy,Premium,272275,2024-10-30 17:33:20,2024-10-29 21:37:57
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2024-10-30 15:46:05,2024-10-29 16:57:44
+,1201670995435646976,1677605664229666816,laurenboebert,TimJ1AZ,Premium,1115,2024-10-30 11:10:06,2024-10-29 11:33:19
+,1326229737551912960,92171185,libsoftiktok,OneGirlMel,,6428,2024-10-30 10:18:47,2024-10-29 10:42:15
+,1589986640587640834,491719838,Riley_Gaines_,TPUSA,Business,736726,2024-10-30 07:20:26,2024-10-29 07:45:15
-,1137701,27883472,DavidSacks,splindsay,,1338,2024-10-30 03:49:05,2024-10-29 04:16:49
-,47253057,980933575,RogerJStoneJr,RoyalUrbanArt,Premium,2733,2024-10-29 23:56:51,2024-10-28 23:26:41
-,47253057,1539625077465092097,RogerJStoneJr,JackWhi95926970,Premium,7377,2024-10-29 23:56:51,2024-10-28 23:26:41
-,47253057,1667202133362642944,RogerJStoneJr,JimHall1478590,,1051,2024-10-29 23:56:51,2024-10-28 23:26:41
-,47253057,1694251774125682688,RogerJStoneJr,ZeldinStan,,1667,2024-10-29 23:56:51,2024-10-28 23:26:41
+,47253057,1095855842,RogerJStoneJr,abogadotoast21,,335,2024-10-29 23:56:51,2024-10-28 23:26:41
+,337808606,14401098,RobertKennedyJr,kiwifoto,Premium,1738,2024-10-29 21:37:57,2024-10-28 21:09:52
+,1074480192,211221146,SenTedCruz,redacted411,,3425,2024-10-29 17:42:40,2024-10-28 17:28:55
+,1542228578,1227799690579718144,JDVance,VivekGRamaswamy,Premium,3672714,2024-10-29 16:57:44,2024-10-28 16:52:12
-,1625493998,982070158125682688,KingsleyCortes,xbtGBH,,151715,2024-10-29 16:48:27,2024-10-28 16:45:24
+,1625493998,14171401,KingsleyCortes,mayemusk,Premium,1420608,2024-10-29 16:48:27,2024-10-28 16:45:24
+,1625493998,236487888,KingsleyCortes,WalshFreedom,Premium,468065,2024-10-29 16:48:27,2024-10-28 16:45:24
-,2352629311,14600977,HawleyMO,columbiatribune,,36573,2024-10-29 16:07:43,2024-10-28 16:08:02
+,1201670995435646976,44487762,laurenboebert,Highway_30,Premium,264390,2024-10-29 11:33:19,2024-10-28 11:33:53
+,1201670995435646976,178072150,laurenboebert,TonyHinchcliffe,Premium,459625,2024-10-29 11:33:19,2024-10-28 11:33:53
+,1201670995435646976,1403784319122907136,laurenboebert,BehizyTweets,Premium,656416,2024-10-29 11:33:19,2024-10-28 11:33:53
+,1326229737551912960,1762156295044665346,libsoftiktok,bourne_beth2345,Premium,16342,2024-10-29 10:42:15,2024-10-28 10:43:16
+,1344356576786866176,178072150,RepMTG,TonyHinchcliffe,Premium,459625,2024-10-29 10:28:45,2024-10-28 10:30:17
+,1589986640587640834,1192599173092315137,Riley_Gaines_,addisynlinton,Premium,5004,2024-10-29 07:45:15,2024-10-28 07:48:23
+,26637348,14171401,TulsiGabbard,mayemusk,Premium,1420608,2024-10-28 23:54:04,2024-10-27 22:47:24
-,47253057,1189807262937812992,RogerJStoneJr,aspiemonk,,97,2024-10-28 23:26:41,2024-10-27 22:20:14
-,47253057,1712019335836004352,RogerJStoneJr,JanelleHut10367,,120,2024-10-28 23:26:41,2024-10-27 22:20:14
-,47253057,1713064820554039296,RogerJStoneJr,TNewtonLaw,Premium,53,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1209118401198575621,RogerJStoneJr,reiwakunichan,,1899,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1222966785999278080,RogerJStoneJr,thedebralea,Premium,87102,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1485325987885768706,RogerJStoneJr,cartierfamilyZ,Premium,107429,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1519022341283590145,RogerJStoneJr,Stone_45Always,Premium,77,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1666501360068579328,RogerJStoneJr,forrest1079522,Premium,918,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1748547795106045952,RogerJStoneJr,YankeeMagic_,,15468,2024-10-28 23:26:41,2024-10-27 22:20:14
+,47253057,1827457733492146176,RogerJStoneJr,misterkay145,,2052,2024-10-28 23:26:41,2024-10-27 22:20:14
-,337808606,14401098,RobertKennedyJr,kiwifoto,Premium,1738,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,95898218,RobertKennedyJr,Monsaquick,,662,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,210979461,RobertKennedyJr,SummisseOrator,,238,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,248936921,RobertKennedyJr,markdace,,9,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,399412477,RobertKennedyJr,el33th4xor,Premium,302130,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,413216440,RobertKennedyJr,mohamedpac,Premium,262,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,445183185,RobertKennedyJr,JoshWalkos,Premium,160278,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,2363561191,RobertKennedyJr,PallerJohn,Premium,6871,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,2882958361,RobertKennedyJr,1MPROVMUSIC,,3651,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,3244035813,RobertKennedyJr,JohnFilson6,,0,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,710549776819818496,RobertKennedyJr,Malibumomx3,,4,2024-10-28 21:09:52,2024-10-27 16:50:57
-,337808606,1543954281878982661,RobertKennedyJr,GeorgeTapanes,Premium,1168,2024-10-28 21:09:52,2024-10-27 16:50:57
-,1074480192,211221146,SenTedCruz,redacted411,,3425,2024-10-28 17:28:55,2024-10-27 13:03:09
+,1625493998,178072150,KingsleyCortes,TonyHinchcliffe,Premium,459625,2024-10-28 16:45:24,2024-10-27 12:11:44
+,827279765287559171,21252618,SpeakerJohnson,JakeSherman,Premium,432854,2024-10-28 13:41:15,2024-10-27 08:16:04
+,827279765287559171,180107694,SpeakerJohnson,kaitlancollins,Premium,1209045,2024-10-28 13:41:15,2024-10-27 08:16:04
-,1589986640587640834,1361540720251658241,Riley_Gaines_,sarahbeth345,Premium,78886,2024-10-28 07:48:23,2024-10-26 23:15:39
+,1589986640587640834,1686901686185721857,Riley_Gaines_,TrumpDailyPosts,Premium,1744742,2024-10-28 07:48:23,2024-10-26 23:15:39
-,26637348,212853504,TulsiGabbard,milkqu33n,,50053,2024-10-27 22:47:24,2024-10-26 13:50:35
+,26637348,50772918,TulsiGabbard,ClayTravis,Premium,1366283,2024-10-27 22:47:24,2024-10-26 13:50:35
-,47253057,1650587172766883854,RogerJStoneJr,slikBitch0G,,7409,2024-10-27 22:20:14,2024-10-26 13:16:27
-,47253057,1666501360068579328,RogerJStoneJr,forrest1079522,Premium,918,2024-10-27 22:20:14,2024-10-26 13:16:27
-,47253057,1746729983672766464,RogerJStoneJr,D_K_Moran,,1053,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,60698597,RogerJStoneJr,Consortiumnews,Premium,84069,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,61114276,RogerJStoneJr,unjoe,Premium,17397,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,107190796,RogerJStoneJr,JohnKiriakou,Premium,65494,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,178072150,RogerJStoneJr,TonyHinchcliffe,Premium,459625,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,2216210047,RogerJStoneJr,raymcgovern,Premium,75928,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,2560298007,RogerJStoneJr,ShawnWitzemann,Premium,11446,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,1136440520996216833,RogerJStoneJr,action_4assange,,10004,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,1649902485069283328,RogerJStoneJr,JontentG,,22195,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,1668636385023016962,RogerJStoneJr,realx22report,Premium,31105,2024-10-27 22:20:14,2024-10-26 13:16:27
+,47253057,1817339292315787264,RogerJStoneJr,Lainie19148,Premium,25178,2024-10-27 22:20:14,2024-10-26 13:16:27
+,216881337,1843254912190173184,RandPaul,ThankYouDrFauci,,5643,2024-10-27 20:09:10,2024-10-26 11:15:03
+,1201670995435646976,186698761,laurenboebert,dudeodnv,Premium,1247,2024-10-27 06:07:43,2024-10-26 01:59:30
-,1344356576786866176,15843059,RepMTG,HealthRanger,Premium,283387,2024-10-27 05:04:35,2024-10-26 00:39:28
+,26637348,1832401419866968064,TulsiGabbard,BlakeWynn22,,2003,2024-10-26 13:50:35,2024-10-25 12:51:39
-,47253057,1483491328373796865,RogerJStoneJr,KashsCorner,Business,93966,2024-10-26 13:16:27,2024-10-25 12:17:10
-,47253057,1594844028763348994,RogerJStoneJr,Kathlee43476181,,2285,2024-10-26 13:16:27,2024-10-25 12:17:10
+,47253057,2535931375,RogerJStoneJr,bx_on_x,Premium,35461,2024-10-26 13:16:27,2024-10-25 12:17:10
-,592730371,531425246,JackPosobiec,SFAltami,Premium,17035,2024-10-26 09:09:42,2024-10-25 08:59:09
+,1074480192,197642655,SenTedCruz,Malvenue,,1929,2024-10-26 08:40:02,2024-10-25 08:33:30
-,1542228578,3215861,JDVance,danachis,,22100,2024-10-26 08:17:39,2024-10-25 08:08:17
+,1542228578,353422065,JDVance,TimJDillon,Premium,859706,2024-10-26 08:17:39,2024-10-25 08:08:17
-,1625493998,469877564,KingsleyCortes,sacco_giovanna,,556,2024-10-26 08:13:32,2024-10-25 08:04:29
-,1625493998,1483491328373796865,KingsleyCortes,KashsCorner,Business,93966,2024-10-26 08:13:32,2024-10-25 08:04:29
+,1625493998,1039879658400112640,KingsleyCortes,RepCloudTX,Government,45518,2024-10-26 08:13:32,2024-10-25 08:04:29
+,2352629311,75541946,HawleyMO,LaraLeaTrump,Premium,2150756,2024-10-26 07:52:21,2024-10-25 07:45:38
+,2352629311,4808402532,HawleyMO,henryrodgersdc,Premium,64770,2024-10-26 07:52:21,2024-10-25 07:45:38
+,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-10-25 21:59:44,2024-10-24 20:23:47
+,1589986640587640834,1035403222721028096,Riley_Gaines_,thepeacepoet99,Premium,27491,2024-10-25 21:59:44,2024-10-24 20:23:47
-,1137701,10478352,DavidSacks,cweider,,563,2024-10-25 17:24:08,2024-10-24 16:44:20
+,26637348,4914384040,TulsiGabbard,TheBabylonBee,Business,4833181,2024-10-25 12:51:39,2024-10-24 12:31:34
-,47253057,1585813467025801222,RogerJStoneJr,rtarmyguy,Premium,592,2024-10-25 12:17:10,2024-10-24 12:01:45
+,1625493998,19424427,KingsleyCortes,GMB,Business,1020934,2024-10-25 08:04:29,2024-10-24 07:58:37
+,1625493998,19477583,KingsleyCortes,susannareid100,Premium,877314,2024-10-25 08:04:29,2024-10-24 07:58:37
+,1625493998,389778359,KingsleyCortes,MarkEglinton,Premium,20711,2024-10-25 08:04:29,2024-10-24 07:58:37
+,2352629311,1716812845936156672,HawleyMO,SeanBerube4,Premium,45243,2024-10-25 07:45:38,2024-10-24 07:39:50
-,1326229737551912960,92171185,libsoftiktok,OneGirlMel,,6428,2024-10-24 23:16:22,2024-10-23 23:50:38
-,1589986640587640834,1035403222721028096,Riley_Gaines_,thepeacepoet99,Premium,27491,2024-10-24 20:23:47,2024-10-23 21:00:38
+,26637348,14327933,TulsiGabbard,Lis_Smith,Premium,125324,2024-10-24 12:31:34,2024-10-23 11:44:19
-,47253057,1514454470792388609,RogerJStoneJr,howfardownhole,Premium,4907,2024-10-24 12:01:45,2024-10-23 11:16:34
+,47253057,1500165745262559234,RogerJStoneJr,chasflemming,,2681,2024-10-24 12:01:45,2024-10-23 11:16:34
+,47253057,1666501360068579328,RogerJStoneJr,forrest1079522,Premium,918,2024-10-24 12:01:45,2024-10-23 11:16:34
+,47253057,1707294822740967424,RogerJStoneJr,theAuntieAngie,Premium,49429,2024-10-24 12:01:45,2024-10-23 11:16:34
+,47253057,1713064820554039296,RogerJStoneJr,TNewtonLaw,Premium,53,2024-10-24 12:01:45,2024-10-23 11:16:34
+,47253057,1820915437904822272,RogerJStoneJr,realdanielgatz,Premium,7940,2024-10-24 12:01:45,2024-10-23 11:16:34
+,1074480192,24480203,SenTedCruz,abubenahem,,596,2024-10-24 08:23:37,2024-10-23 07:36:11
-,1625493998,389778359,KingsleyCortes,MarkEglinton,Premium,20711,2024-10-24 07:58:37,2024-10-23 07:12:02
+,1625493998,880602945632575488,KingsleyCortes,TheQuartering,Premium,384812,2024-10-24 07:58:37,2024-10-23 07:12:02
+,1625493998,982070158125682688,KingsleyCortes,xbtGBH,,151715,2024-10-24 07:58:37,2024-10-23 07:12:02
+,2352629311,16523905,HawleyMO,robbystarbuck,Premium,796909,2024-10-24 07:39:50,2024-10-23 06:52:59
-,1201670995435646976,1289319271,laurenboebert,,,,2024-10-24 00:40:00,2024-10-22 14:26:02
-,1589986640587640834,389778359,Riley_Gaines_,MarkEglinton,Premium,20711,2024-10-23 21:00:38,2024-10-22 10:30:19
+,1589986640587640834,1815855916979302400,Riley_Gaines_,Road2Election,Business,10197,2024-10-23 21:00:38,2024-10-22 10:30:19
-,1137701,249768777,DavidSacks,fxmacro,,61879,2024-10-23 15:56:38,2024-10-22 05:54:43
+,1137701,21872269,DavidSacks,laurenepowell,Premium,78371,2024-10-23 15:56:38,2024-10-22 05:54:43
+,26637348,24083901,TulsiGabbard,ZacharyLevi,Premium,652581,2024-10-23 11:44:19,2024-10-21 23:40:00
+,26637348,1478764379613061120,TulsiGabbard,AlinaHabba,Premium,539417,2024-10-23 11:44:19,2024-10-21 23:40:00
-,47253057,1519152283442941954,RogerJStoneJr,MikeKron10,,528,2024-10-23 11:16:34,2024-10-21 23:13:05
-,47253057,1595843820280856576,RogerJStoneJr,EndTribalism,Premium,65533,2024-10-23 11:16:34,2024-10-21 23:13:05
-,47253057,1713064820554039296,RogerJStoneJr,TNewtonLaw,Premium,53,2024-10-23 11:16:34,2024-10-21 23:13:05
-,47253057,1820915437904822272,RogerJStoneJr,realdanielgatz,Premium,7940,2024-10-23 11:16:34,2024-10-21 23:13:05
+,47253057,1275597978959568897,RogerJStoneJr,TheDailyPulse__,Premium,205,2024-10-23 11:16:34,2024-10-21 23:13:05
+,47253057,1278523045745999873,RogerJStoneJr,HealTheDivideNY,,888,2024-10-23 11:16:34,2024-10-21 23:13:05
