Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
-,47253057,18664607,RogerJStoneJr,moderncowboy,,586,2024-11-30 14:32:55,2024-11-28 22:23:49
-,47253057,21367183,RogerJStoneJr,Theogony,,28286,2024-11-30 14:32:55,2024-11-28 22:23:49
-,47253057,1594069674962067459,RogerJStoneJr,Michi_fornia,Premium,81096,2024-11-30 14:32:55,2024-11-28 22:23:49
-,47253057,1812617009982816256,RogerJStoneJr,BarSoapRazor,,2239,2024-11-30 14:32:55,2024-11-28 22:23:49
+,47253057,3145498212,RogerJStoneJr,HMX3333,Premium,0,2024-11-30 14:32:55,2024-11-28 22:23:49
+,47253057,843205684212654080,RogerJStoneJr,pathawkins5151,,5429,2024-11-30 14:32:55,2024-11-28 22:23:49
+,47253057,1427361863830949908,RogerJStoneJr,DrJBhattacharya,Premium,701610,2024-11-30 14:32:55,2024-11-28 22:23:49
+,47253057,1622588070246641666,RogerJStoneJr,AFpost,Premium,177719,2024-11-30 14:32:55,2024-11-28 22:23:49
+,47253057,1673949934616469504,RogerJStoneJr,realMrTruthBomb,Premium,55879,2024-11-30 14:32:55,2024-11-28 22:23:49
+,1344356576786866176,21943222,RepMTG,KristenMeghan,Premium,51118,2024-11-30 12:17:32,2024-11-29 17:59:53
+,1344356576786866176,1396494923243851785,RepMTG,Fynnderella1,Premium,189260,2024-11-30 12:17:32,2024-11-29 17:59:53
+,1137701,240504013,DavidSacks,katierosemiller,Premium,57882,2024-11-30 11:47:59,2024-11-29 00:34:47
+,337808606,180874136,RobertKennedyJr,sals123racing,,358,2024-11-29 17:01:09,2024-11-28 07:04:16
+,1625493998,1414620680910430208,KingsleyCortes,MedGold_,Premium,52052,2024-11-29 16:16:32,2024-11-28 05:11:03
+,1074480192,342543898,SenTedCruz,stevepic1,,429,2024-11-29 14:48:26,2024-11-28 05:36:19
-,1137701,38874017,DavidSacks,lee_ohanian,,4265,2024-11-29 00:34:47,2024-11-28 12:56:10
-,1137701,55137824,DavidSacks,berkeleyjess,,4610,2024-11-29 00:34:47,2024-11-28 12:56:10
-,47253057,63222604,RogerJStoneJr,DanDandyOne,Premium,26724,2024-11-28 22:23:49,2024-11-28 09:16:48
+,47253057,1720801960788430848,RogerJStoneJr,EdgarLo94726512,,650,2024-11-28 22:23:49,2024-11-28 09:16:48
+,47253057,1849143155704098816,RogerJStoneJr,Magneto2733,,16,2024-11-28 22:23:49,2024-11-28 09:16:48
+,1326229737551912960,24471951,libsoftiktok,carolmswain,Premium,373260,2024-11-28 16:11:01,2024-11-27 20:53:18
-,47253057,1832517105645686784,RogerJStoneJr,USACoast5,,507,2024-11-28 09:16:48,2024-11-27 09:58:56
