Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
-,1326229737551912960,35724914,libsoftiktok,HillsboroughSch,Premium,77115,2023-08-29 02:48:49,2023-08-28 17:54:42
-,1326229737551912960,36430873,libsoftiktok,NKCSchools,,15270,2023-08-29 02:48:49,2023-08-28 17:54:42
-,1326229737551912960,80751646,libsoftiktok,UnionSchools,,4953,2023-08-29 02:48:49,2023-08-28 17:54:42
-,1326229737551912960,94012974,libsoftiktok,CobbSchools,Premium,111957,2023-08-29 02:48:49,2023-08-28 17:54:42
-,1326229737551912960,2329272000,libsoftiktok,Eastgate6NKC,,1080,2023-08-29 02:48:49,2023-08-28 17:54:42
+,1326229737551912960,21829541,libsoftiktok,NRA,Premium,938445,2023-08-29 02:48:49,2023-08-28 17:54:42
+,1326229737551912960,237714984,libsoftiktok,SCCPSS,,4690,2023-08-29 02:48:49,2023-08-28 17:54:42
+,1326229737551912960,765829824,libsoftiktok,sdenisewatts,,2733,2023-08-29 02:48:49,2023-08-28 17:54:42
+,1227799690579718144,28670729,VivekGRamaswamy,SarahSelip,Premium,5703,2023-08-29 02:29:29,2023-08-28 17:39:44
+,1227799690579718144,1085225533623783424,VivekGRamaswamy,KanekoaTheGreat,Premium,1073569,2023-08-29 02:29:29,2023-08-28 17:39:44
-,1074480192,493390391,SenTedCruz,LoriBlaney,Premium,15115,2023-08-28 23:31:51,2023-08-28 15:19:32
+,592730371,1583153454050029569,JackPosobiec,humaneventslive,Premium,20181,2023-08-28 23:11:02,2023-08-28 15:01:36
+,216881337,386886622,RandPaul,djaycameron,,20401,2023-08-28 22:07:04,2023-08-28 13:48:04
+,1137701,1104564502220161026,DavidSacks,ShawnRyan762,Premium,1064280,2023-08-28 20:10:16,2023-08-28 11:51:49
+,1326229737551912960,35724914,libsoftiktok,HillsboroughSch,Premium,77115,2023-08-28 17:54:42,2023-08-28 09:53:43
+,1542228578,23022687,JDVance,tedcruz,Government,6942319,2023-08-28 15:26:00,2023-08-28 07:29:23
-,1074480192,1080475808,SenTedCruz,WitchyWoman722,,1078,2023-08-28 15:19:32,2023-08-28 07:22:29
+,1201670995435646976,907486579836510208,laurenboebert,ARod4Missouri,Premium,1038,2023-08-28 09:35:02,2023-08-27 22:11:58
+,1201670995435646976,1350856648391335940,laurenboebert,carolina_bonita,Premium,61851,2023-08-28 09:35:02,2023-08-27 22:11:58
+,592730371,2853461537,JackPosobiec,ScottAdamsSays,Premium,1254140,2023-08-28 07:06:45,2023-08-27 19:41:16
+,1589986640587640834,17944199,Riley_Gaines_,CharlyOnTV,Premium,176987,2023-08-27 23:37:36,2023-08-27 11:04:06
-,1326229737551912960,14777405,libsoftiktok,FortWorthISD,,29563,2023-08-27 22:31:12,2023-08-27 09:57:40
+,1227799690579718144,16936211,VivekGRamaswamy,MrMosis,Premium,2187,2023-08-27 22:16:10,2023-08-27 09:42:45
-,1201670995435646976,1350856648391335940,laurenboebert,carolina_bonita,Premium,61851,2023-08-27 22:11:58,2023-08-27 09:38:32
+,1326229737551912960,14777405,libsoftiktok,FortWorthISD,,29563,2023-08-27 09:57:40,2023-08-27 02:11:25
+,1326229737551912960,36430873,libsoftiktok,NKCSchools,,15270,2023-08-27 09:57:40,2023-08-27 02:11:25
+,1326229737551912960,2329272000,libsoftiktok,Eastgate6NKC,,1080,2023-08-27 09:57:40,2023-08-27 02:11:25
-,1074480192,104899843,SenTedCruz,nicksmithrodeo,,26837,2023-08-27 07:25:57,2023-08-26 23:39:36
+,1074480192,211221146,SenTedCruz,redacted411,,3425,2023-08-27 07:25:57,2023-08-26 23:39:36
-,1074480192,211221146,SenTedCruz,redacted411,,3425,2023-08-26 15:37:35,2023-08-26 07:25:54
+,337808606,24443284,RobertKennedyJr,SullyCNBC,Premium,182013,2023-08-25 21:58:46,2023-08-25 14:44:49
+,1589986640587640834,201066140,Riley_Gaines_,pnjaban,Premium,1178841,2023-08-25 19:32:04,2023-08-25 10:23:04
+,1589986640587640834,209512953,Riley_Gaines_,bindelj,Premium,126758,2023-08-25 19:32:04,2023-08-25 10:23:04
+,1589986640587640834,2583270112,Riley_Gaines_,joannaccherry,,124284,2023-08-25 19:32:04,2023-08-25 10:23:04
-,1201670995435646976,907486579836510208,laurenboebert,ARod4Missouri,Premium,1038,2023-08-25 08:56:22,2023-08-24 19:26:40
-,1074480192,9275292,SenTedCruz,peacearena,,1033,2023-08-25 06:45:43,2023-08-24 17:09:13
-,1074480192,423823340,SenTedCruz,DicksTrash,Premium,5494,2023-08-25 06:45:43,2023-08-24 17:09:13
-,337808606,34395884,RobertKennedyJr,Gerrit_tennis,Premium,5,2023-08-25 05:46:14,2023-08-24 16:08:11
-,337808606,532204666,RobertKennedyJr,DavidSajn,,5,2023-08-25 05:46:14,2023-08-24 16:08:11
-,337808606,1161893814,RobertKennedyJr,MarianaKlinko,,10,2023-08-25 05:46:14,2023-08-24 16:08:11
-,337808606,1289494400,RobertKennedyJr,Patrici80520598,,71,2023-08-25 05:46:14,2023-08-24 16:08:11
-,337808606,773960363385692160,RobertKennedyJr,sarahbrockman81,,28,2023-08-25 05:46:14,2023-08-24 16:08:11
-,592730371,2410068528,JackPosobiec,aubrey_huff,Premium,229670,2023-08-24 16:52:31,2023-08-24 07:17:41
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2023-08-24 16:52:31,2023-08-24 07:17:41
+,592730371,49478990,JackPosobiec,rikkiratliff,Premium,8492,2023-08-24 16:52:31,2023-08-24 07:17:41
+,337808606,1689825113665855488,RobertKennedyJr,AintGottaDollar,Premium,429355,2023-08-24 16:08:11,2023-08-24 06:36:05
-,1326229737551912960,87998992,libsoftiktok,FargoNDSchools,,4545,2023-08-24 10:07:15,2023-08-24 02:39:30
-,1326229737551912960,2410068528,libsoftiktok,aubrey_huff,Premium,229670,2023-08-24 10:07:15,2023-08-24 02:39:30
+,1326229737551912960,94012974,libsoftiktok,CobbSchools,Premium,111957,2023-08-24 10:07:15,2023-08-24 02:39:30
+,1201670995435646976,1227799690579718144,laurenboebert,VivekGRamaswamy,Premium,3672714,2023-08-24 09:48:13,2023-08-24 02:21:05
-,1542228578,1419316942901555201,JDVance,AFPopulist,Premium,3005,2023-08-24 07:40:58,2023-08-24 00:15:17
-,1074480192,31971311,SenTedCruz,jvec_99,,89,2023-08-24 07:34:21,2023-08-24 00:08:22
+,1074480192,17181686,SenTedCruz,ChristianaMayer,,824,2023-08-24 07:34:21,2023-08-24 00:08:22
+,1326229737551912960,4183248796,libsoftiktok,realDennisLynch,Premium,39353,2023-08-24 02:39:30,2023-08-23 19:11:53
+,1542228578,1419316942901555201,JDVance,AFPopulist,Premium,3005,2023-08-24 00:15:17,2023-08-23 16:43:50
-,1137701,1229886293141647360,DavidSacks,sfpdinvestigate,,2627,2023-08-23 20:56:33,2023-08-23 13:26:35
+,1589986640587640834,2383241095,Riley_Gaines_,KirralieS,Premium,26992,2023-08-23 20:20:33,2023-08-23 13:06:30
-,1326229737551912960,44647045,libsoftiktok,SiouxCityCSD,,5777,2023-08-23 19:11:53,2023-08-23 11:57:03
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2023-08-23 16:21:00,2023-08-23 08:27:53
-,1137701,283161406,DavidSacks,chrismcquarrie,,129192,2023-08-23 13:26:35,2023-08-23 04:31:44
+,1589986640587640834,1591964800216612866,Riley_Gaines_,ChayaRaichik10,Premium,651906,2023-08-23 13:06:30,2023-08-22 20:45:39
+,1326229737551912960,87998992,libsoftiktok,FargoNDSchools,,4545,2023-08-23 11:57:03,2023-08-23 00:02:29
+,1542228578,1446432654,JDVance,KevinRobertsTX,Premium,88577,2023-08-23 09:00:16,2023-08-22 15:49:47
-,1074480192,17181686,SenTedCruz,ChristianaMayer,,824,2023-08-23 08:50:22,2023-08-22 16:02:39
+,1137701,44113146,DavidSacks,stevebryen,,2750,2023-08-23 04:31:44,2023-08-22 19:45:54
+,1227799690579718144,30685245,VivekGRamaswamy,sherwinagain,,1499,2023-08-23 00:35:39,2023-08-22 12:41:37
+,1326229737551912960,240454812,libsoftiktok,GenFlynn,Premium,2032676,2023-08-23 00:02:29,2023-08-22 12:24:45
