Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
-,1625493998,1178839081222115328,KingsleyCortes,MysteryGrove,Premium,97559,2025-08-02 05:00:36,2025-08-02 04:00:41
-,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2025-08-02 05:00:34,2025-08-02 04:00:38
+,1923905468214210560,1110388547620614144,USDREMichael,trevortiedeman,Premium,1013,2025-08-02 04:01:12,2025-08-02 03:01:12
-,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2025-08-02 04:00:40,2025-08-02 03:00:40
+,15745368,36969574,marcorubio,CoachDanMullen,,222270,2025-08-02 04:00:25,2025-08-02 03:00:25
+,39344374,1397193602330251265,DonaldJTrumpJr,marinasmigielsk,Premium,34949,2025-08-02 03:00:29,2025-08-02 02:00:29
+,1883691197832572928,1138860107691958273,statedeptspox,America250,,4971,2025-08-02 02:00:56,2025-08-02 01:00:57
+,20179628,1603514304354983941,USDOL,RepRussellFry,Government,14490,2025-08-02 02:00:27,2025-08-02 01:00:27
+,20179628,1904142400554995714,USDOL,mkratsios47,Government,1822,2025-08-02 02:00:27,2025-08-02 01:00:27
+,1911884791911231489,50769180,AAGDhillon,IngrahamAngle,Premium,5201893,2025-08-02 01:01:11,2025-08-02 00:01:12
+,1911884791911231489,1679921848740397062,AAGDhillon,ShurleeQLiCoor,,557,2025-08-02 01:01:11,2025-08-02 00:01:12
+,1883691197832572928,1922726332229648384,statedeptspox,USAttyPirro,Government,64814,2025-08-02 01:00:57,2025-08-02 00:00:57
-,47253057,3145498212,RogerJStoneJr,HMX3333,Premium,0,2025-08-02 01:00:31,2025-08-02 00:00:31
+,14171401,1283514442337128454,mayemusk,AndrThie,Premium,4137,2025-08-02 01:00:25,2025-08-02 00:00:25
+,1911884791911231489,594156339,AAGDhillon,derektmuller,,7782,2025-08-02 00:01:12,2025-08-01 23:01:12
+,1911884791911231489,1794557746672750592,AAGDhillon,kateHatesBS,,1378,2025-08-02 00:01:12,2025-08-01 23:01:12
+,1542228578,1027912538376294402,JDVance,jordanlperkins,,8118,2025-08-02 00:00:41,2025-08-01 23:00:41
+,1625493998,1178839081222115328,KingsleyCortes,MysteryGrove,Premium,97559,2025-08-02 00:00:41,2025-08-01 23:00:41
+,592730371,1178839081222115328,JackPosobiec,MysteryGrove,Premium,97559,2025-08-02 00:00:39,2025-08-01 23:00:39
-,88784440,708051061,SenMikeLee,hendricksbd,,1715,2025-08-02 00:00:33,2025-08-01 23:00:33
-,1500867239674843143,1556077147068022785,JeffClarkUS,Rose20014345,,2613,2025-08-01 23:00:49,2025-08-01 22:00:49
+,1500867239674843143,1443659831173435398,JeffClarkUS,MichaelologyJr,,1840,2025-08-01 23:00:49,2025-08-01 22:00:49
+,2750127259,214677606,LeeMZeldin,margomartin,Premium,220357,2025-08-01 22:00:42,2025-08-01 21:00:40
+,50769180,1881524001412943872,IngrahamAngle,MargoMartin47,Government,168706,2025-08-01 22:00:31,2025-08-01 21:00:31
