Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
+,1344356576786866176,4265299414,RepMTG,HeadlineUSA,Premium,8405,2024-06-30 18:36:50,2024-06-30 00:31:44
+,1589986640587640834,1358869367690264576,Riley_Gaines_,marycatedelvey,Premium,83918,2024-06-30 15:37:12,2024-06-29 06:34:25
-,592730371,1596176338817163264,JackPosobiec,scksgrypr,Premium,43783,2024-06-30 11:25:23,2024-06-29 17:57:30
+,337808606,17427779,RobertKennedyJr,seanonolennon,Premium,376404,2024-06-30 10:26:41,2024-06-29 16:54:23
+,1137701,548263294,DavidSacks,lindayaX,Premium,670526,2024-06-30 07:15:09,2024-06-29 13:33:30
+,1137701,1655550961597952000,DavidSacks,curtis_yarvin,,12020,2024-06-30 07:15:09,2024-06-29 13:33:30
-,1074480192,2250420904,SenTedCruz,VitielloRonald,,317,2024-06-29 18:24:27,2024-06-28 21:06:32
+,1344356576786866176,1457555607075147781,RepMTG,realpfp,Premium,9092,2024-06-29 03:35:34,2024-06-28 09:35:59
-,1201670995435646976,16395120,laurenboebert,sovereignbrah,Premium,177838,2024-06-29 02:26:46,2024-06-28 10:44:00
+,1074480192,342543898,SenTedCruz,stevepic1,,429,2024-06-28 21:06:32,2024-06-27 23:45:53
-,592730371,21439144,JackPosobiec,KTHopkins,Premium,1328045,2024-06-28 20:21:31,2024-06-27 23:18:11
-,592730371,908354649857687556,JackPosobiec,AJ_Cats_,Premium,61659,2024-06-28 20:21:31,2024-06-27 23:18:11
-,592730371,1759758553743568896,JackPosobiec,LsKamala67,,881,2024-06-28 20:21:31,2024-06-27 23:18:11
+,592730371,2871659160,JackPosobiec,IsabellaIsMoody,Premium,160046,2024-06-28 20:21:31,2024-06-27 23:18:11
+,26637348,2649077011,TulsiGabbard,rgv3307,Premium,6741,2024-06-28 16:52:13,2024-06-27 19:51:21
-,1137701,924587124,DavidSacks,laserlikemike,Premium,37219,2024-06-28 15:46:31,2024-06-27 18:46:33
-,1326229737551912960,930212715422998530,libsoftiktok,RealJessica05,Premium,509534,2024-06-28 09:48:35,2024-06-26 20:19:35
+,1326229737551912960,1686551250538528769,libsoftiktok,ValentinaForUSA,Premium,406658,2024-06-28 09:48:35,2024-06-26 20:19:35
+,1589986640587640834,302961644,Riley_Gaines_,SarahisCensored,Premium,297661,2024-06-28 06:31:22,2024-06-26 23:36:23
+,1074480192,14163892,SenTedCruz,JosephRatliff,,1441,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,21360968,SenTedCruz,backyardconserv,Premium,2024,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,24454752,SenTedCruz,ChargerJeff,Premium,4138,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,25593846,SenTedCruz,KentBushart,,1456,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,48153070,SenTedCruz,Pablo_1791,Premium,1902,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,164388165,SenTedCruz,grizzlymamabear,,3034,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,331073322,SenTedCruz,MetzUAC1530,,3903,2024-06-27 23:45:53,2024-06-26 14:09:41
+,1074480192,525640619,SenTedCruz,nlmoore97,,214,2024-06-27 23:45:53,2024-06-26 14:09:41
-,592730371,2871659160,JackPosobiec,IsabellaIsMoody,Premium,160046,2024-06-27 23:18:11,2024-06-26 13:41:16
+,592730371,19261258,JackPosobiec,Jevaughn_Brown,Premium,11094,2024-06-27 23:18:11,2024-06-26 13:41:16
+,592730371,477002167,JackPosobiec,IAmVerySilky,Premium,3501,2024-06-27 23:18:11,2024-06-26 13:41:16
+,592730371,714279146281648129,JackPosobiec,somelittlellama,,414,2024-06-27 23:18:11,2024-06-26 13:41:16
-,1137701,657863,DavidSacks,kevinrose,Premium,1572625,2024-06-27 18:46:33,2024-06-26 09:11:34
+,1137701,234464654,DavidSacks,PrincesaChoy,,239,2024-06-27 18:46:33,2024-06-26 09:11:34
+,1326229737551912960,63578758,libsoftiktok,SharikaSoal84,Premium,183401,2024-06-26 20:19:35,2024-06-25 18:58:11
+,1326229737551912960,1097307966213160961,libsoftiktok,ZeekArkham,Premium,424743,2024-06-26 20:19:35,2024-06-25 18:58:11
-,1074480192,14163892,SenTedCruz,JosephRatliff,,1441,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,21360968,SenTedCruz,backyardconserv,Premium,2024,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,24454752,SenTedCruz,ChargerJeff,Premium,4138,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,25593846,SenTedCruz,KentBushart,,1456,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,48153070,SenTedCruz,Pablo_1791,Premium,1902,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,164388165,SenTedCruz,grizzlymamabear,,3034,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,331073322,SenTedCruz,MetzUAC1530,,3903,2024-06-26 14:09:41,2024-06-25 12:53:22
-,1074480192,525640619,SenTedCruz,nlmoore97,,214,2024-06-26 14:09:41,2024-06-25 12:53:22
-,592730371,19261258,JackPosobiec,Jevaughn_Brown,Premium,11094,2024-06-26 13:41:16,2024-06-25 12:26:50
-,592730371,714279146281648129,JackPosobiec,somelittlellama,,414,2024-06-26 13:41:16,2024-06-25 12:26:50
+,216881337,16228479,RandPaul,SCOTUSblog,Premium,555850,2024-06-26 12:06:07,2024-06-25 10:53:09
+,216881337,43345074,RandPaul,CVGairport,Premium,21821,2024-06-26 12:06:07,2024-06-25 10:53:09
-,26637348,842174780010831874,TulsiGabbard,OurVoiceUSA,,1850,2024-06-26 10:15:53,2024-06-25 08:59:59
+,1137701,1552795969959636992,DavidSacks,EndWokeness,Premium,3636715,2024-06-26 09:11:34,2024-06-25 07:55:50
+,1344356576786866176,1709226910038020096,RepMTG,AlexJonesMW3,Premium,99664,2024-06-25 19:11:57,2024-06-24 15:56:40
-,1201670995435646976,1128762802061996033,laurenboebert,Sherronna1,,796,2024-06-25 18:00:50,2024-06-24 17:05:00
+,592730371,50480436,JackPosobiec,VincentOshana,Premium,129990,2024-06-25 12:26:50,2024-06-24 22:44:10
-,1137701,9079352,DavidSacks,pmarcablog,,2429,2024-06-25 07:55:50,2024-06-24 10:06:46
-,1137701,35625858,DavidSacks,TMattCameron,,1058,2024-06-25 07:55:50,2024-06-24 10:06:46
+,1137701,1119724944965996545,DavidSacks,ChrisCWright1,,893,2024-06-25 07:55:50,2024-06-24 10:06:46
-,26637348,335747164,TulsiGabbard,Ory_p,,43,2024-06-25 02:22:25,2024-06-23 10:32:07
+,26637348,1420141435001741323,TulsiGabbard,TheCalvinCooli1,Premium,98365,2024-06-25 02:22:25,2024-06-23 10:32:07
+,216881337,197282077,RandPaul,TraceTheLaw,Premium,2164,2024-06-25 00:19:46,2024-06-21 17:09:34
