Change,Source Twitter ID,Target Twitter ID,Source screen name,Target screen name,Target verification,Target followers,Observed,Since
-,47253057,256159524,RogerJStoneJr,lawindsor,Premium,237540,2025-02-28 20:56:09,2025-02-27 21:21:26
+,47253057,1591737317735206912,RogerJStoneJr,TheStonedSailo1,,21,2025-02-28 20:56:09,2025-02-27 21:21:26
-,216881337,1596573039000518660,RandPaul,KashPatelX,Premium,469657,2025-02-28 19:12:23,2025-02-27 19:42:14
-,592730371,2485417855,JackPosobiec,johnddavidson,Premium,33225,2025-02-28 17:30:13,2025-02-27 17:59:34
+,1074480192,139680498,SenTedCruz,realistic_view,,11449,2025-02-28 17:02:50,2025-02-27 17:32:32
+,1201670995435646976,19562228,laurenboebert,rustyrockets,Premium,11346571,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,46050146,laurenboebert,realAnn_29,Premium,12881,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,62876780,laurenboebert,peterschweizer,Premium,196082,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,1675907197,laurenboebert,ScottWRasmussen,Premium,16778,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,2191193012,laurenboebert,joeroganhq,Premium,1559325,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,717847958432124929,laurenboebert,hartgoat,Premium,322462,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,1178293200907313152,laurenboebert,IsabellaMDeLuca,Premium,500272,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,1233514528035541000,laurenboebert,kellytx2,,104195,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,1551196543344050177,laurenboebert,gatlin_didier,Premium,8055,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,1733242528655167488,laurenboebert,TheRMVoice,Premium,6152,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1201670995435646976,1858947201709305856,laurenboebert,SecRubio,Government,824585,2025-02-28 11:54:51,2025-02-27 11:49:07
+,1344356576786866176,1889061805458079744,RepMTG,USAEdMartin,Government,76913,2025-02-28 10:48:41,2025-02-27 10:43:53
+,1589986640587640834,236576910,Riley_Gaines_,LynnFitchAG,Premium,12411,2025-02-28 08:18:58,2025-02-27 07:23:59
+,26637348,1271472849803501570,TulsiGabbard,grossmanhannah,Premium,11128,2025-02-27 21:51:15,2025-02-25 23:34:53
+,26637348,1856751787644260354,TulsiGabbard,DOGE,Government,4725834,2025-02-27 21:51:15,2025-02-25 23:34:53
-,47253057,4755801980,RogerJStoneJr,richklins,,461,2025-02-27 21:21:26,2025-02-25 23:06:10
-,47253057,1343367645748473856,RogerJStoneJr,1776Diva,Premium,209534,2025-02-27 21:21:26,2025-02-25 23:06:10
-,47253057,1364026849567760389,RogerJStoneJr,KateMonroeCEO,Premium,4440,2025-02-27 21:21:26,2025-02-25 23:06:10
-,47253057,1384551357932257287,RogerJStoneJr,RumbleMario,,921,2025-02-27 21:21:26,2025-02-25 23:06:10
-,47253057,1395812274984607744,RogerJStoneJr,evasavagiou,Premium,627329,2025-02-27 21:21:26,2025-02-25 23:06:10
-,47253057,1552260066492940288,RogerJStoneJr,TruthGypsy13,Premium,2840,2025-02-27 21:21:26,2025-02-25 23:06:10
-,47253057,1823063164402937856,RogerJStoneJr,Magalicious4547,Premium,2187,2025-02-27 21:21:26,2025-02-25 23:06:10
+,47253057,1075681177,RogerJStoneJr,614clinton,Premium,141429,2025-02-27 21:21:26,2025-02-25 23:06:10
+,47253057,2596413645,RogerJStoneJr,carrieksada,,113135,2025-02-27 21:21:26,2025-02-25 23:06:10
+,47253057,1643465049636470784,RogerJStoneJr,JoshuaMlinek,Premium,19206,2025-02-27 21:21:26,2025-02-25 23:06:10
+,47253057,1893027782684483585,RogerJStoneJr,DODResponse,Government,138145,2025-02-27 21:21:26,2025-02-25 23:06:10
+,592730371,179514607,JackPosobiec,georgesimion,,43106,2025-02-27 17:59:34,2025-02-25 19:44:54
+,592730371,1484688530072911875,JackPosobiec,BoFrenchTX,Premium,26179,2025-02-27 17:59:34,2025-02-25 19:44:54
-,1074480192,139680498,SenTedCruz,realistic_view,,11449,2025-02-27 17:32:32,2025-02-25 19:02:14
+,1625493998,780898131835752448,KingsleyCortes,tamijradabaugh,,641,2025-02-27 17:05:19,2025-02-25 18:34:40
+,1625493998,814367737342328833,KingsleyCortes,SecArmy,Government,124543,2025-02-27 17:05:19,2025-02-25 18:34:40
+,1625493998,1535744364529344512,KingsleyCortes,SergeDotcom,Premium,22963,2025-02-27 17:05:19,2025-02-25 18:34:40
+,1625493998,1643465049636470784,KingsleyCortes,JoshuaMlinek,Premium,19206,2025-02-27 17:05:19,2025-02-25 18:34:40
+,880412538625810432,1828874235718291456,BillAckman,doge_eth_gov,,150212,2025-02-27 14:10:36,2025-02-27 04:31:49
+,880412538625810432,1081022379910881280,BillAckman,paulsaladinomd,Premium,308469,2025-02-27 04:31:49,2025-02-26 15:49:27
+,1201670995435646976,130003441,laurenboebert,simonateba,Premium,605502,2025-02-27 01:37:05,2025-02-26 12:04:25
+,1201670995435646976,1299776558354366465,laurenboebert,ForgiatoBlow47,Premium,303122,2025-02-27 01:37:05,2025-02-26 12:04:25
+,1201670995435646976,1389913567671975937,laurenboebert,cb_doge,Premium,1344910,2025-02-27 01:37:05,2025-02-26 12:04:25
+,1201670995435646976,1537965152594632705,laurenboebert,C19VaxInjured,Premium,64284,2025-02-27 01:37:05,2025-02-26 12:04:25
+,1201670995435646976,1599510806680535042,laurenboebert,MikeBenzCyber,Premium,995539,2025-02-27 01:37:05,2025-02-26 12:04:25
-,1201670995435646976,278266466,laurenboebert,CSP_Fruita,,3125,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,93755660,laurenboebert,PamBondi,Government,730546,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,926543274,laurenboebert,trkiggins4,Premium,406,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,914815520842616834,laurenboebert,NancyMace,Premium,498220,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,1097307966213160961,laurenboebert,ZeekArkham,Premium,424743,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,1560341081576939524,laurenboebert,DefiyantlyFree,Premium,973710,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,1893027782684483585,laurenboebert,DODResponse,Government,138145,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1201670995435646976,1894083089313533956,laurenboebert,DOGEColorado,Premium,1333,2025-02-26 12:04:25,2025-02-25 10:44:38
+,1344356576786866176,21217620,RepMTG,NicoleShanahan,Premium,553616,2025-02-26 10:10:04,2025-02-25 09:29:05
+,1344356576786866176,26637348,RepMTG,TulsiGabbard,Government,3732277,2025-02-26 10:10:04,2025-02-25 09:29:05
+,1344356576786866176,1889464666885382144,RepMTG,DNIGabbard,Government,465454,2025-02-26 10:10:04,2025-02-25 09:29:05
+,1882591412795150337,1320917783597625349,DOGE_GSA,DataRepublican,Premium,703170,2025-02-26 05:08:07,2025-02-25 14:06:33
+,1137701,16286989,DavidSacks,ssankar,Premium,33227,2025-02-26 04:59:34,2025-02-22 13:50:32
+,1137701,34082620,DavidSacks,JesseKellyDC,Premium,816248,2025-02-26 04:59:34,2025-02-22 13:50:32
+,1137701,43919633,DavidSacks,kilmeade,Premium,897689,2025-02-26 04:59:34,2025-02-22 13:50:32
+,1137701,2237865246,DavidSacks,TateTheTalisman,Premium,3403295,2025-02-26 04:59:34,2025-02-22 13:50:32
+,26637348,1889464666885382144,TulsiGabbard,DNIGabbard,Government,465454,2025-02-25 23:34:53,2025-02-25 00:50:29
-,47253057,2596413645,RogerJStoneJr,carrieksada,,113135,2025-02-25 23:06:10,2025-02-25 00:20:34
-,47253057,1694529299163017219,RogerJStoneJr,0lHearted,,2,2025-02-25 23:06:10,2025-02-25 00:20:34
-,47253057,1748547795106045952,RogerJStoneJr,YankeeMagic_,,15468,2025-02-25 23:06:10,2025-02-25 00:20:34
+,47253057,1702701174141358080,RogerJStoneJr,SchwenkerM,Premium,1030,2025-02-25 23:06:10,2025-02-25 00:20:34
-,592730371,289548939,JackPosobiec,bariweiss,Premium,1109328,2025-02-25 19:44:54,2025-02-24 20:28:37
-,592730371,1484688530072911875,JackPosobiec,BoFrenchTX,Premium,26179,2025-02-25 19:44:54,2025-02-24 20:28:37
+,1074480192,1518709627927633920,SenTedCruz,PeteHegseth,Government,1527862,2025-02-25 19:02:14,2025-02-24 17:46:36
-,1625493998,1535744364529344512,KingsleyCortes,SergeDotcom,Premium,22963,2025-02-25 18:34:40,2025-02-24 17:01:05
