Twitter ID,Screen name,Verification,Followers
1686014994,BOEM,,8589
3236287410,IATrustFunds,,456
18209334,usbr,Government,12315
127944925,OSMRE,Government,2957
385588568,BureauIndianEdu,,9029
57625403,USFWS,Government,312596
14505838,USGS,Government,781541
140457196,BLMNational,Government,47814
275149069,USIndianAffairs,Government,21060
36771809,NatlParkService,Government,1396910
1879644163769335808,WhiteHouse,Government,1340071
1879652428490149888,VP,Government,888502
1879650942410481666,POTUS,Government,2961759
76348185,Interior,Government,4906000
